row,shift,method,peak_height_frac,peak_fwhm_pts,xcorr_lag,stretched_flag
0,759,zero_peak,0.28800006856004945,17,0,False
1,772,zero_peak,1.000768661773679,16,0,False
2,664,zero_peak,0.2456557526980062,12,0,False
3,665,zero_peak,0.993014748165019,15,0,False
4,771,zero_peak,0.9998546624506479,18,0,False
5,860,zero_peak,1.000479697770331,17,0,False
6,864,zero_peak,0.9999366854409006,14,0,False
7,768,zero_peak,0.9992509129493715,13,0,False
8,769,zero_peak,0.9720589886359251,17,0,False
9,770,zero_peak,0.9989397030039213,17,0,False
10,661,zero_peak,0.9467726128468563,18,0,False
11,862,zero_peak,1.0002150570986605,13,0,False
12,864,zero_peak,1.0002022320482418,16,0,False
13,866,zero_peak,1.0004432571809485,18,0,False
14,883,zero_peak,1.0003529230104093,16,0,False
15,882,zero_peak,1.0024434514680591,18,0,False
16,758,zero_peak,0.9992570553086148,15,0,False
17,889,zero_peak,0.9990738742182176,17,0,False
18,889,zero_peak,0.985975640173648,17,0,False
19,890,zero_peak,1.0004735973971162,16,0,False
20,867,zero_peak,1.004350237559156,25,0,False
21,860,zero_peak,1.000479697770331,17,0,False
22,869,zero_peak,1.001316306646682,16,0,False
23,863,zero_peak,0.9996334321548104,13,0,False
24,863,zero_peak,1.0014302135242104,14,0,False
25,884,zero_peak,0.33003922149727694,20,0,False
26,882,zero_peak,1.0015333237951731,16,0,False
27,885,zero_peak,0.41983763918547934,18,0,False
28,889,zero_peak,0.5191133416372518,15,0,False
29,889,zero_peak,0.9999447946783611,14,0,False
30,889,zero_peak,0.873675125785231,14,0,False
31,889,zero_peak,0.587766686453275,17,0,False
32,905,zero_peak,1.000403082196586,20,0,False
33,905,zero_peak,1.000421677452113,20,0,False
34,908,zero_peak,0.9998125738874214,19,0,False
35,911,zero_peak,1.0006230397734863,17,0,False
36,909,zero_peak,1.0003494835995685,15,0,False
37,909,zero_peak,1.00020691734714,14,0,False
38,908,zero_peak,0.9997779191433342,18,0,False
39,909,zero_peak,1.0000599796321126,14,0,False
40,910,zero_peak,0.9996150497109044,14,0,False
41,909,zero_peak,1.0000599796321126,14,0,False
