row,shift,method,peak_height_frac,peak_fwhm_pts,xcorr_lag,stretched_flag
2142,-22,zero_peak,0.10037755970866738,101,21,False
2143,-11,zero_peak,0.11500290592854943,97,4,False
2144,816,zero_peak,0.25645549810490276,109,-776,False
2145,11,zero_peak,0.10892447591657982,97,-16,False
2146,-18,zero_peak,0.15748056846096728,87,30,False
2147,-8,zero_peak,0.13089939992925953,97,3,False
2148,-5,zero_peak,0.1609835089727888,92,7,False
2149,2,zero_peak,0.131172590831245,82,22,False
2150,-8,zero_peak,0.11227638954286652,96,6,False
2151,-11,zero_peak,0.10859393199157666,103,-2,False
2152,761,zero_peak,0.2588539356731449,137,-761,False
2153,808,zero_peak,0.1620602284015917,112,-776,False
2154,797,zero_peak,0.30517755557157267,130,-785,False
2155,1,zero_peak,0.10722338738822751,88,6,False
2156,702,zero_peak,0.1491521082042231,80,-535,False
2157,14,zero_peak,0.22766286838169109,86,16,False
2158,-20,zero_peak,0.10199279507073498,98,23,False
2159,-13,zero_peak,0.13767192307727522,90,21,False
2160,-5,zero_peak,0.12252352775939171,95,12,False
2161,4,zero_peak,0.169954862605934,84,15,False
2162,-6,zero_peak,0.10209828419930228,98,-2,False
2163,-32,zero_peak,0.12203493429933684,106,9,False
2164,-19,zero_peak,0.08358290222333553,101,26,False
2165,21,zero_peak,0.14816628578946184,80,7,False
2166,-20,zero_peak,0.10893486687838885,94,9,False
2167,798,zero_peak,0.10216388190216862,105,-755,False
2168,719,zero_peak,0.1286842445198848,95,-576,False
2169,26,zero_peak,0.2816011857617507,67,0,False
2170,-27,zero_peak,0.0969166541537464,101,7,False
2171,804,zero_peak,0.22551419532693467,111,-758,False
2172,716,zero_peak,0.16238575092767274,97,-595,False
2173,-7,zero_peak,0.11401054750121264,92,19,False
2174,818,zero_peak,0.1842304185717645,108,-783,False
2175,-5,zero_peak,0.11244191618047583,97,-1,False
2176,8,zero_peak,0.13177742866782022,92,-3,False
2177,60,zero_peak,0.41521666361440096,57,-20,False
2178,7,zero_peak,0.17896622131104475,86,-10,False
2179,799,zero_peak,0.2082385578231111,111,-764,False
2180,-7,zero_peak,0.16451910699568362,94,2,False
2181,-11,zero_peak,0.10342286217066231,96,15,False
2182,29,zero_peak,0.25268715092155686,88,-1,False
2183,-4,zero_peak,0.20679008098161925,96,3,False
2184,776,zero_peak,0.3055962134787536,61,-769,False
2185,79,zero_peak,0.9998839848999598,28,1,False
2186,827,zero_peak,0.2887560547515965,74,-768,False
2187,788,zero_peak,0.35392396645967805,104,-733,False
2188,800,zero_peak,0.08247833102731766,115,-763,False
2189,767,zero_peak,0.3398969016748467,112,-762,False
2190,-17,zero_peak,0.09871683763306405,103,4,False
2191,21,zero_peak,0.13841987545754694,89,-9,False
2192,2,zero_peak,0.14893842860133816,88,3,False
2193,-42,zero_peak,0.11129147696320321,102,30,False
2194,778,zero_peak,0.23815323102685576,152,-757,False
2195,-2364,zero_peak,0.9735959418759809,53,4536,True
2196,-25,zero_peak,0.14253732737836003,99,20,False
2197,-22,zero_peak,0.10648644170316877,97,1,False
2198,9,zero_peak,0.13853356245202145,85,-6,False
2199,-5,zero_peak,0.11485352784178578,101,5,False
2200,-6,zero_peak,0.11308975156965219,90,7,False
2201,659,zero_peak,0.14861549968054008,131,-787,False
2202,-11,zero_peak,0.11740079794865108,91,14,False
2203,-23,zero_peak,0.12250000228172626,96,-1,False
2204,823,zero_peak,0.29166580779042106,102,-787,False
2205,-4,zero_peak,0.12144874214429342,90,2,False
2206,-2394,zero_peak,0.07477565649883652,37,522,True
2207,-4,zero_peak,0.13791912077020357,99,-13,False
2208,-6,zero_peak,0.12628123861293195,93,8,False
2209,-7,zero_peak,0.1296367520518035,89,2,False
2210,1,zero_peak,0.11426486049195614,95,-3,False
2211,-2,zero_peak,0.13150935739534986,94,2,False
2212,772,zero_peak,0.18217279856710328,136,-779,False
2213,-17,zero_peak,0.1115492734655926,98,12,False
2214,767,zero_peak,0.18703676979242423,106,-633,False
2215,-20,zero_peak,0.11033463876117927,100,4,False
2216,10,zero_peak,0.16953720871771244,91,-6,False
2217,59,zero_peak,0.33365967391199247,60,-17,False
2218,26,zero_peak,0.26480504498893337,71,-4,False
2219,820,zero_peak,0.21374822208693584,119,-773,False
2220,16,zero_peak,0.18237025205355903,82,-6,False
2221,-2,zero_peak,0.17219641950963438,91,14,False
2222,16,zero_peak,0.1578549576672376,89,-4,False
2223,704,zero_peak,0.167826570081988,91,-568,False
2224,6,zero_peak,0.09812212224397239,91,8,False
2225,795,zero_peak,0.22443239484184735,113,-785,False
2226,-8,zero_peak,0.13220212953326393,97,3,False
2227,24,zero_peak,0.2054665331678571,78,-4,False
2228,-12,zero_peak,0.13063449947981734,93,14,False
2229,-23,zero_peak,0.13008152662144215,96,23,False
2230,20,zero_peak,0.171986331109037,78,3,False
2231,-3,zero_peak,0.1256369118166187,95,-3,False
2232,-20,zero_peak,0.11663712106377268,97,7,False
2233,-2370,zero_peak,0.9788035003783396,39,4543,True
2234,797,zero_peak,0.18388433001141696,117,-769,False
2235,-9,zero_peak,0.1258326745420784,96,-2,False
2236,738,zero_peak,0.27761325612787746,95,-808,False
2237,791,zero_peak,0.20142300512136102,117,-784,False
2238,-18,zero_peak,0.11859880732271641,91,10,False
2239,-3,zero_peak,0.17160124357583043,85,15,False
2240,0,zero_peak,0.14795241819117808,92,12,False
2241,-6,zero_peak,0.14117554189297685,97,4,False
2242,-16,zero_peak,0.10326233949794388,101,2,False
2243,-10,zero_peak,0.14849424063985284,92,9,False
2244,756,zero_peak,0.1766888271074153,101,-620,False
2245,1,zero_peak,0.16949580599475952,90,5,False
2246,-19,zero_peak,0.08852082696758806,102,10,False
2247,3,zero_peak,0.11303547417300112,92,5,False
2248,18,zero_peak,0.13834986542944727,87,-9,False
2249,803,zero_peak,0.17927321350193537,119,-748,False
2250,15,zero_peak,0.1638369601276515,84,-3,False
2251,748,zero_peak,0.6310850563868406,120,-758,False
2252,-10,zero_peak,0.11370952768669441,99,5,False
2253,48,zero_peak,0.19239958771187965,62,-4,False
2254,-13,zero_peak,0.13958557719239797,90,22,False
2255,829,zero_peak,0.8336136983863498,77,-785,False
2256,8,zero_peak,0.20231914871938653,90,2,False
2257,-3,zero_peak,0.10496550825998922,94,7,False
2258,-17,zero_peak,0.07391887466195898,96,10,False
2259,-2,zero_peak,0.09594418212969476,98,6,False
2260,807,zero_peak,0.19543515083160962,118,-748,False
2261,697,zero_peak,0.19612282578674697,88,-576,False
2262,-20,zero_peak,0.11754841055161437,96,21,False
2263,-6,zero_peak,0.1181429171022488,97,-28,False
2264,-13,zero_peak,0.10422458493638866,94,21,False
2265,12,zero_peak,0.15979697308944477,87,-7,False
2266,-30,zero_peak,0.11880924182624628,102,12,False
2267,-20,zero_peak,0.09624731338965606,98,14,False
2268,-1,zero_peak,0.1480814568663631,91,5,False
2269,-12,zero_peak,0.11624824938125057,101,11,False
2270,-9,zero_peak,0.1155483696351569,96,3,False
2271,2,zero_peak,0.08174394280087739,107,-13,False
2272,18,zero_peak,0.13677982331661798,87,-7,False
2273,3,zero_peak,0.12680013124440132,94,-6,False
2274,1,zero_peak,0.2589277068364123,73,20,False
2275,787,zero_peak,0.19462550927581998,143,-773,False
2276,16,zero_peak,0.2466794859023248,87,-5,False
2277,5,zero_peak,0.17816439384713648,99,2,False
2278,767,zero_peak,0.2208016238962604,85,-618,False
2279,-8,zero_peak,0.13541056594014494,99,5,False
2280,775,zero_peak,0.4003693021019796,149,-756,False
2281,817,zero_peak,0.5159651878688722,83,-769,False
2282,-7,zero_peak,0.09850990388171052,99,0,False
2283,757,zero_peak,0.11758196040800624,145,-786,False
2284,757,zero_peak,0.21803113781456385,123,-756,False
2285,-15,zero_peak,0.16171537951279,90,20,False
2286,22,zero_peak,0.1847120544666796,80,-1,False
2287,796,zero_peak,0.40721950523587913,86,-772,False
2288,-7,zero_peak,0.1871534473726359,83,18,False
2289,11,zero_peak,0.13065130753991064,97,-7,False
2290,0,zero_peak,0.12276472505332918,97,-3,False
2291,770,zero_peak,0.12846144989333422,111,-3592,False
2292,18,zero_peak,0.20106347606207173,70,8,False
2293,-18,zero_peak,0.14066656868410754,96,14,False
2294,-3,zero_peak,0.12294787267321186,95,-1,False
2295,7,zero_peak,0.18173427629113023,80,12,False
2296,-10,zero_peak,0.12101208301613431,95,12,False
2297,15,zero_peak,0.12060540661483357,93,-19,False
2298,-6,zero_peak,0.11437018812348773,93,5,False
2299,-7,zero_peak,0.1642605731029478,89,3,False
2300,-1,zero_peak,0.12287053128327594,93,2,False
2301,-9,zero_peak,0.13701327496219778,95,8,False
2302,40,zero_peak,0.2647559146290533,66,-24,False
2303,808,zero_peak,0.23003625942838485,107,-689,False
2304,3,zero_peak,0.21538944109914046,82,-2,False
2305,-15,zero_peak,0.13136576859492008,98,9,False
2306,-6,zero_peak,0.12511822456092256,91,3,False
2307,577,zero_peak,0.10587893546639193,112,-682,False
2308,20,zero_peak,0.13115813121220843,90,-17,False
2309,2,zero_peak,0.1396094920735372,90,-1,False
2310,709,xcorr_fallback,0.0,0,-709,False
2311,7,zero_peak,0.12174099116639478,99,-11,False
2312,-7,zero_peak,0.1271947100240567,94,3,False
2313,-8,zero_peak,0.1486116334697216,87,21,False
2314,2,zero_peak,0.15112487353916101,87,1,False
2315,-6,zero_peak,0.11843168792583203,89,14,False
2316,817,zero_peak,0.13338063371824155,132,-761,False
2317,17,zero_peak,0.12403056543374699,95,-16,False
2318,5,zero_peak,0.19716004166753714,81,6,False
2319,801,zero_peak,0.13687521812891268,130,-771,False
2320,805,zero_peak,0.22938741591093917,100,-773,False
2321,779,zero_peak,0.48643562099229454,71,-795,False
2322,754,zero_peak,0.23087530994871955,106,-783,False
2323,-13,zero_peak,0.10580359251721312,100,4,False
2324,1291,zero_peak,0.13874431673431425,175,4282,False
2325,1291,zero_peak,0.13874431673431337,175,4282,False
2326,-1,zero_peak,0.14082671127063398,96,-5,False
2327,63,zero_peak,0.34671212876637136,53,-10,False
2328,-3,zero_peak,0.10439159668241854,99,17,False
2329,-8,zero_peak,0.10912330041544306,97,-10,False
2330,7,zero_peak,0.10871037001478394,89,-9,False
2331,6,zero_peak,0.14886303163753573,96,-6,False
2332,749,zero_peak,0.1290456902120435,189,-756,False
2333,789,zero_peak,0.14261193256302349,139,-766,False
2334,800,zero_peak,0.2906986196011546,102,-760,False
2335,34,zero_peak,0.2498187299482242,78,-14,False
2336,-7,zero_peak,0.09906317201474293,97,2,False
2337,806,zero_peak,0.1586332547130372,122,-773,False
2338,3,zero_peak,0.056751516002040855,94,19,False
2339,-10,zero_peak,0.13715652291151073,91,11,False
2340,-6,zero_peak,0.14789495179477524,98,1,False
2341,51,zero_peak,0.5006021387337127,73,5,False
2342,13,zero_peak,0.25905427122264135,70,12,False
2343,4,zero_peak,0.13672000027971917,94,-8,False
2344,15,zero_peak,0.1757120274485647,82,-5,False
2345,10,zero_peak,0.3083339411034543,78,11,False
2346,-2,zero_peak,0.19199818956025289,78,-2,False
2347,1,zero_peak,0.11415922830228163,88,13,False
2348,755,zero_peak,0.20479998425942006,90,-758,False
2349,-3,zero_peak,0.13651369165073832,96,-5,False
2350,-25,zero_peak,0.08749418269536069,103,9,False
2351,763,zero_peak,0.2302513716033413,171,-769,False
2352,-10,zero_peak,0.13157867909317253,93,11,False
2353,0,zero_peak,0.11052604419594812,92,11,False
2354,738,zero_peak,0.1443601210633856,106,-776,False
2355,4,zero_peak,0.10959775361514462,105,-3,False
2356,-2,zero_peak,0.09929153519321496,93,2,False
2357,-12,zero_peak,0.12876838840014915,101,14,False
2358,-50,zero_peak,0.13860113090427117,103,3,False
2359,-13,zero_peak,0.17502124362419286,90,19,False
2360,-8,zero_peak,0.13358569669820294,92,7,False
2361,803,zero_peak,0.11975005258920551,134,-763,False
2362,10,zero_peak,0.15133860832621726,85,7,False
2363,26,zero_peak,0.1396081267592733,83,-6,False
2364,30,zero_peak,0.1537704476743058,79,2,False
2365,817,zero_peak,0.11600011200073514,118,-715,False
2366,7,zero_peak,0.11779123969774578,91,6,False
2367,1,zero_peak,0.15425720744162125,88,6,False
2368,-5,zero_peak,0.10421350260157243,97,1,False
2369,-38,zero_peak,0.1286446639426891,88,17,False
2370,798,zero_peak,0.23109922281448964,110,-760,False
2371,-6,zero_peak,0.1084622839722035,94,5,False
2372,7,zero_peak,0.11968275901653498,87,13,False
2373,755,zero_peak,0.42767913661762685,100,-780,False
2374,-19,zero_peak,0.08580636079011901,105,29,False
2375,26,zero_peak,0.19692243965866937,72,5,False
2376,-11,zero_peak,0.11031975849992283,105,0,False
2377,796,zero_peak,0.2548209890970671,113,-783,False
2378,-1,zero_peak,0.12201862470783388,91,10,False
2379,797,zero_peak,0.40068813002119047,96,-780,False
2380,726,zero_peak,0.13243906593082913,91,-543,False
2381,927,zero_peak,0.9998990529858159,22,-821,False
2382,-11,zero_peak,0.10522879723683763,98,1,False
2383,-3,zero_peak,0.14591523478790927,90,6,False
2384,-5,zero_peak,0.20149155738454083,84,16,False
2385,-17,zero_peak,0.11331335684331034,92,17,False
2386,8,zero_peak,0.16965239234990875,85,2,False
2387,-9,zero_peak,0.10975005427238975,97,-8,False
2388,3,zero_peak,0.12420265340239814,88,-25,False
2389,-15,zero_peak,0.10719285015742468,94,15,False
2390,13,zero_peak,0.15932559716650413,92,-13,False
2391,-10,zero_peak,0.10561614568388832,96,8,False
2392,-10,zero_peak,0.10145107542397222,95,-7,False
2393,4,zero_peak,0.1560083052763662,91,2,False
2394,2,zero_peak,0.12220936260191809,89,12,False
2395,29,zero_peak,0.9157258531227042,52,30,False
2396,-3,zero_peak,0.175065671831189,83,16,False
2397,-18,zero_peak,0.07596271013131757,105,22,False
2398,3,zero_peak,0.1879866587503651,91,6,False
2399,49,zero_peak,0.25286213137075714,64,-2,False
2400,0,zero_peak,0.1259828977376837,94,3,False
2401,-11,zero_peak,0.09310165323633214,97,8,False
2402,-2,zero_peak,0.11013562957850742,102,-9,False
2403,824,zero_peak,0.4896673891393837,84,-781,False
2404,724,zero_peak,0.08543376894563526,181,-680,False
2405,-7,zero_peak,0.1274910504069115,98,6,False
2406,-6,zero_peak,0.1139362268775104,101,-7,False
2407,3,zero_peak,0.11708130079803154,100,-21,False
2408,686,zero_peak,0.15849850002583024,105,-787,False
2409,1,zero_peak,0.10409166464178768,99,-9,False
2410,-3,zero_peak,0.10917738645380819,98,0,False
2411,809,zero_peak,0.17183309056934443,72,-769,False
2412,-3,zero_peak,0.1272109270612435,92,8,False
2413,20,zero_peak,0.11907780703808264,91,-9,False
2414,7,zero_peak,0.15248501799288663,84,5,False
2415,-12,zero_peak,0.15771581218632633,101,8,False
2416,8,zero_peak,0.12979194013699946,87,0,False
2417,-1,zero_peak,0.1693400937028728,92,1,False
2418,-3,zero_peak,0.11773231520894455,95,-1,False
2419,805,zero_peak,0.27545464209938464,121,-781,False
2420,22,zero_peak,0.21685725135243644,82,-8,False
2421,-25,zero_peak,0.10104617491355689,108,19,False
2422,14,zero_peak,0.13524596881843132,90,-7,False
2423,756,zero_peak,0.4033866384096164,104,-778,False
2424,17,zero_peak,0.2013359351609225,80,12,False
2425,709,xcorr_fallback,0.0,0,-709,False
2426,-11,zero_peak,0.17751986590558166,91,9,False
2427,-21,zero_peak,0.12751615409396294,99,3,False
2428,16,zero_peak,0.1854264250664516,86,-20,False
2429,13,zero_peak,0.20335555643821648,82,-6,False
2430,23,zero_peak,0.15401828039561036,93,-23,False
2431,772,zero_peak,0.2134464473752009,132,-784,False
2432,2,zero_peak,0.1064593567037399,90,-1,False
2433,-7,zero_peak,0.139729295237824,89,9,False
2434,-4,zero_peak,0.13556792843981233,91,9,False
2435,9,zero_peak,0.170350328277772,75,7,False
2436,790,zero_peak,0.3784901023461374,94,-784,False
2437,10,zero_peak,0.14309962510163265,83,10,False
2438,-2,zero_peak,0.11344403917920144,98,5,False
2439,-9,zero_peak,0.18432940797180586,93,1,False
2440,14,zero_peak,0.15847007045537603,91,-13,False
2441,757,zero_peak,0.5920210842015307,88,-779,False
2442,-4,zero_peak,0.133288304401979,95,6,False
2443,-1,zero_peak,0.1442056312492716,88,7,False
2444,-1,zero_peak,0.12660464372851332,90,6,False
2445,-9,zero_peak,0.19349873444350235,93,12,False
2446,-1,zero_peak,0.14238188687426181,93,4,False
2447,-13,zero_peak,0.1202742881416895,98,14,False
2448,4,zero_peak,0.10988599924494355,92,6,False
2449,8,zero_peak,0.14377122846107557,90,-11,False
2450,-21,zero_peak,0.10787392375424726,98,19,False
2451,8,zero_peak,0.13477933499134803,87,0,False
2452,-3,zero_peak,0.07486515139243351,96,-4,False
2453,799,zero_peak,0.165090668243748,132,-772,False
2454,8,zero_peak,0.1523241446319555,91,-14,False
2455,-5,zero_peak,0.11940977621092412,100,-2,False
2456,-14,zero_peak,0.1093963640969128,97,12,False
2457,-5,zero_peak,0.15589529027479526,91,19,False
2458,708,zero_peak,0.3771314456532975,91,-780,False
2459,-3,zero_peak,0.14237838338584524,87,14,False
2460,-9,zero_peak,0.16373710442513925,94,11,False
2461,705,xcorr_fallback,0.0,0,-705,False
2462,680,zero_peak,0.10731765568503679,103,-566,False
2463,-20,zero_peak,0.10910144884716914,92,22,False
2464,763,zero_peak,0.233716659145858,98,-789,False
2465,785,zero_peak,0.4756020633550651,57,-787,False
2466,28,zero_peak,0.18223541528717951,76,-2,False
2467,-5,zero_peak,0.16103712347564214,90,12,False
2468,5,zero_peak,0.16516890289986486,88,3,False
2469,4,zero_peak,0.14464932214295387,82,6,False
2470,-1,zero_peak,0.1404378509911182,84,6,False
2471,1,zero_peak,0.12455584583046353,90,5,False
2472,-14,zero_peak,0.13887486535915808,90,16,False
2473,28,zero_peak,0.7822130729232974,53,24,False
2474,796,zero_peak,0.3995387288477203,89,-780,False
2475,-14,zero_peak,0.1485840481732261,92,15,False
2476,25,zero_peak,0.18891774585712867,83,-18,False
2477,792,zero_peak,0.2161079467940224,110,-765,False
2478,-9,zero_peak,0.09428420738233531,98,16,False
2479,-5,zero_peak,0.1464922159181886,89,6,False
2480,7,zero_peak,0.13143486251240374,91,-2,False
2481,-8,zero_peak,0.13944855929062086,93,6,False
2482,17,zero_peak,0.19874997421779741,81,-2,False
2483,24,zero_peak,0.19607922395617003,74,6,False
2484,19,zero_peak,0.2179573938911225,85,-88,False
2485,28,zero_peak,0.21329937016393058,78,-47,False
2486,11,zero_peak,0.13079643368776053,87,-8,False
2487,706,xcorr_fallback,0.0,0,-706,False
2488,-4,zero_peak,0.1423468224934064,92,2,False
2489,7,zero_peak,0.15854733997345624,89,2,False
2490,774,zero_peak,0.26513521929778366,116,-785,False
2491,-18,zero_peak,0.09791528194621436,104,5,False
2492,-2372,zero_peak,0.2432130485149329,53,474,True
2493,-17,zero_peak,0.1500829887973171,93,9,False
2494,4,zero_peak,0.13587559641713695,91,0,False
2495,790,zero_peak,0.1625677532515149,121,-728,False
2496,-3,zero_peak,0.1689126228811894,94,11,False
2497,676,zero_peak,0.18756382204476213,84,-534,False
2498,-15,zero_peak,0.11602260969848274,99,12,False
2499,-6,zero_peak,0.14122115956140913,90,10,False
2500,-29,zero_peak,0.09057461853354674,107,12,False
2501,806,zero_peak,0.5450034445223784,114,-785,False
2502,-5,zero_peak,0.15144357571727823,89,12,False
2503,765,zero_peak,0.8460945223905817,87,-771,False
2504,-24,zero_peak,0.07989077646511168,115,14,False
2505,3260,xcorr_fallback,0.0,0,-3260,True
2506,7,zero_peak,0.12728643367357365,97,-28,False
2507,2,zero_peak,0.11909146454791814,88,8,False
2508,-4,zero_peak,0.14719235024564395,90,3,False
2509,-8,zero_peak,0.10156826137027629,100,10,False
2510,-4,zero_peak,0.1254985536908665,97,4,False
2511,-6,zero_peak,0.097538190608565,96,14,False
2512,1,zero_peak,0.1546490038447689,86,6,False
2513,-22,zero_peak,0.09449847100406307,102,11,False
2514,-37,zero_peak,0.12131931348168701,98,33,False
2515,18,zero_peak,0.28006029104770136,72,9,False
2516,-15,zero_peak,0.14548542870513698,91,10,False
2517,-27,zero_peak,0.1013112684937439,105,1,False
2518,16,zero_peak,0.15518891403559965,88,-9,False
2519,-16,zero_peak,0.10409820200020602,106,7,False
2520,812,zero_peak,0.25831207309170745,97,-767,False
2521,-5,zero_peak,0.08591927685901202,102,-8,False
2522,-25,zero_peak,0.08744355013024953,99,26,False
2523,802,zero_peak,0.1761754299626073,108,-774,False
2524,-16,zero_peak,0.11924253734054392,102,14,False
2525,-38,zero_peak,0.12425311351942324,97,3,False
2526,5,zero_peak,0.14559588150404287,89,-4,False
2527,-3,zero_peak,0.11955230930655698,97,-9,False
2528,8,zero_peak,0.11773783493317573,89,-7,False
2529,-21,zero_peak,0.10786212049957608,103,12,False
2530,801,zero_peak,0.1610463978021639,126,-765,False
2531,-9,zero_peak,0.09104130221781269,102,-5,False
2532,3,zero_peak,0.1255917450671736,85,6,False
2533,18,zero_peak,0.14735714601848401,87,-13,False
2534,13,zero_peak,0.11623892659158018,94,-10,False
2535,-7,zero_peak,0.0934794864033272,100,5,False
2536,821,zero_peak,0.15770040729574528,120,-795,False
2537,16,zero_peak,0.33047572058534946,70,8,False
2538,-18,zero_peak,0.1048304393378434,99,8,False
2539,-3,zero_peak,0.1342142051202747,95,-4,False
2540,-12,zero_peak,0.1006381586590272,97,20,False
2541,-2366,zero_peak,0.05896707452679745,54,564,True
2542,-34,zero_peak,0.0974482496693108,103,25,False
2543,-4,zero_peak,0.1706115316796282,90,-1,False
2544,-2366,zero_peak,0.1478279775347127,40,548,True
2545,779,zero_peak,0.061887991602970906,184,-779,False
2546,-2,zero_peak,0.14875783019939964,91,3,False
2547,5,zero_peak,0.1472352685470644,87,6,False
2548,-22,zero_peak,0.14330489948489908,93,20,False
2549,814,zero_peak,0.17208563146017133,131,-774,False
2550,743,zero_peak,0.2071635711339581,148,-760,False
2551,-5,zero_peak,0.14590501275412454,89,7,False
2552,8,zero_peak,0.16024098593804276,85,4,False
2553,-6,zero_peak,0.152374444599699,91,15,False
2554,788,zero_peak,0.11407100753705697,140,-782,False
2555,777,zero_peak,0.4927029082298489,124,-760,False
2556,-11,zero_peak,0.08514961411271756,103,31,False
2557,4,zero_peak,0.12457568540054811,85,10,False
2558,754,zero_peak,0.35281796310191205,97,-439,False
2559,734,zero_peak,0.22312756584221188,100,-773,False
2560,-13,zero_peak,0.0922926278127235,94,14,False
2561,-6,zero_peak,0.12779649228299517,93,16,False
2562,-9,zero_peak,0.147977495511051,94,11,False
2563,0,zero_peak,0.13396349418627082,93,8,False
2564,6,zero_peak,0.09267764261212322,94,-8,False
2565,-5,zero_peak,0.14870615802128856,99,-46,False
2566,816,zero_peak,0.5346884501564133,87,-769,False
2567,690,zero_peak,0.28799609044873153,109,-777,False
2568,5,zero_peak,0.12959423965350725,89,3,False
2569,765,zero_peak,0.1947324921611287,96,-632,False
2570,715,zero_peak,0.1768950006747208,127,-778,False
2571,9,zero_peak,0.1803813534161695,90,-16,False
2572,-2,zero_peak,0.1098819315705389,93,5,False
2573,7,zero_peak,0.14442717186418158,90,0,False
2574,927,zero_peak,0.9999259542096219,24,-832,False
2575,786,zero_peak,0.6436766060751226,130,-773,False
2576,32,zero_peak,0.20844249265581483,76,-4,False
2577,18,zero_peak,0.22070995074001415,80,16,False
2578,0,zero_peak,0.1513735824866507,86,21,False
2579,-11,zero_peak,0.12438318891799721,92,17,False
2580,-16,zero_peak,0.1032657542811838,97,14,False
2581,-5,zero_peak,0.19245615367805755,88,13,False
2582,-17,zero_peak,0.15763309673069137,95,15,False
2583,-4,zero_peak,0.17387932947616117,90,1,False
2584,14,zero_peak,0.1420949953105567,89,9,False
2585,5,zero_peak,0.17172668709638877,82,25,False
2586,13,zero_peak,0.11056699166457831,94,-17,False
2587,-15,zero_peak,0.11058977118025266,92,17,False
2588,-11,zero_peak,0.09849244680968684,98,5,False
2589,-14,zero_peak,0.121167380274133,101,-10,False
2590,-3,zero_peak,0.12234854171679307,93,-6,False
2591,-28,zero_peak,0.07989522327512955,103,8,False
2592,750,zero_peak,0.7126746524150818,57,-789,False
2593,-1,zero_peak,0.14745038434459648,93,1,False
2594,-5,zero_peak,0.16102864142038978,88,-1,False
2595,9,zero_peak,0.16154695901777952,87,3,False
2596,-9,zero_peak,0.13279394555571494,91,12,False
2597,3,zero_peak,0.13049909554171676,91,3,False
2598,6,zero_peak,0.138743684105814,84,11,False
2599,-13,zero_peak,0.14857230823919168,92,5,False
2600,-13,zero_peak,0.09558583487569197,101,4,False
2601,-8,zero_peak,0.11869148055877464,98,4,False
2602,-14,zero_peak,0.1422068969332293,93,19,False
2603,11,zero_peak,0.2149730036169012,78,8,False
2604,-13,zero_peak,0.18260951742454523,92,3,False
2605,804,zero_peak,0.16416421247421684,124,-769,False
2606,-3,zero_peak,0.13170765813925664,93,9,False
2607,4,zero_peak,0.21924375558639844,88,2,False
2608,-6,zero_peak,0.10704687038124933,88,8,False
2609,795,zero_peak,0.42606241161704317,106,-773,False
2610,-15,zero_peak,0.11964910378741259,100,1,False
2611,6,zero_peak,0.1488922626284416,86,2,False
2612,-18,zero_peak,0.11558243015464253,100,-1,False
2613,9,zero_peak,0.15751065042372342,94,-9,False
2614,-1,zero_peak,0.10470468661223964,92,14,False
2615,0,zero_peak,0.1380765065463067,93,1,False
2616,8,zero_peak,0.17031899637276218,80,0,False
2617,780,zero_peak,0.19915146177379559,148,-761,False
2618,795,zero_peak,0.17188193339447003,127,-768,False
2619,1,zero_peak,0.1227728475832737,85,7,False
2620,9,zero_peak,0.17062079855564544,84,-6,False
2621,-8,zero_peak,0.10033030172506961,92,13,False
2622,763,zero_peak,0.24784601273813273,114,-775,False
2623,796,zero_peak,0.1614724123020662,105,-756,False
2624,-2,zero_peak,0.3408752461461573,95,1,False
2625,-11,zero_peak,0.12453549432412482,94,15,False
2626,-28,zero_peak,0.06828518084649575,107,3,False
2627,28,zero_peak,0.10535683976306708,92,-18,False
2628,792,zero_peak,0.45932963464079674,103,-784,False
2629,18,zero_peak,0.16350768541256017,86,-3,False
2630,669,zero_peak,0.13715393884210547,98,-588,False
2631,2,zero_peak,0.17309798810062996,94,-3,False
2632,3,zero_peak,0.16969757757643616,93,-10,False
2633,823,zero_peak,0.3080196544425156,101,-782,False
2634,13,zero_peak,0.17930988301723821,82,-3,False
2635,12,zero_peak,0.21448458888426067,80,1,False
2636,2,zero_peak,0.11982875922020118,89,-4,False
2637,16,zero_peak,0.11809936747958588,92,-3,False
2638,-2386,zero_peak,0.8608915423325854,83,4522,True
2639,-4,zero_peak,0.1278004148346524,94,-3,False
2640,-1,zero_peak,0.15524425616127258,92,3,False
2641,790,zero_peak,0.3894178000660598,129,-775,False
2642,16,zero_peak,0.1638956241973446,92,-25,False
2643,16,zero_peak,0.13089487607112546,91,-6,False
2644,-9,zero_peak,0.11670404445167029,95,12,False
2645,49,zero_peak,0.2885741376553425,62,-8,False
2646,-5,zero_peak,0.12141533809624269,95,12,False
2647,760,zero_peak,0.3082369018632256,119,-776,False
2648,-6,zero_peak,0.10225001071646875,92,19,False
2649,57,zero_peak,0.3499993902037896,60,-8,False
2650,3,zero_peak,0.1580309851433059,87,0,False
2651,11,zero_peak,0.1323715944508982,92,1,False
2652,-1,zero_peak,0.13864301307552251,92,4,False
2653,2,zero_peak,0.14781728020894117,89,13,False
2654,-21,zero_peak,0.1280777390614949,98,12,False
2655,-24,zero_peak,0.14219131932256945,89,11,False
2656,-24,zero_peak,0.11117272259913442,100,19,False
2657,16,zero_peak,0.157821315286695,89,-26,False
2658,806,zero_peak,0.20330753056284054,147,-686,False
2659,-15,zero_peak,0.07840817200864382,107,-4,False
2660,5,zero_peak,0.15827368166435846,88,0,False
