name,variance_explained,peak_ppm,frac_area_below_1p5ppm
mean_envelope,,2.9405322306230968,0.02142522777830702
envelope_pc1,0.355576305097519,1.6830572743017136,0.1720382003648806
envelope_pc2,0.29690614804743104,2.8887015434382883,0.00022918906324817013
envelope_pc3,0.09266540071993741,2.947021080177918,0.10416073845547882
envelope_pc4,0.06379467343365196,3.9488674077408428,0.04792035408844739
envelope_pc5,0.05475045794708494,3.9852370089493476,0.0497013368237383
envelope_pc6,0.03373843116468179,3.406687978271318,0.08009104485082943
