row,r2_full,r2_metabolites_only,r2_envelope_only,n_metabolites_used,r2_unconstrained_upper_bound,metabolite_signal_frac
26,0.5132493407888115,0.4813324095407274,0.14040520949742907,39,0.5650713683479072,0.29823373392381197
51,0.5363973895072978,0.2526701163754522,0.5057955696807314,35,0.6668614538007627,0.11262441836361914
79,0.6118972431378724,0.5719701632676581,0.17610815410705605,40,0.6656917177732653,0.24849235382652057
158,0.49325254976965904,0.45613913804359907,0.1561369403347499,41,0.5429742787761933,0.19528880177159536
213,0.48053280687294353,0.46377834493936965,0.12147725350714866,40,0.5230564370217565,0.30940549798099365
273,0.45171134795305,0.3470389112989697,0.41940952363747375,38,0.5085495968784218,0.06378802380843367
323,0.16695570065622245,0.1455994961889815,0.07861604067800498,36,0.18493493763546143,0.15526873837982666
394,0.49377564769397064,0.47452398139896745,0.11384760136721495,41,0.5416432552709489,0.2500245034782014
723,0.5144956320756817,0.3187384791849047,0.5017344960497292,38,0.5670988202411545,0.12393014959339849
775,0.4144403058228241,0.22370621816700842,0.40195805574967514,41,0.4390931528809501,0.11698062394839233
860,0.40834359676827925,0.20405380632393055,0.40044749807045776,40,0.43892723006024303,0.09421547568221063
1199,0.40223236893742653,0.1657050810079459,0.38420882194055506,37,0.5411934648035199,0.08131157662368953
1685,0.3978162490141808,0.241695143416352,0.3864064914337054,23,0.4252246511080233,0.15488702368732302
1693,0.6841893551283103,0.394529048289166,0.6766350001422623,37,0.738153450026886,0.11936911194576554
2485,0.4197252723849195,0.25359783040466444,0.3228868782664778,37,0.4807884508131117,0.4309516687214985
2593,0.4518987409415377,0.270189277561138,0.35312469571459293,40,0.518797736949246,0.41948126957150544
2671,0.47745051203623834,0.33858370703372,0.30691563315890524,38,0.5858870072789879,0.5015139468778318
2891,0.5044596441887981,0.23840828906733247,0.44085217110570496,35,0.5541837421070848,0.36736421757043103
2959,0.39259462700909975,0.254841973958964,0.3078290991984173,38,0.45050188466402463,0.49976720053913326
3668,0.4998250142879359,0.30865232758876715,0.4886191049943679,38,0.5356480979671362,0.15875318847613917
3707,0.35016301998215127,0.25829220430141786,0.23466751868497815,38,0.4207387646244042,0.49952076625288555
3797,0.304439634579625,0.26956216351468787,0.1806286623800849,32,0.3790220852698257,0.6568840440141679
3891,0.41362601417619105,0.3201691612653682,0.2572909324221012,38,0.5103309457548597,0.5810709255401639
4078,0.3601990026878773,0.28036130883342814,0.21477567316324853,31,0.4523724390161823,0.5441478796400461
4453,0.41270218477204557,0.23480240409293307,0.3295331037410054,38,0.4739766934310873,0.41028189915652624
4641,0.39013079923840166,0.18647423096615967,0.3409167552321326,37,0.43414328619578324,0.3147213202827207
4846,0.4202657428437244,0.24393769584444214,0.32338447251373115,36,0.49166661912219256,0.4194848370427899
4913,0.4153109832700117,0.2755686850262651,0.3112215396155893,39,0.4769244117394854,0.5062391445606654
5075,0.6129790182983089,0.37700221797301414,0.6050376177005834,36,0.6589226666936729,0.1049863951020396
5222,0.5287852851977819,0.2894105848919465,0.39807159706781436,41,0.6269650344912316,0.38018830477964666
