family,model,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
joint_ssl,frozen,0.8333333333333334,0.8111111111111111,0.8571428571428571,0.8888888888888888,0.8727272727272727,0.9209876543209876,0.9635670062873127,11,4,3,24
joint_ssl,unfreeze_last_1,0.8333333333333334,0.8111111111111111,0.8571428571428571,0.8888888888888888,0.8727272727272727,0.9234567901234568,0.9647231584859701,11,4,3,24
joint_ssl,unfreeze_last_2,0.8809523809523809,0.8777777777777778,0.9230769230769231,0.8888888888888888,0.9056603773584906,0.9481481481481482,0.9768845725424671,13,2,3,24
joint_ssl,unfreeze_last_3,0.9285714285714286,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.9555555555555556,0.980048020370601,15,0,3,24
