bmse_id,simulation,name,inchi,inchi_skeleton,formula,ref_field_mhz,n_sim_points,roi_rmsd,ph,temperature_k,solvent,reference,sim_csv,has_field
bmse001167,simulation_1,"3,5,7-Trihydroxy-2-(4-hydroxyphenyl)chromen-4-one","InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15,C15H10O6,499.84,32768,0.00723,,,,,/reboxitory/2023/12/GISSMO/bmse001167/simulation_1/B0s/sim_600MHz.csv,True
bmse001173,simulation_1,"5,7-Dihydroxy-3-(4-methoxyphenyl)chromen-4-one","InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)12-8-21-14-7-10(17)6-13(18)15(14)16(12)19/h2-8,17-18H,1H3",1S/C16H12O5/c1-20-11-4-2-9(3-5-11)12-8-21-14-7-10(17)6-13(18)15(14)16(12)19,C16H12O5,499.84,32768,0.00920,,,,,/reboxitory/2023/12/GISSMO/bmse001173/simulation_1/B0s/sim_600MHz.csv,True
bmse001174,simulation_1,Genistein,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H",1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19,C15H10O5,499.84,32768,0.00784,,,,,/reboxitory/2023/12/GISSMO/bmse001174/simulation_1/B0s/sim_600MHz.csv,True
bmse001176,simulation_1,"2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one","InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6,C15H10O7,499.84,32768,0.00718,,,,,/reboxitory/2023/12/GISSMO/bmse001176/simulation_1/B0s/sim_600MHz.csv,True
bmse001179,simulation_1,"3,4,5-Trihydroxycyclohexene-1-carboxylic acid","InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)/t4-,5-,6-/m1/s1",1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10,C7H10O5,499.84,32768,0.01497,,,,,/reboxitory/2023/12/GISSMO/bmse001179/simulation_1/B0s/sim_600MHz.csv,True
bmse001181,simulation_1,3-Methylbutanal,"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3",1S/C5H10O/c1-5(2)3-4-6,C5H10O,499.84,32768,0.01562,,,,,/reboxitory/2023/12/GISSMO/bmse001181/simulation_1/B0s/sim_600MHz.csv,True
bmse001182,simulation_1,"1-(1H-indol-3-yl)-N,N-dimethylmethanamine","InChI=1S/C11H14N2/c1-13(2)8-9-7-12-11-6-4-3-5-10(9)11/h3-7,12H,8H2,1-2H3",1S/C11H14N2/c1-13(2)8-9-7-12-11-6-4-3-5-10(9)11,C11H14N2,499.84,32768,0.03063,,,,,/reboxitory/2023/12/GISSMO/bmse001182/simulation_1/B0s/sim_600MHz.csv,True
bmse001187,simulation_1,"5-Hydroxy-2-methylnaphthalene-1,4-dione","InChI=1S/C11H8O3/c1-6-5-9(13)10-7(11(6)14)3-2-4-8(10)12/h2-5,12H,1H3",1S/C11H8O3/c1-6-5-9(13)10-7(11(6)14)3-2-4-8(10)12,C11H8O3,499.84,32768,0.01563,,,,,/reboxitory/2023/12/GISSMO/bmse001187/simulation_1/B0s/sim_600MHz.csv,True
bmse001189,simulation_1,2-(2-Hydroxy-5-prop-2-enylphenyl)-4-prop-2-enylphenol,"InChI=1S/C18H18O2/c1-3-5-13-7-9-17(19)15(11-13)16-12-14(6-4-2)8-10-18(16)20/h3-4,7-12,19-20H,1-2,5-6H2",1S/C18H18O2/c1-3-5-13-7-9-17(19)15(11-13)16-12-14(6-4-2)8-10-18(16)20,C18H18O2,499.84,32768,0.01999,,,,,/reboxitory/2023/12/GISSMO/bmse001189/simulation_1/B0s/sim_600MHz.csv,True
bmse001190,simulation_1,Ellagic acid,"InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H",1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19,C14H6O8,499.84,32768,0.00883,,,,,/reboxitory/2023/12/GISSMO/bmse001190/simulation_1/B0s/sim_600MHz.csv,True
bmse001191,simulation_1,5-Methylfuran-2-carbaldehyde,"InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3",1S/C6H6O2/c1-5-2-3-6(4-7)8-5,C6H6O2,499.84,32768,0.01216,,,,,/reboxitory/2023/12/GISSMO/bmse001191/simulation_1/B0s/sim_600MHz.csv,True
bmse001192,simulation_1,"5-CHLORO-2-(2,4-DICHLOROPHENOXY)PHENOL","InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16,C12H7Cl3O2,499.84,32768,0.01575,,,,,/reboxitory/2023/12/GISSMO/bmse001192/simulation_1/B0s/sim_600MHz.csv,True
bmse001194,simulation_1,Methyl 4-hydroxybenzoate,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6,C8H8O3,499.84,32768,0.01603,,,,,/reboxitory/2023/12/GISSMO/bmse001194/simulation_1/B0s/sim_600MHz.csv,True
bmse001195,simulation_1,2-Prop-2-enylphenol,"InChI=1S/C9H10O/c1-2-5-8-6-3-4-7-9(8)10/h2-4,6-7,10H,1,5H2",1S/C9H10O/c1-2-5-8-6-3-4-7-9(8)10,C9H10O,499.84,32768,0.01548,,,,,/reboxitory/2023/12/GISSMO/bmse001195/simulation_1/B0s/sim_600MHz.csv,True
bmse001196,simulation_1,5-Hydroxy-2-(hydroxymethyl)pyran-4-one,"InChI=1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4/h1,3,7,9H,2H2",1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4,C6H6O4,499.84,32768,0.01077,,,,,/reboxitory/2023/12/GISSMO/bmse001196/simulation_1/B0s/sim_600MHz.csv,True
bmse001197,simulation_1,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid,"InChI=1S/C17H20O6/c1-9(5-7-13(18)19)4-6-11-15(20)14-12(8-23-17(14)21)10(2)16(11)22-3/h4,20H,5-8H2,1-3H3,(H,18,19)/b9-4+",1S/C17H20O6/c1-9(5-7-13(18)19)4-6-11-15(20)14-12(8-23-17(14)21)10(2)16(11)22-3,C17H20O6,499.84,32768,0.01164,,,,,/reboxitory/2023/12/GISSMO/bmse001197/simulation_1/B0s/sim_600MHz.csv,True
bmse001198,simulation_1,Acenaphthene,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11,C12H10,499.84,32768,0.01642,,,,,/reboxitory/2023/12/GISSMO/bmse001198/simulation_1/B0s/sim_600MHz.csv,True
bmse001200,simulation_1,2-[2-[2-[2-(Bis(carboxymethyl)amino)ethoxy]ethoxy]ethyl-(carboxymethyl)amino]acetic acid,"InChI=1S/C14H24N2O10/c17-11(18)7-15(8-12(19)20)1-3-25-5-6-26-4-2-16(9-13(21)22)10-14(23)24/h1-10H2,(H,17,18)(H,19,20)(H,21,22)(H,23,24)",1S/C14H24N2O10/c17-11(18)7-15(8-12(19)20)1-3-25-5-6-26-4-2-16(9-13(21)22)10-14(23)24,C14H24N2O10,499.84,32768,0.01857,,,,,/reboxitory/2023/12/GISSMO/bmse001200/simulation_1/B0s/sim_600MHz.csv,True
bmse001203,simulation_1,"4-Hydroxy-2,5-dimethylfuran-3-one","InChI=1S/C6H8O3/c1-3-5(7)6(8)4(2)9-3/h3,8H,1-2H3/t3-/m1/s1",1S/C6H8O3/c1-3-5(7)6(8)4(2)9-3,C6H8O3,499.84,32768,0.00808,,,,,/reboxitory/2023/12/GISSMO/bmse001203/simulation_1/B0s/sim_600MHz.csv,True
bmse001295,simulation_1,Desaminotyrosine,"InChI=1S/C9H10O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-2,4-5,10H,3,6H2,(H,11,12)",1S/C9H10O3/c10-8-4-1-7(2-5-8)3-6-9(11)12,C9H10O3,499.84,32768,0.01257,,,,,/reboxitory/2023/12/GISSMO/bmse001295/simulation_1/B0s/sim_600MHz.csv,True
