family,model,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
classical,logistic_regression,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,0,0,27
classical,svm_rbf,0.9047619047619048,0.8666666666666667,0.8709677419354839,1.0,0.9310344827586207,0.9975308641975309,0.9986772486772486,11,4,0,27
classical,xgboost,0.9047619047619048,0.8962962962962964,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9654320987654321,0.983578064596583,13,2,2,25
joint_ssl,frozen,0.8095238095238095,0.7925925925925925,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.9061728395061729,0.9500090941360875,11,4,4,23
joint_ssl,unfreeze_last_1,0.8333333333333334,0.8111111111111111,0.8571428571428571,0.8888888888888888,0.8727272727272727,0.9111111111111111,0.953539249829986,11,4,3,24
joint_ssl,unfreeze_last_2,0.8333333333333334,0.8111111111111111,0.8571428571428571,0.8888888888888888,0.8727272727272727,0.9432098765432099,0.9719655646069858,11,4,3,24
joint_ssl,unfreeze_last_3,0.8809523809523809,0.8777777777777778,0.9230769230769231,0.8888888888888888,0.9056603773584906,0.9654320987654321,0.9834682020956529,13,2,3,24
