epoch,split,lr,loss,balanced_loss,masked_loss,unmasked_loss,jigsaw_loss,coverage_loss,masked_loss_norm,unmasked_loss_norm,jigsaw_loss_norm,coverage_loss_norm,peak_weight_mean,jigsaw_token_accuracy,mask_ratio
1,train,2.9999999999999997e-05,1.4594525857891203,1.4594525857891203,0.03482403839424653,0.03381930362859181,5.188324874826611,0.0,0.4320347682643899,0.42120519661315353,0.9852972926045747,0.0,1.0759561211538957,0.026697009985623337,0.3984090351737668
1,val,2.9999999999999997e-05,1.3677254170179367,1.3677254170179367,0.004130880936697524,0.0040167161205317825,5.036672285624912,0.0,0.3446896885122572,0.3483184025223766,0.9882038927503994,0.0,1.0770117065736227,0.04096103852082576,0.3999565972813538
2,train,5.9999999999999995e-05,1.9416013063336701,1.9416013063336701,0.0062823634836906275,0.00629222403267908,4.984795106366076,0.0,0.8608176614671544,0.8699712539467577,0.9937865196856682,0.0,1.0759732300925149,0.04466715585356871,0.40043003783632286
2,val,5.9999999999999995e-05,1.5512334321226393,1.5512334321226393,0.0032240170444960575,0.0035025778592431118,4.926895661013467,0.0,0.5025000758469105,0.5434497834316322,0.9943883834140641,0.0,1.0770117065736227,0.05837055987545422,0.4008028544485569
3,train,8.999999999999999e-05,1.9568132210205489,1.9568132210205489,0.004050761127151181,0.003857538586423937,4.867506737131709,0.0,0.8753318848096736,0.8676625380601584,0.994715082538502,0.0,1.0759967768673404,0.0567439742085645,0.39830130672775577
3,val,8.999999999999999e-05,1.718169508235795,1.718169508235795,0.0025012843003163914,0.0016945067743238593,4.802982330322266,0.0,0.6781187531139169,0.47075908577867914,0.9929748550057411,0.0,1.0770117065736227,0.07768382730760745,0.40099564833300455
4,train,0.00011999999999999999,1.9274680176123375,1.9274680176123375,0.0022804491230257423,0.002041713010954082,4.792097269152312,0.0,0.847480727551764,0.8251172274752048,0.9974755658162548,0.0,1.0759767283238637,0.06818122349913344,0.40122573926309835
4,val,0.00011999999999999999,2.08611983699458,2.08611983699458,0.001929245272809307,0.0013920732796707722,4.7426387412207465,0.0,1.010670939726489,0.836214002754007,0.9918275060398238,0.0,1.0770117065736227,0.08831248206219502,0.39731319355113165
5,train,0.00015,2.0449111696850557,2.0449111696850557,0.0016528923720154794,0.001331402642460281,4.747328499507477,0.0,0.9507848691245365,0.9616802195797052,0.9979582848570272,0.0,1.075970565257051,0.0762573242387964,0.3999774470724867
5,val,0.00015,2.0375848008053645,2.0375848008053645,0.001574080369859335,0.0010179471771282675,4.712406124387469,0.0,0.9739502093621663,0.6893149763345718,0.9947030991315842,0.0,1.0770117065736227,0.09601953293063811,0.40416221001318525
6,train,0.00017999999999999998,2.0366812719892495,2.0366812719892495,0.0014878500878368192,0.001026068863692806,4.715656966906492,0.0,0.9500087929948029,0.8821446264805816,0.9984580158118175,0.0,1.0759736561454465,0.08352187633380762,0.4002152379318203
6,val,0.00017999999999999998,2.1010367146560123,2.1010367146560123,0.0013645338694914244,0.0008068365459621418,4.678285326276507,0.0,1.0168323814868927,0.8975072077342442,0.9944536089897156,0.0,1.0770117065736227,0.10501586060438838,0.40246872657111715
7,train,0.00020999999999999998,2.0680680232197712,2.0680680232197712,0.0013484087453699866,0.0008847072048137808,4.686045635976065,0.0,0.9729198550162294,0.9633759774702012,0.9988105711380997,0.0,1.0759956900848937,0.09065085101555281,0.3975391063187689
7,val,0.00020999999999999998,2.265775891286986,2.265775891286986,0.0014491834382559837,0.0008164493202847163,4.643995080675397,0.0,1.1686751395463943,1.045797130891255,0.9925210646220616,0.0,1.0770117065736227,0.11212351971438952,0.4011990986764431
8,train,0.00023999999999999998,2.0856597423553467,2.0856597423553467,0.0013038607908312581,0.0008472297796112957,4.661134215213793,0.0,0.9870741488954946,0.9977088871290866,0.9988147025685674,0.0,1.0759573928978412,0.09612099689352138,0.39985526730661436
8,val,0.00023999999999999998,1.8681023908512933,1.8681023908512933,0.0009644016463425942,0.0007391823086696345,4.616943768092564,0.0,0.784414319055421,0.9161317327192852,0.9920749036329133,0.0,1.0770117065736227,0.11581569244819027,0.39865402930549215
9,train,0.00027,2.05362304657564,2.05362304657564,0.0011340562212949143,0.0009157738486261028,4.642409444389856,0.0,0.9577186360220203,0.9691903325207031,0.9989853725839624,0.0,1.0759784138256123,0.09978451579809189,0.39974228389594585
9,val,0.00027,1.8310748317411967,1.8310748317411967,0.0008168377389665693,0.0005886018942484432,4.592645006520407,0.0,0.7641982755490712,0.7545718039785113,0.9914193717496735,0.0,1.0770117065736227,0.12254378891416959,0.4016118124127388
10,train,0.0003,2.0362991581048666,2.0362991581048666,0.000934164863050552,0.0006912466187673233,4.624508571197099,0.0,0.9425632079620533,0.9453611869715789,0.9991998308977204,0.0,1.0759847180191178,0.10416326825527866,0.4000216770599776
10,val,0.0003,2.2335370523589,2.2335370523589,0.0009587163845675864,0.0006004056683325741,4.571058963026319,0.0,1.1462195904127188,0.9695995396801403,0.9903575416122165,0.0,1.0770117065736227,0.1272439200963293,0.39780680356281145
11,train,0.0003,2.083993547700446,2.083993547700446,0.0008527224694458024,0.0006600710737723606,4.607875999313833,0.0,0.9865326763803114,0.9802910656137851,0.9994317645983846,0.0,1.075947623081806,0.10827777678389186,0.4005776170657889
11,val,0.0003,2.025352852685111,2.025352852685111,0.0007607484788292952,0.00047779430886813704,4.565513023308346,0.0,0.9521512458367007,0.814865380525589,0.9917150778429848,0.0,1.0770117065736227,0.13228077361626284,0.40151444716112955
12,train,0.0002999951495796209,2.0770130884487,2.0770130884487,0.0007866752295307983,0.0006134686919791632,4.589012994894532,0.0,0.980569734835304,0.9739543687335044,0.9990479160317391,0.0,1.0759557122072296,0.11284449282248459,0.4003251559798493
12,val,0.0002999951495796209,2.1309611754758016,2.1309611754758016,0.0007720179938977319,0.0005585661903231605,4.535230926104954,0.0,1.0407254930053438,1.0082281870501382,0.9894128739833832,0.0,1.0770117065736227,0.1376936776297433,0.40220424107142855
13,train,0.0002999805986332205,2.080642152794808,2.080642152794808,0.0007404875828030482,0.0005386863634691912,4.570431803374013,0.0,0.9832214428437664,0.9842791682936151,0.9989927985743022,0.0,1.0759982121899523,0.11714264055538605,0.40201399598955573
13,val,0.0002999805986332205,2.2260047665664127,2.2260047665664127,0.0007969443514801762,0.0004798102449318061,4.516922695296151,0.0,1.1444264581160886,0.9163447533335004,0.9899438247084618,0.0,1.0770117065736227,0.14180722327104636,0.4012533522077969
14,train,0.00029995634810498883,2.0888354559115765,2.0888354559115765,0.0006873565209160805,0.0004996590567136709,4.551323001160215,0.0,0.9920518315426438,0.9794104828962831,0.9988425774959171,0.0,1.0759630652286547,0.12176655994669738,0.3987902449652753
14,val,0.00029995634810498883,2.21252179145813,2.21252179145813,0.000751988043962878,0.0005791154336683187,4.4841214162962775,0.0,1.1052477327840668,1.1933130866714887,0.9879427499004773,0.0,1.0770117065736227,0.14725282468966075,0.40132649721843855
15,train,0.0002999223995685079,2.088332003542126,2.088332003542126,0.0006613763405016368,0.0004728813339839167,4.531202211508302,0.0,0.9898763012992962,0.9916162402640544,0.9992940794726658,0.0,1.0759960717684485,0.12682036667928567,0.40035646726197727
15,val,0.0002999223995685079,2.638043373823166,2.638043373823166,0.0009857340441418014,0.0006935720916122331,4.46401447057724,0.0,1.5053110016243798,1.4605728164315224,0.986675144306251,0.0,1.0770117065736227,0.15448936580547265,0.39950077129261835
16,train,0.0002998787552266496,2.0801532610649485,2.0801532610649485,0.0006403825924451977,0.00046561691975805723,4.509997040701554,0.0,0.9837310189890754,0.97325314868726,0.9990969326998621,0.0,1.0759948021627863,0.13189225132689883,0.399009205167069
16,val,0.0002998787552266496,2.20194343158177,2.20194343158177,0.0006931559640049402,0.0004102550501556834,4.432991053376879,0.0,1.1235442635204111,0.9454889659370694,0.9838502715740886,0.0,1.0770117065736227,0.15777351733829295,0.39812893367239405
17,train,0.0002998254179114328,2.085716392961853,2.085716392961853,0.0007100324998682808,0.00048248137393339867,4.488377594627073,0.0,0.9893572126001521,0.9766585393871428,0.9986933352166761,0.0,1.0759855289630291,0.13690206074393918,0.3999001541479821
17,val,0.0002998254179114328,1.8631833004099982,1.8631833004099982,0.0005040753125545702,0.0003943785211179472,4.400679911885943,0.0,0.7866166744913373,0.940645127424172,0.9825020985943931,0.0,1.0770117065736227,0.16808764157550676,0.39959716796875
