feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg_C0p1,100,0.4400909090909091,0.05216883915339283,0.38077295836746816,0.04366369995507417,0.39525295765735896,0.38808628795721184
direct_binned,bins1024_auc,svm_C1p0,100,0.4088181818181818,0.05500958032658329,0.3511602214064793,0.04466445657704158,0.36299803437764533,0.3589540200138026
direct_binned,bins1024_auc,xgboost_depth2,100,0.3745454545454545,0.05186238509004044,0.3252235904122486,0.042307066046060514,0.34511443597800046,0.3346574145962733
direct_binned,bins2048_auc,logreg_C0p1,100,0.43772727272727274,0.055702077422370065,0.37833814455298737,0.04866844246159449,0.3927917791571517,0.3849010093167702
direct_binned,bins2048_auc,svm_C1p0,100,0.40909090909090906,0.0552298659391855,0.35193148563298643,0.04637429471895418,0.36360118628467597,0.3592503450655624
direct_binned,bins2048_auc,xgboost_depth2,100,0.3809090909090909,0.05026850021334408,0.32975727849680747,0.04285729911898515,0.35024957150169406,0.33876854727398203
foundation_backbone,mae_flatten,logreg_C0p1,100,0.42309090909090913,0.05505455709975821,0.3593240542747654,0.04485881649566936,0.37179622663404854,0.36338703416149065
foundation_backbone,mae_flatten,svm_C1p0,100,0.4163636363636363,0.05482024446868428,0.3488730742155489,0.04685285518240603,0.3597056270252254,0.35359450483091787
foundation_backbone,mae_flatten,xgboost_depth2,100,0.4244545454545455,0.051953972835868584,0.3559059773079831,0.0419623923281786,0.3682659842165371,0.36108081004140785
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.4290909090909091,0.056926893245244546,0.3678507355123074,0.04837802003979392,0.38239685522496203,0.37293661576949616
