peak_id,point_index,ppm,reference_prominence,tolerance_points,detection_rate,mean_abs_shift,frac_shift_at_edge
0,41537,,0.01188440235554043,100,0.5660806618407446,13.868286445012787,0.027950310559006212
1,45918,,0.0013134668175952386,100,0.44612202688728025,38.56189151599444,0.11080203987019008
2,48284,,0.0012139465747537416,100,0.8016546018614271,38.967879256965944,0.18008255933952527
3,48974,,0.0027699402048200934,100,0.8328852119958635,24.90240874099826,0.033896200645641916
4,49868,,0.0015649629196280972,100,0.7562564632885213,31.027758785724053,0.0705592779980856
5,59028,,0.002978995869445103,100,0.4020682523267839,10.143261316872428,0.00051440329218107
6,61879,,0.0013258457038937566,100,0.36204756980351605,51.28420451299629,0.0037132247929163096
7,62174,,0.010016785151864058,100,0.010237849017580144,63.84848484848485,0.37373737373737376
8,69037,,0.0022537963022274425,100,0.34932781799379525,66.05447010065127,0.04766133806986383
9,69987,,0.01458542085262441,100,0.5144777662874871,61.40562814070352,0.007236180904522613
10,70349,,0.00637002861119587,100,0.27642192347466393,10.271230826786383,0.008604564160119716
11,70858,,0.0026584900154691254,100,0.020372285418821096,80.86294416243655,0.45685279187817257
12,71152,,0.0036043068285940803,100,0.3514994829369183,95.17711091497499,0.7937628714327744
13,71410,,0.049400574908104344,100,0.5612202688728025,17.303114059332966,0.027455316012529943
14,71773,,0.07165991768225909,100,0.8924508790072389,34.35365005793743,0.07705677867902665
15,74127,,0.036506556862028326,77,0.8640124095139607,16.043686415320167,0.017115499700777977
16,74283,,0.00646588487202274,77,0.09565667011375388,68.97297297297297,0.412972972972973
17,74502,,0.02738277717484875,98,0.5132368148914167,12.771106185774734,0.006044731009470079
18,74700,,0.010443974976071751,92,0.8262668045501551,69.38923654568211,0.4106382978723404
19,74886,,0.009787354740182311,92,0.39462254395036195,37.73060796645702,0.09460167714884696
20,75101,,0.0017427967539767227,97,0.3906928645294726,47.91159343568025,0.1328745367919534
21,75297,,0.003467217829752108,97,0.28986556359875904,71.40635033892258,0.4188369603995719
22,75542,,0.034947593308538374,96,0.7480868665977249,69.3381255183854,0.15123030135471385
23,75737,,0.11676660819892502,96,0.7291623578076525,52.236278542050776,0.17132321656502625
24,76147,,0.020163221340238305,88,0.23164426059979318,65.60758928571428,0.13883928571428572
25,76325,,0.06320136813686558,88,0.6893485005170631,23.428892889288928,0.09345934593459346
26,76521,,0.039571099631376644,88,0.5164426059979318,8.745895074088907,0.0030036043251902285
27,76700,,0.021330000092550466,88,0.039607032057911065,29.652741514360315,0.06005221932114883
28,76982,,0.011220908717812382,100,0.40641158221303,11.644020356234096,0.005089058524173028
29,77749,,0.0017415326084527939,100,0.01158221302998966,20.232142857142858,0.05357142857142857
30,78461,,0.0030417806018508946,100,0.22843846949327817,37.08012675418742,0.08555907650520597
31,79215,,0.03842020255790125,99,0.7366080661840745,33.0944826617998,0.24947353643127895
32,79416,,0.003314878663207524,81,0.28676318510858323,48.601514605120805,0.07861521817526144
33,79580,,0.0037541532932721996,81,0.09917269906928645,26.935349322210637,0.08654848800834203
34,80131,,0.08723866779059371,100,0.7631851085832472,20.895934959349592,0.015176151761517615
35,80352,,0.0025119936335109274,100,0.07476732161323682,49.91839557399723,0.17012448132780084
36,80786,,0.00900647191671015,81,0.7627714581178904,42.359002169197396,0.24918655097613882
37,80951,,0.002112152431409794,81,0.5538779731127198,68.31945481702763,0.210604929051531
38,81369,,0.00546668987374758,100,0.5033092037228541,36.84610643106637,0.24881857407026917
39,82310,,0.009942350091976106,100,0.49989658738366083,13.795821266032272,0.00992966487381051
40,82907,,0.009445380896858108,100,0.09183040330920372,95.48648648648648,0.7871621621621622
41,83301,,0.003585365307818361,100,0.029265770423991727,64.64310954063605,0.07420494699646643
42,83542,,0.031892468879385044,87,0.6204756980351603,15.629166666666666,0.017333333333333333
43,83719,,0.0020737717034669534,87,0.030403309203722854,53.105442176870746,0.14285714285714285
44,84330,,0.0034915231178199464,100,0.25232678386763185,9.470901639344262,0.004508196721311476
45,85611,,0.0018983000419492586,100,0.03981385729058945,97.66493506493507,0.8779220779220779
46,86477,,0.004832351731455943,100,0.6621509824198553,74.10635639543963,0.0891769483054818
47,87249,,0.01948806634865108,100,0.5830403309203723,77.72100035473572,0.0650940049663001
48,88156,,0.10825195425441404,100,0.32057911065149947,69.46483870967742,0.024838709677419354
49,88471,,0.006883800692832759,98,0.061323681489141676,81.18549747048904,0.23946037099494097
50,88669,,0.005344310831210217,98,0.15842812823164426,68.40926892950391,0.11618798955613577
51,89606,,0.0012162382871671283,100,0.032471561530506725,75.22929936305732,0.5222929936305732
52,89842,,0.0014061608472104078,98,0.07280248190279213,75.23011363636364,0.5085227272727273
53,90040,,0.014666000539678824,98,0.5572905894519131,11.638894043421786,0.007422527370569679
54,90248,,0.003924861442692663,100,0.2250258531540848,81.4140625,0.6645220588235294
55,90458,,0.01774958132233097,74,0.13453981385729058,35.940814757878556,0.0668716372021522
56,90609,,0.011763316426914493,74,0.017580144777662874,40.48823529411764,0.14705882352941177
57,91160,,0.027573016674104094,100,0.11975180972078593,51.37823834196891,0.13126079447322972
58,96374,,0.002244243342417242,100,0.3765253360910031,85.55314474045592,0.6292227410052184
59,97020,,0.04006582895763919,100,0.5521199586349534,20.853905225697694,0.013860273459449336
