lag_bins,lag_points,lag_ppm,across_spectra_signed,across_spectra_absmean,within_spectrum_autocorr
721,23072,2.1123046875,0.3734215783337011,0.5015174496652969,-0.024881136186520943
722,23104,2.115234375,0.3727004398517145,0.5015707595833929,-0.025739932739489813
723,23136,2.1181640625,0.37184620555733144,0.5012656396664117,-0.026779890962713652
724,23168,2.12109375,0.3709170575390085,0.501538023962044,-0.02736098535771109
725,23200,2.1240234375,0.37046850993035135,0.5015972753319315,-0.02701858158794211
726,23232,2.126953125,0.3699492598220669,0.50152663482281,-0.026179454326402285
727,23264,2.1298828125,0.3693591761685858,0.5013856616787233,-0.025380722714172913
728,23296,2.1328125,0.3693491682130828,0.5016933206287755,-0.024823763667333618
729,23328,2.1357421875,0.36975085187638873,0.5022441047367882,-0.024305186799968487
730,23360,2.138671875,0.36997090614863715,0.5029702470071032,-0.023967250656736865
731,23392,2.1416015625,0.3703026541348169,0.5037439860003275,-0.023943464379464097
732,23424,2.14453125,0.37065318966044986,0.5041554099212875,-0.02421323645913721
733,23456,2.1474609375,0.3706664032326209,0.5034040238934205,-0.024866094926903677
734,23488,2.150390625,0.37050207207089575,0.5028574157151087,-0.025679591820724188
735,23520,2.1533203125,0.37071953989934936,0.5027443262971489,-0.026125814152888352
736,23552,2.15625,0.3706783429300473,0.5023292731506627,-0.025935810247029754
737,23584,2.1591796875,0.3704011387328269,0.5021003872431938,-0.025860841097669725
738,23616,2.162109375,0.369849273997129,0.5013187585444688,-0.02645498064579807
739,23648,2.1650390625,0.36862407404643743,0.4998903141624074,-0.026989639279881645
740,23680,2.16796875,0.3683181287452737,0.49923077125623383,-0.026662637536239087
741,23712,2.1708984375,0.3680110567171331,0.4984447586538782,-0.025691004971014206
742,23744,2.173828125,0.3672979900933067,0.497478919224577,-0.024902571250238772
743,23776,2.1767578125,0.3669646087382953,0.49634642775349685,-0.024757609524685108
744,23808,2.1796875,0.3666375041640825,0.4950950428700017,-0.025092888120978298
745,23840,2.1826171875,0.36648776605507305,0.49401835365960234,-0.02540235003373571
746,23872,2.185546875,0.3670221525882735,0.4933640920354602,-0.025200963800672282
747,23904,2.1884765625,0.3673103934178422,0.4923702347250499,-0.024345511252486178
748,23936,2.19140625,0.36714153402096766,0.4910920355249045,-0.02349479992958031
749,23968,2.1943359375,0.36740958020240183,0.4907003216455105,-0.023145270842441865
750,24000,2.197265625,0.36698660374441167,0.4898092154696,-0.023001866608201013
751,24032,2.2001953125,0.3663722466431235,0.4887322457471087,-0.022883499233654733
752,24064,2.203125,0.3657142057521111,0.48828620265454936,-0.023136529409113024
753,24096,2.2060546875,0.36509949024411925,0.487922287781493,-0.02330429165598413
754,24128,2.208984375,0.3642677765424622,0.4871898826565895,-0.023421988571438335
755,24160,2.2119140625,0.36369388655737944,0.48651466339842137,-0.02361822185936981
756,24192,2.21484375,0.3637685545397853,0.48660406593302286,-0.024078101787101604
757,24224,2.2177734375,0.36354428980004055,0.4864875662779251,-0.024404615897599718
758,24256,2.220703125,0.3628388302534471,0.48623428612586184,-0.02455671483423519
759,24288,2.2236328125,0.3622012549413292,0.4857639705414369,-0.024526730638375654
760,24320,2.2265625,0.36191985162865103,0.4858436365362986,-0.023441924490940923
761,24352,2.2294921875,0.3623146003692603,0.4866351015983924,-0.021695855438348514
762,24384,2.232421875,0.3625790256004787,0.48750409643878345,-0.0205523369395548
763,24416,2.2353515625,0.3626554701076198,0.4877334202098993,-0.018939065734260543
764,24448,2.23828125,0.3620754127128493,0.4870785702130007,-0.016650630827572854
765,24480,2.2412109375,0.36145647307812967,0.48659633878592234,-0.015432873501217192
766,24512,2.244140625,0.3609009730287985,0.48619593525296106,-0.015498888569941967
767,24544,2.2470703125,0.3601290342539474,0.48573224822935746,-0.015740808177791648
768,24576,2.25,0.35896194149461486,0.48495243545179667,-0.01587983821698739
769,24608,2.2529296875,0.3576188483960889,0.4839054368417071,-0.016588824924039295
770,24640,2.255859375,0.3565441791274365,0.4827549597188675,-0.017901930202734274
771,24672,2.2587890625,0.3554361349957532,0.48221635166075133,-0.01960857408143718
772,24704,2.26171875,0.35520918445066824,0.48206673159387486,-0.020944335364243175
773,24736,2.2646484375,0.3550997351341564,0.48180960367658765,-0.021642035646159484
774,24768,2.267578125,0.3546801513746836,0.48122225774891203,-0.02217090815180525
775,24800,2.2705078125,0.35380800630442794,0.4803137403253991,-0.022442762109468693
776,24832,2.2734375,0.3524431264450936,0.47912909280901395,-0.02253660242701204
777,24864,2.2763671875,0.35120123777951645,0.47863875117691157,-0.02292388203931535
778,24896,2.279296875,0.34974366766689924,0.4776773571368354,-0.02374079599582235
779,24928,2.2822265625,0.34803863362298165,0.4763893934984706,-0.024947228987693908
780,24960,2.28515625,0.34658043649631765,0.4754787526481304,-0.02628724291939623
781,24992,2.2880859375,0.34566424950406377,0.47483133305934,-0.02726076682070562
782,25024,2.291015625,0.34553159899528463,0.47445980534546145,-0.02756493857421234
783,25056,2.2939453125,0.34551088235339994,0.47443972982406535,-0.0271213457844767
784,25088,2.296875,0.3454096681871065,0.4745056095444895,-0.026003857646469078
785,25120,2.2998046875,0.3456882633022514,0.4751202265748068,-0.02413009000947474
786,25152,2.302734375,0.34519957877971663,0.47524916032299364,-0.022122541237477356
787,25184,2.3056640625,0.34421674555269227,0.47526913761531325,-0.020609447896485934
788,25216,2.30859375,0.34355997479790823,0.47547514785778533,-0.018829502545157698
789,25248,2.3115234375,0.3429398497177719,0.4754345037191136,-0.01774537917364092
790,25280,2.314453125,0.3421873338847283,0.47475066268864263,-0.01833286183269621
791,25312,2.3173828125,0.34142811063686224,0.47415913327230874,-0.019940231429882358
792,25344,2.3203125,0.34074978066233125,0.47322922364149755,-0.021180671378061833
793,25376,2.3232421875,0.3407386715622996,0.4727866004885106,-0.021721329608655207
794,25408,2.326171875,0.3399442605867188,0.4722221003782903,-0.022191269953940985
795,25440,2.3291015625,0.33954026655621905,0.47178919173609757,-0.022454057411541467
796,25472,2.33203125,0.3381782140091782,0.4710912218062996,-0.021886093143472403
797,25504,2.3349609375,0.3363905596360223,0.470580965746635,-0.01923494550493206
798,25536,2.337890625,0.3355195783825963,0.46986835720382925,-0.015748280703610337
799,25568,2.3408203125,0.334510226220663,0.4699346347833283,-0.012129305148813222
800,25600,2.34375,0.33377207203421183,0.4696645136169967,-0.00933012760466283
801,25632,2.3466796875,0.3338476550688639,0.4694710586948734,-0.008638271051503934
802,25664,2.349609375,0.33372005308785935,0.46859131469073256,-0.010270029827367211
803,25696,2.3525390625,0.3340075275324646,0.46878606217381624,-0.01172972985275513
804,25728,2.35546875,0.334693941536311,0.4691882656092482,-0.011008795378918877
805,25760,2.3583984375,0.33475530771162093,0.4690898993901974,-0.010468283777259392
806,25792,2.361328125,0.33423636569763976,0.4687664772574636,-0.011029264875823088
807,25824,2.3642578125,0.3333096608071897,0.4677360525734461,-0.011109233394279192
808,25856,2.3671875,0.33235715353702594,0.46761520856642513,-0.010128173114279363
809,25888,2.3701171875,0.3320093468101476,0.4674182174681071,-0.008754450389238767
810,25920,2.373046875,0.3322253463230769,0.46719519160108874,-0.006967670274609117
811,25952,2.3759765625,0.3325398146695547,0.46740314328171095,-0.004934261318480816
812,25984,2.37890625,0.33292407756549613,0.46743636982513675,-0.004137146366163662
813,26016,2.3818359375,0.33315024592480474,0.4670867146872925,-0.004729055618266941
814,26048,2.384765625,0.33299839711190504,0.4663500671474708,-0.005242734466683153
815,26080,2.3876953125,0.3325496350559692,0.46568269353062164,-0.005256736772676899
816,26112,2.390625,0.33188680599625875,0.4651708553600776,-0.005298277192864963
817,26144,2.3935546875,0.33043947482549096,0.4643127871678794,-0.006090338577211388
818,26176,2.396484375,0.32937907256930943,0.46386515276234136,-0.006754429161044008
819,26208,2.3994140625,0.32913871096711367,0.4637559827687021,-0.007112018688865624
820,26240,2.40234375,0.3291804869780158,0.46419204770022315,-0.007770683439576341
821,26272,2.4052734375,0.3292895890472284,0.4640431238434742,-0.008704124713879227
822,26304,2.408203125,0.32945775895485213,0.4643179318608844,-0.009340609528004924
823,26336,2.4111328125,0.32987648077596643,0.4645909409541182,-0.01012024256863077
824,26368,2.4140625,0.3298960029525614,0.4647475794784813,-0.011499667424015963
825,26400,2.4169921875,0.32962355251541803,0.4641797990585522,-0.013173978591300834
826,26432,2.419921875,0.32992662856902866,0.4639639514503015,-0.014590203027313226
827,26464,2.4228515625,0.3300910447500715,0.46432428774780704,-0.016125685290736685
828,26496,2.42578125,0.33031071713290355,0.4646405689166105,-0.017733508836439326
829,26528,2.4287109375,0.3306753835259783,0.4650366655226546,-0.019290255731152228
830,26560,2.431640625,0.33147492953448154,0.4651212333505973,-0.02055764050307542
831,26592,2.4345703125,0.3318889867472619,0.46506308718350814,-0.021779107465789014
832,26624,2.4375,0.3323996553138103,0.4655966985559524,-0.02268917318231816
833,26656,2.4404296875,0.33365367399674467,0.46594425384057453,-0.02338043880420351
834,26688,2.443359375,0.3343540408347513,0.46603991196554856,-0.02437387591446985
835,26720,2.4462890625,0.3344370971483153,0.4662913468327791,-0.025375189867838526
836,26752,2.44921875,0.3350171481510816,0.4661256171809883,-0.026089398691280557
837,26784,2.4521484375,0.3347358527568598,0.465965521600531,-0.02694501972340168
838,26816,2.455078125,0.3339954758279244,0.4658625237655835,-0.027768258095579958
839,26848,2.4580078125,0.33377099001063676,0.4660815575950505,-0.02808625965700304
840,26880,2.4609375,0.33406956001359,0.4664222470105289,-0.028508947040789726
841,26912,2.4638671875,0.33457505452287994,0.46665401177522453,-0.028910040227537844
842,26944,2.466796875,0.33448620063751194,0.4656306254474057,-0.029100137279113522
843,26976,2.4697265625,0.3343150408511672,0.46534801612266385,-0.029294351452517846
844,27008,2.47265625,0.33495818509963987,0.4656922346724567,-0.029262093113184902
845,27040,2.4755859375,0.3352661425619131,0.4664035747660896,-0.02931049488699042
846,27072,2.478515625,0.33481002913937846,0.4663346886735641,-0.029645323571074002
847,27104,2.4814453125,0.33540978809077804,0.46685887026742173,-0.030219070549993822
848,27136,2.484375,0.33512789965571405,0.4668404829107925,-0.030999448031948512
849,27168,2.4873046875,0.3342152800800141,0.4664922024403798,-0.03194053248726466
850,27200,2.490234375,0.3338054962239227,0.4662825828054265,-0.03303051092560778
851,27232,2.4931640625,0.3334768139551074,0.4661232759118534,-0.033921707329166786
852,27264,2.49609375,0.33314571634476814,0.46552802253338693,-0.03433175154632223
853,27296,2.4990234375,0.3326682792046499,0.46487469874821824,-0.0346581866816151
854,27328,2.501953125,0.33239144904873397,0.46471114296347565,-0.034783484176553435
855,27360,2.5048828125,0.3319536233759613,0.46501538049504904,-0.034949709670156114
856,27392,2.5078125,0.33148881721066276,0.46503469185876056,-0.03509196493768071
857,27424,2.5107421875,0.33098336281453744,0.4653509283738206,-0.034840372566775954
858,27456,2.513671875,0.33042829018717035,0.4656745808861927,-0.0345242296585325
859,27488,2.5166015625,0.3300522881295946,0.4660776822954291,-0.03473728060928171
860,27520,2.51953125,0.32889568451878015,0.4654788096964301,-0.03501783762293369
861,27552,2.5224609375,0.3282763360045506,0.4650152074692137,-0.035285012392657404
862,27584,2.525390625,0.3282640317919284,0.46497534511783406,-0.03569314842234364
863,27616,2.5283203125,0.3281838027048582,0.46473500975690846,-0.035906568731397207
864,27648,2.53125,0.32736187826169205,0.46432784634693813,-0.03588288462818859
865,27680,2.5341796875,0.32667673326497665,0.46407082308746656,-0.035836030511257375
866,27712,2.537109375,0.32597198842791003,0.46391248856504214,-0.03576571249172735
867,27744,2.5400390625,0.3248020739285556,0.4643715505665321,-0.03562692972393487
868,27776,2.54296875,0.3244300529723986,0.4648158382594893,-0.03548188010229817
869,27808,2.5458984375,0.32452269885093754,0.4647682570280569,-0.03528600589411332
870,27840,2.548828125,0.32435050845715346,0.4643861585304776,-0.034956882814270576
871,27872,2.5517578125,0.3243664937021072,0.4639177438479479,-0.03444896057619839
872,27904,2.5546875,0.32422073353239084,0.4633939213591891,-0.03378550210523267
873,27936,2.5576171875,0.3245559073887949,0.46344639032938545,-0.03297245693747651
874,27968,2.560546875,0.3248804664100587,0.46343761647106874,-0.032362232157711814
875,28000,2.5634765625,0.3242291637124503,0.4627836662933159,-0.032195277522222975
876,28032,2.56640625,0.323654704611779,0.4622582243977287,-0.0319761896605285
877,28064,2.5693359375,0.32346556425028916,0.46181858530775566,-0.03167006633122866
878,28096,2.572265625,0.3231197660043179,0.4611859050994388,-0.0314445877040843
879,28128,2.5751953125,0.3230938001047291,0.4604499502482533,-0.03151797357573411
880,28160,2.578125,0.3232202547442987,0.4602869318110833,-0.03152180052600861
881,28192,2.5810546875,0.323527416129088,0.4604603497427002,-0.03157686794087762
882,28224,2.583984375,0.3233149632775607,0.4603041706302548,-0.031943287058557535
883,28256,2.5869140625,0.3231508919269677,0.460409631763377,-0.03225063923958702
884,28288,2.58984375,0.3231602817684302,0.4603156477601504,-0.032112806947242466
885,28320,2.5927734375,0.32278386740161163,0.4603096533993084,-0.03212520234476788
886,28352,2.595703125,0.32210656613512345,0.46008179058469656,-0.03218089532932867
887,28384,2.5986328125,0.32155777728886376,0.45963890568683335,-0.032080245521830086
888,28416,2.6015625,0.32113296137086195,0.45852239332985717,-0.031936543000536874
889,28448,2.6044921875,0.3210580729036041,0.45751622579662826,-0.03134337520051863
890,28480,2.607421875,0.3208170546787504,0.4567608987551059,-0.03098670349084378
891,28512,2.6103515625,0.3209709007567336,0.4564168627427522,-0.03026761373467933
892,28544,2.61328125,0.32160879962489014,0.45625642924747306,-0.02970722869439295
893,28576,2.6162109375,0.32112791470015906,0.4553184474272313,-0.02931062342608977
894,28608,2.619140625,0.32146160096811377,0.45470876659203363,-0.028874469773170864
895,28640,2.6220703125,0.3218110017417657,0.45421535184704237,-0.028530002028346723
896,28672,2.625,0.3214453607138827,0.45326343739283803,-0.028280744231319106
897,28704,2.6279296875,0.3219243084970205,0.45311001125716405,-0.02802635904975608
898,28736,2.630859375,0.32248039738286555,0.45310809861497897,-0.027727272488998443
899,28768,2.6337890625,0.3226350329911215,0.4529325694823367,-0.02734929615974903
900,28800,2.63671875,0.3233701779316351,0.453112044684574,-0.026844674250106663
901,28832,2.6396484375,0.3241473258006323,0.4533288857774,-0.026533325863847115
902,28864,2.642578125,0.3244145777719285,0.4536708469084164,-0.026488257813397743
903,28896,2.6455078125,0.3244014992121497,0.45402981845519336,-0.026519934228970185
904,28928,2.6484375,0.3241540073849952,0.4540362707706906,-0.026600875704400565
905,28960,2.6513671875,0.3237603201115515,0.4540963267317509,-0.026721765478528375
906,28992,2.654296875,0.3236297893502122,0.45430940647773527,-0.026915236408741567
907,29024,2.6572265625,0.32344415133601445,0.4544825805115881,-0.027306054000429406
908,29056,2.66015625,0.3237093738537325,0.45515761424093004,-0.027786617505878488
909,29088,2.6630859375,0.3245553205727891,0.45607735329404714,-0.028231022120226698
910,29120,2.666015625,0.32525408127156075,0.45732290146249177,-0.028850020838046275
911,29152,2.6689453125,0.3254692977839707,0.45795919537047747,-0.029603084148210394
912,29184,2.671875,0.32532687965126034,0.45796406550998575,-0.030504595084670533
913,29216,2.6748046875,0.32494888400341826,0.45755342027202905,-0.031487885414116255
914,29248,2.677734375,0.32469631036691854,0.45685189767122747,-0.03242337337062188
915,29280,2.6806640625,0.3249575496369432,0.45651089283649243,-0.03331728067705607
916,29312,2.68359375,0.32512804770078757,0.45673146354190725,-0.034176627480941836
917,29344,2.6865234375,0.32513427178042587,0.4564356664130928,-0.0350079059476033
918,29376,2.689453125,0.32491700368189275,0.4562407864498345,-0.03581497897885823
919,29408,2.6923828125,0.32442414917882634,0.4559581115536697,-0.03657593134569528
920,29440,2.6953125,0.32413082598473447,0.4557259206744454,-0.037123079217186356
921,29472,2.6982421875,0.3242969196787531,0.45598887138850774,-0.03760245990334863
922,29504,2.701171875,0.3237715638477103,0.45569955352468405,-0.038071018680604654
923,29536,2.7041015625,0.3219209863344385,0.45449814034980435,-0.03850825497616742
924,29568,2.70703125,0.3199187152290357,0.452909833874756,-0.03891789652941882
925,29600,2.7099609375,0.3183721453843415,0.45183330127342225,-0.03921953392390843
926,29632,2.712890625,0.316744000151348,0.4508841739725476,-0.039570912382664386
927,29664,2.7158203125,0.31577595869324354,0.4501775110771882,-0.039863727800472835
928,29696,2.71875,0.31484277918032044,0.4498004494007047,-0.03972526677611678
929,29728,2.7216796875,0.31332581935584725,0.4491807129046125,-0.038982875707857
930,29760,2.724609375,0.3115079570880653,0.4478329370191798,-0.039386275836183454
931,29792,2.7275390625,0.30965185574193993,0.44663693684430195,-0.04021780224393257
932,29824,2.73046875,0.30806341009888105,0.44596115974454714,-0.04006265856814881
933,29856,2.7333984375,0.3065289138389735,0.4448545303061326,-0.039040934026599694
934,29888,2.736328125,0.30532008068418237,0.44409737954005785,-0.03910760921176711
935,29920,2.7392578125,0.30401512528565217,0.4433344176615064,-0.04029855084283995
936,29952,2.7421875,0.3033135018865902,0.44266019024961084,-0.04095988025484649
937,29984,2.7451171875,0.30310777515105386,0.44278674012713365,-0.04138035796115461
938,30016,2.748046875,0.30108428291716,0.44134144631029676,-0.04171909525419013
939,30048,2.7509765625,0.30020051557664995,0.4409851046638719,-0.041902591588262685
940,30080,2.75390625,0.29961698715885204,0.44059979855741405,-0.04176139030004604
941,30112,2.7568359375,0.29811200696199464,0.4394579367464775,-0.04164954423312976
942,30144,2.759765625,0.2969931300761983,0.4385409860004919,-0.04197416445865862
943,30176,2.7626953125,0.2965206179743713,0.43817098022845197,-0.041675959742276024
944,30208,2.765625,0.295777050540918,0.4376096580186892,-0.040818527299411114
945,30240,2.7685546875,0.29477724249002,0.43688897559641726,-0.04013842260434935
946,30272,2.771484375,0.29436879386932435,0.43650105912163706,-0.04062037138739234
947,30304,2.7744140625,0.2940780300822935,0.4362508622841015,-0.0405660589953226
948,30336,2.77734375,0.29394430342180866,0.4357944411083728,-0.040097089436435675
949,30368,2.7802734375,0.2936823535705647,0.4350964374888159,-0.04061549533664715
950,30400,2.783203125,0.29341178649391486,0.43421070817076535,-0.04134067876570711
951,30432,2.7861328125,0.29362723406851915,0.43353353223674274,-0.04073490700368271
952,30464,2.7890625,0.2935998888196138,0.4325564765429566,-0.0402147914098033
953,30496,2.7919921875,0.2931066404293392,0.43171433595477765,-0.041082923818721445
954,30528,2.794921875,0.2924626032710495,0.43101876135482753,-0.04174514678010248
955,30560,2.7978515625,0.29248150174144777,0.43081243273947606,-0.04108426140085987
956,30592,2.80078125,0.29246862884101377,0.4306798420421313,-0.04056947165857128
957,30624,2.8037109375,0.29205339954224896,0.4306365982366618,-0.04127555209195031
958,30656,2.806640625,0.29176737827928356,0.43029434477773487,-0.042098295375825524
959,30688,2.8095703125,0.29139518130525977,0.4299448879673653,-0.04232856630438028
960,30720,2.8125,0.2910029784541035,0.4295566983673151,-0.04236970747035953
961,30752,2.8154296875,0.2905161313598406,0.42890641992913026,-0.04274895860491277
962,30784,2.818359375,0.2903342313591402,0.4284383771660589,-0.042998648648161684
963,30816,2.8212890625,0.2902489866771576,0.4276770191523838,-0.04284932323291535
964,30848,2.82421875,0.29021389480116944,0.4268711336345625,-0.04227067233553936
965,30880,2.8271484375,0.290327676861868,0.4267438545805758,-0.042250220268819166
966,30912,2.830078125,0.2904128370226118,0.42616512640307636,-0.04158852227772585
967,30944,2.8330078125,0.2906266395248595,0.4259511306815161,-0.042219605093018364
968,30976,2.8359375,0.29089771929211056,0.4262171943418273,-0.041923820371571587
969,31008,2.8388671875,0.29060464569718925,0.42574749388147226,-0.041299972877872515
970,31040,2.841796875,0.29045641278188516,0.42609130213214513,-0.04141402874419779
971,31072,2.8447265625,0.2905115861505596,0.42622780120295484,-0.042604904676058535
972,31104,2.84765625,0.2902878352298003,0.42595641938977313,-0.04263513563795839
973,31136,2.8505859375,0.2898424794368943,0.4259464892769891,-0.042628630196013866
974,31168,2.853515625,0.2897623900391496,0.42636356089945077,-0.043123532141460565
975,31200,2.8564453125,0.2897160526586725,0.42621210388496394,-0.04331461050605184
976,31232,2.859375,0.2898445496357531,0.4260403966435668,-0.0433411577897031
977,31264,2.8623046875,0.2900746679409708,0.4258478280836059,-0.0433510147916252
978,31296,2.865234375,0.2901588786325715,0.4256983659083,-0.04344654916622003
979,31328,2.8681640625,0.2902361397362592,0.4260660663443249,-0.04353018452489052
980,31360,2.87109375,0.29018326130028804,0.42605402949169696,-0.04359909576811637
981,31392,2.8740234375,0.29031674983684963,0.42582566696597857,-0.043691400497966396
982,31424,2.876953125,0.29015659235448676,0.42568320073246374,-0.043721439810370376
983,31456,2.8798828125,0.2898993822039176,0.4255115460897847,-0.043639815802234666
984,31488,2.8828125,0.28981373936353366,0.42520380686122283,-0.04362551992141407
985,31520,2.8857421875,0.28962174428372867,0.42446536091356796,-0.043609402459105384
986,31552,2.888671875,0.2895971276289394,0.42388304294953044,-0.043586355194760715
987,31584,2.8916015625,0.28972088947057406,0.42349346118685627,-0.04377248552276997
988,31616,2.89453125,0.28988607315758885,0.42314852342154075,-0.044278781980350866
989,31648,2.8974609375,0.29021923871361116,0.42329641042154453,-0.04431745743408267
990,31680,2.900390625,0.29061865130900305,0.4240159484502352,-0.044125979380751905
991,31712,2.9033203125,0.29056687291449645,0.42427061949629236,-0.04381774693549017
992,31744,2.90625,0.29052455999387505,0.4245491699121323,-0.04401022031722234
993,31776,2.9091796875,0.2908164698493618,0.42439445028419487,-0.04438465813801397
994,31808,2.912109375,0.29145610997926324,0.424316831952378,-0.04459676555012659
995,31840,2.9150390625,0.2920340907466604,0.4246868157801659,-0.04468129173131412
996,31872,2.91796875,0.29108286518826365,0.4235011373502187,-0.04477140821310583
997,31904,2.9208984375,0.290935087041549,0.4229244260868704,-0.04483054698465348
998,31936,2.923828125,0.29040581768173895,0.42271441751068217,-0.04492125369204747
999,31968,2.9267578125,0.2893303065159245,0.4218484491658019,-0.045011041345932985
1000,32000,2.9296875,0.28947986304895074,0.4216467773212938,-0.04491633547893368
1001,32032,2.9326171875,0.28892900962384066,0.42122717435703794,-0.04463832979077194
1002,32064,2.935546875,0.2884838250627492,0.4209276780316119,-0.04480341488875202
1003,32096,2.9384765625,0.2884753422628326,0.4204475923587738,-0.044584025664866696
1004,32128,2.94140625,0.2889783393503096,0.4203347330848259,-0.04424465840947615
1005,32160,2.9443359375,0.2899872200846247,0.4205702869779252,-0.04431266936034413
1006,32192,2.947265625,0.2910065310690131,0.4210772227486212,-0.044667196943570096
1007,32224,2.9501953125,0.29146787342828784,0.4212545129229799,-0.04448278037849916
1008,32256,2.953125,0.2915137125907375,0.4211313303210783,-0.0444888786149895
1009,32288,2.9560546875,0.2913610975774921,0.42132365380254405,-0.0449102637777681
1010,32320,2.958984375,0.2910438521561601,0.42162341167899026,-0.045277524051774744
1011,32352,2.9619140625,0.29107679907804634,0.42179327513004844,-0.04519748271516386
1012,32384,2.96484375,0.2910437532260842,0.4221605823941702,-0.04467994824330274
1013,32416,2.9677734375,0.2910232290821641,0.422940377635554,-0.045039568609731205
1014,32448,2.970703125,0.2908456562757518,0.4236594193665322,-0.045091112525559196
1015,32480,2.9736328125,0.290666567629535,0.42423211957248447,-0.04383509219644523
1016,32512,2.9765625,0.29044633848420975,0.4246641829383501,-0.044593996164276714
1017,32544,2.9794921875,0.2899804455847926,0.42505305778095803,-0.04513546211163444
1018,32576,2.982421875,0.2891493564430567,0.42514259123615006,-0.04409877862695479
1019,32608,2.9853515625,0.28793388460322705,0.4251176531859756,-0.04443341384461702
1020,32640,2.98828125,0.28725984664210247,0.42506455198962667,-0.04491307075528209
1021,32672,2.9912109375,0.2866973645170865,0.4242032452111423,-0.04472599193003689
1022,32704,2.994140625,0.2864072676326049,0.4235519927030436,-0.0449387371336134
1023,32736,2.9970703125,0.2866209502890966,0.4235466635939835,-0.044985426715318806
1024,32768,3.0,0.28673180127334563,0.4229712003887362,-0.04542810574500477
1025,32800,3.0029296875,0.2874125980610651,0.4231653456863903,-0.04602690690940482
1026,32832,3.005859375,0.28756590188012315,0.4229855208531094,-0.04615444125217666
1027,32864,3.0087890625,0.2865581086237636,0.42202820268789276,-0.04582740261819653
1028,32896,3.01171875,0.28571364817844436,0.42212580781254716,-0.0456559028542325
1029,32928,3.0146484375,0.28468175291095327,0.42115918734389574,-0.045337740458086834
1030,32960,3.017578125,0.28343442662769364,0.4203221517722566,-0.044427595249086
1031,32992,3.0205078125,0.28251957971414715,0.41958841841683076,-0.04488936227766574
1032,33024,3.0234375,0.2819746978408891,0.4182975475460395,-0.04533192623482621
1033,33056,3.0263671875,0.2821272563681093,0.41776931294543657,-0.044640396463007125
1034,33088,3.029296875,0.28250757160521633,0.4178680477781335,-0.04541194928547922
1035,33120,3.0322265625,0.2827785089545907,0.4176803453772951,-0.04622888580209986
1036,33152,3.03515625,0.2814812002581294,0.41611727478254595,-0.0462425652663163
1037,33184,3.0380859375,0.2798077718004161,0.41440814161382317,-0.04660196394223503
1038,33216,3.041015625,0.27834360991771867,0.412998096774184,-0.04696895297846474
1039,33248,3.0439453125,0.27670555080772985,0.41160824359883486,-0.047169566359778245
1040,33280,3.046875,0.2759505846323135,0.41076260051287944,-0.04727104820347301
1041,33312,3.0498046875,0.2757175470671808,0.41013071045312893,-0.04723594090646549
1042,33344,3.052734375,0.27528768041739604,0.40984390567568385,-0.04685306712964192
1043,33376,3.0556640625,0.27454131476035515,0.4090502231454093,-0.04711500499900716
1044,33408,3.05859375,0.2746022713516459,0.4087940946113331,-0.04747310087144418
1045,33440,3.0615234375,0.27298826986881036,0.4076797913787877,-0.047630452287058346
1046,33472,3.064453125,0.27200213789185007,0.40645194298713433,-0.047904934427424946
1047,33504,3.0673828125,0.27156626954697183,0.40564275277116435,-0.04807910851574246
1048,33536,3.0703125,0.2701923014128716,0.40511206472557537,-0.04827596085079784
1049,33568,3.0732421875,0.26960767400052443,0.4046537836195003,-0.048443763474942204
1050,33600,3.076171875,0.26945797150324485,0.4043859976536603,-0.048558195983390444
1051,33632,3.0791015625,0.2694304875567156,0.40444507207519703,-0.04862586885215867
1052,33664,3.08203125,0.26922444669130813,0.4045719064490215,-0.048738652851903555
1053,33696,3.0849609375,0.26909200805338324,0.4039116158412049,-0.04882091030913634
1054,33728,3.087890625,0.2691987669913476,0.40366340562717723,-0.04880903188409829
1055,33760,3.0908203125,0.2691902521126857,0.402881531330113,-0.04876518155294543
1056,33792,3.09375,0.2691840017233284,0.4032541971259138,-0.04884600382940182
1057,33824,3.0966796875,0.26890441986607544,0.4035320119320999,-0.04889921000435866
1058,33856,3.099609375,0.26875750591069636,0.4036589650783797,-0.0488269878140068
1059,33888,3.1025390625,0.2684205916606521,0.4036895762586954,-0.04871974543924096
1060,33920,3.10546875,0.2681531992964975,0.4036169522040725,-0.04855518279137561
1061,33952,3.1083984375,0.26791329058867547,0.4033633250705741,-0.048175749901634805
1062,33984,3.111328125,0.2673243852753743,0.4028707711155646,-0.047054460119298716
1063,34016,3.1142578125,0.2675580846735401,0.4028303847922109,-0.046825832238415764
1064,34048,3.1171875,0.26805728662993544,0.40281863809548485,-0.04716423090394511
1065,34080,3.1201171875,0.26852677611195475,0.4029746559416615,-0.04579369186751523
1066,34112,3.123046875,0.2692129616824024,0.40323169943051823,-0.045253273308035386
1067,34144,3.1259765625,0.26949448353876343,0.4036372847941621,-0.04542946879418702
1068,34176,3.12890625,0.2699910970173016,0.4041373476051757,-0.04250281386637385
1069,34208,3.1318359375,0.27054450317131795,0.40479852199391037,-0.03974313756043203
1070,34240,3.134765625,0.2702479981879227,0.40519385540669167,-0.037954436823150035
1071,34272,3.1376953125,0.27013528056700664,0.40519792780941427,-0.03336085151457843
1072,34304,3.140625,0.2703421348434177,0.40466806923859333,-0.03459829758368312
