lag_bins,lag_points,lag_ppm,across_spectra_signed,across_spectra_absmean,within_spectrum_autocorr
290,9280,0.849609375,0.5284079585669672,0.628946871527889,0.04250289260058845
291,9312,0.8525390625,0.5278214753504373,0.6281651861245444,0.042222950341140236
292,9344,0.85546875,0.5267770430788824,0.627611641623002,0.04033781404466278
293,9376,0.8583984375,0.5263831163278704,0.6273238263898218,0.03904720969772531
294,9408,0.861328125,0.525645656430844,0.6267404351350911,0.03787754091080874
295,9440,0.8642578125,0.5255841039525966,0.6264146682533527,0.036192650065400005
296,9472,0.8671875,0.5254045942425646,0.6257973136129242,0.03490643964584475
297,9504,0.8701171875,0.5258310576386019,0.624376344296796,0.034900129260005616
298,9536,0.873046875,0.5261020597592173,0.6233225905244596,0.03405531885905491
299,9568,0.8759765625,0.5260155972306217,0.6228457985662127,0.03283964457979129
300,9600,0.87890625,0.5261454000162302,0.6233759091567644,0.03255150317464701
301,9632,0.8818359375,0.525999878757042,0.6233058324423559,0.031889023532201966
302,9664,0.884765625,0.525928106867319,0.6236911608603886,0.03135004728793024
303,9696,0.8876953125,0.525435304097286,0.6233956206765794,0.03165093182778299
304,9728,0.890625,0.5258634365127705,0.6228586441573468,0.03305574838776137
305,9760,0.8935546875,0.526160048000029,0.6221974669107014,0.03447245976071294
306,9792,0.896484375,0.5265915296311918,0.622072714247326,0.03473109627387559
307,9824,0.8994140625,0.5267739162204266,0.6216585532137427,0.033563437200696634
308,9856,0.90234375,0.5268055485090662,0.6213620000348063,0.03292696449864247
309,9888,0.9052734375,0.5260656962742883,0.6210624464696098,0.0312221929895318
310,9920,0.908203125,0.5252304972752825,0.6215659036227251,0.029277235872940125
311,9952,0.9111328125,0.5239692728943988,0.6215492486619777,0.026911213555909152
312,9984,0.9140625,0.5228415320010371,0.6214262075946403,0.024772287731434802
313,10016,0.9169921875,0.5217981013289853,0.621347765805199,0.02288903061445536
314,10048,0.919921875,0.5206782930686447,0.6209176941104884,0.02195248877834667
315,10080,0.9228515625,0.5194516488921317,0.6203947557185814,0.021366012289704545
316,10112,0.92578125,0.518881827917711,0.6205638703272373,0.021097704359937415
