model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
XGBoost,0.821010101010101,0.08479555828838102,0.8393675889328064,0.09666894586310339,0.7920948616600791,0.08390951532185821,0.8146056841709015,0.08753463201191784,0.8858426158821416,0.057548957732929035,0.8674870033056014,0.05931103549146485
LogisticRegression,0.6471717171717171,0.08738074357383072,0.6894117647058823,0.14780147446977726,0.558102766798419,0.07723455685129835,0.6118289033620841,0.08717569915997492,0.6835609054976645,0.08511126488310085,0.712291538949822,0.07853792574761384
SVM_RBF,0.5938383838383838,0.09295701167633295,0.6070882740447957,0.10112658499065576,0.5304347826086957,0.12647140517061228,0.5610927132666262,0.10303606553912076,0.5993083003952571,0.10543066140987462,0.6446613348767176,0.1049934326230603
