row,votes,corr_to_median,pca_resid,iso_score
9533,1,0.35533962,0.7326387,0.45155947994719225
8495,1,0.35858744,0.7324623,0.45119911878357977
8821,1,0.09909473,0.72970307,0.5060600413815367
9456,1,0.3550669,0.7276422,0.45090455142765284
7872,1,0.51500297,0.72730833,0.4217431391297535
9082,1,0.37636495,0.72526395,0.5415730878068661
9632,1,0.30631733,0.7248448,0.46784942223220977
1093,1,0.11988332,0.7236152,0.49931973734042534
9434,1,0.5026267,0.7228201,0.47663882654402956
9206,1,0.34991258,0.72185165,0.5154196123077656
8720,1,0.09960613,0.7215479,0.5047188003238758
822,1,0.38339698,0.7113941,0.510635749751389
3382,1,0.0663235,0.7094734,0.51076481057849
8012,1,0.09041153,0.7081732,0.5240400802840826
8820,1,0.4027035,0.7067392,0.5348194751951282
9574,1,0.2149117,0.7048808,0.5167440529271344
1562,1,0.3940211,0.7031049,0.542888557234713
8887,1,0.43272078,0.70294935,0.5405260487868976
9640,1,0.19416901,0.70153743,0.5595790262295507
286,1,0.030856749,0.70125973,0.43203858924710214
9576,1,0.15644377,0.7005399,0.575067783005054
9550,1,0.03658551,0.6972275,0.4951353689440441
8291,1,0.36923194,0.6890898,0.5518945882504549
9476,1,0.030364554,0.6866301,0.5325463288761862
7987,1,0.4055081,0.67058146,0.5604060042159767
9455,1,0.03184967,0.6470455,0.486185167934072
9297,1,0.3858002,0.64000237,0.5526163225448315
9091,1,0.40689486,0.63301814,0.5676645363005712
230,1,0.020734306,0.6317451,0.44150112125057667
9359,1,0.03200288,0.62883824,0.5492193792138055
9467,1,0.027194535,0.6216482,0.5003836808340573
9392,1,0.037798632,0.6167183,0.49097239693891553
9191,1,0.38010243,0.61532664,0.5767953259124048
8441,1,0.43493295,0.6073869,0.5640199247524845
8730,1,0.40320635,0.60024065,0.5784431802760168
9269,1,0.032919973,0.5988256,0.5081563939290912
9593,1,0.041525915,0.5954129,0.4866583277361468
1169,1,0.06690252,0.5940702,0.557582796716497
112,1,0.0322661,0.5883322,0.4762177293774446
437,1,0.023331568,0.58792645,0.47563308806083926
5261,1,0.057698846,0.5850783,0.5794790301320709
8651,1,0.4492374,0.5817971,0.5679570528957982
9224,1,0.4754787,0.58048344,0.5538007111523723
523,1,0.029508347,0.5745856,0.45218622758819876
6457,1,0.060303032,0.5701915,0.5587941085971824
9662,1,0.070091724,0.5661472,0.5650242696229388
8179,1,0.121090844,0.56496644,0.5533508957406474
9647,1,0.06620182,0.5649125,0.577176156720008
1177,1,0.06304936,0.56439805,0.5659009455357815
9382,1,0.50698316,0.56415004,0.5575977130821698
9431,1,0.4613864,0.5609308,0.5712729361001274
1318,1,0.12710366,0.5544093,0.5627883682797941
9169,1,0.07069887,0.5506619,0.5579601772571335
1217,1,0.040793873,0.5498975,0.4366920709056111
1218,1,0.040793873,0.5498975,0.4366920709056111
8741,1,0.50453484,0.549774,0.5612807743090324
292,1,0.03249598,0.54887605,0.435679923979458
8726,1,0.44637847,0.54637086,0.5818754656051149
8073,1,0.111613244,0.53932494,0.5577554362985961
8951,1,0.53621477,0.53632945,0.5519120798148368
9243,1,0.5231116,0.5336401,0.5529295761866496
5490,1,0.112277284,0.5294183,0.5494498149806397
1085,1,-0.002549286,0.5291254,0.48578149041066443
282,1,0.03689358,0.52814716,0.4629767010909648
213,1,0.020233583,0.5278698,0.4767353396649646
8143,1,0.09735513,0.52697957,0.5594192012229001
