feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg_C0p1,100,0.3774603174603175,0.057256758553288024,0.3326880666340494,0.04060618375823644,0.3548060588014692,0.3397391737891738
direct_binned,bins1024_auc,svm_C1p0,100,0.3713492063492063,0.05728980757484982,0.3215870934257047,0.04481149215513408,0.3413361446655995,0.33036005568505566
direct_binned,bins1024_auc,xgboost_depth2,100,0.33682539682539686,0.05827010640257322,0.3012816613184157,0.047139168782853375,0.3316755165513728,0.3134012367262367
direct_binned,bins2048_auc,logreg_C0p1,100,0.37920634920634916,0.05769137093773412,0.3336478221148436,0.04170764609841002,0.3544729779535596,0.34084599197099197
direct_binned,bins2048_auc,svm_C1p0,100,0.3725396825396825,0.05898095681754454,0.32318662620780414,0.046808203536423655,0.3443821557207906,0.33159535742035745
direct_binned,bins2048_auc,xgboost_depth2,100,0.33746031746031746,0.057987276268894154,0.30286800313406304,0.048096533057969314,0.33301951786287554,0.3139198717948718
foundation_backbone,mae_flatten,logreg_C0p1,100,0.36452380952380947,0.060760285573089726,0.3189353367831622,0.047779470137069395,0.33711162971119557,0.3282005439005439
foundation_backbone,mae_flatten,svm_C1p0,100,0.3695238095238095,0.05946975259036656,0.3232752545410645,0.04734378284423256,0.34223632224872014,0.3320532698782699
foundation_backbone,mae_flatten,xgboost_depth2,100,0.36269841269841274,0.065993108230529,0.3167663192123145,0.050786894993563404,0.3360368948507037,0.3259222545972546
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.3865079365079365,0.06277148422065965,0.33335933267345425,0.04634018669442787,0.34990058512393324,0.3403405788655789
