family,model,fine_tune_mode,support_per_class,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,n_episodes
classical,logistic_regression,-,2,0.6090909090909091,0.10732768855870299,0.5964285714285714,0.08337111766233594,0.5795763731993456,0.09614524479148187,0.6009757148381075,0.10685050662850769,0.7163714618714618,0.08888407820424883,0.6428571428571428,0.21908212288638507,0.658040625874806,0.14744561912725182,0.6353174603174604,0.12952768370074857,0.7366244219755271,0.12007388823998803,6.6,2.1705094128132942,5.4,2.1705094128132942,7.5,4.600724580614087,13.5,4.600724580614087,10
classical,logistic_regression,-,3,0.6129032258064516,0.11680409130322814,0.5895454545454546,0.10424969143097121,0.5824466406716209,0.11314852989144857,0.610952858665574,0.11806359551719024,0.7032847463928362,0.09309674232473439,0.67,0.17029386365926405,0.6806347248730149,0.13792323340771148,0.6268181818181817,0.1307681971879093,0.7334390928246679,0.10313663717727103,5.6,1.429840705968481,5.4,1.429840705968481,6.6,3.40587727318528,13.4,3.40587727318528,10
classical,logistic_regression,-,4,0.6758620689655173,0.07829602926862711,0.6342105263157894,0.10197344840568849,0.6297565608505021,0.10589517278964683,0.6692959375850948,0.08779036842486729,0.7503131496687157,0.07186615994469302,0.7684210526315789,0.0617783047777509,0.7571612192175228,0.05221169605535897,0.6647368421052631,0.15248127303793713,0.7820758864746672,0.10726419258949206,5.0,1.9436506316150999,5.0,1.9436506316150999,4.4,1.1737877907772671,14.6,1.1737877907772671,10
classical,logistic_regression,-,5,0.7333333333333333,0.05179302953926673,0.7194444444444444,0.07796494235192922,0.7001106561347701,0.06936329951920138,0.7296163472171265,0.05607632253564208,0.8441102756892231,0.09634127357120369,0.7611111111111112,0.12573514960568852,0.7886277293818396,0.05107514527577577,0.8012345679012347,0.1157688580387305,0.885840703803541,0.08590088310207743,6.1,2.131770260709264,2.9,2.1317702607092643,4.3,2.263232692902394,13.7,2.263232692902394,10
classical,logistic_regression,-,6,0.732,0.05349974039397034,0.7235294117647059,0.07758040191965113,0.697469913610303,0.06208370569298682,0.7295752480109533,0.051133198615281754,0.8621635270847816,0.09645145241599834,0.7470588235294118,0.14153005829504775,0.7866513980565542,0.05511747351189479,0.7794117647058824,0.10069920874595167,0.8824642388585244,0.06707449277572229,5.6,2.0110804171997807,2.4,2.0110804171997807,4.3,2.4060109910158114,12.7,2.406010991015812,10
classical,logistic_regression,-,7,0.726086956521739,0.0544202416101988,0.6946428571428571,0.10937651845398834,0.6704454582304002,0.09059689291081743,0.7196934345807224,0.0629447447252274,0.8409601264748323,0.10438913367231749,0.775,0.10704360482220938,0.7963013977923346,0.04069815139796852,0.7464285714285714,0.16773678562468247,0.8805946428963175,0.09136126387216559,4.3,2.0575065816014617,2.7,2.0575065816014617,3.6,1.7126976771553504,12.4,1.7126976771553502,10
classical,logistic_regression,-,8,0.7095238095238094,0.0823257300310472,0.7016666666666667,0.09177602903902984,0.6728266698136698,0.0827990666718269,0.7167715817906042,0.07687511987335846,0.8600696688931982,0.08257511648321915,0.72,0.12491972731160177,0.7753647977598502,0.07595952146826776,0.7988888888888889,0.07829633133605861,0.9185927054827984,0.03442143480014341,4.1,1.1972189997378648,1.9,1.1972189997378648,4.2,1.8737959096740262,10.8,1.8737959096740262,10
classical,logistic_regression,-,9,0.7315789473684211,0.06301152630199287,0.6957142857142857,0.06425925381359691,0.6771166859959964,0.062336511436096566,0.7383740719856873,0.05514537079722924,0.8536542624042625,0.04494317401779746,0.7714285714285715,0.09988655696858587,0.8064378341964549,0.05243213452719815,0.8,0.09965928350693502,0.9177041725781221,0.05874165942497819,3.1,0.737864787372622,1.9,0.737864787372622,3.2,1.398411797560202,10.8,1.3984117975602022,10
classical,logistic_regression,-,10,0.7117647058823529,0.08060707761213513,0.725,0.10795145864113272,0.6638385310341832,0.0903114464119354,0.7275745788738116,0.07547111060313716,0.9095940170940171,0.07461440353049081,0.7,0.11147212881684185,0.784228843620148,0.07136095745060542,0.8346153846153846,0.1034417577125349,0.9492285046527128,0.034999378485687994,3.0,0.9428090415820636,1.0,0.9428090415820634,3.9,1.4491376746189437,9.1,1.449137674618944,10
classical,logistic_regression,-,11,0.7866666666666667,0.09322745317068015,0.8291666666666666,0.07203501377716633,0.7414276303406738,0.08761371822172224,0.8032842085450781,0.0830782031254645,0.9734848484848484,0.04274320929245143,0.7583333333333333,0.13292762348894885,0.8445219273480143,0.08226697398079753,0.925,0.05406963452094982,0.9823359973359974,0.012789125005359479,2.7,0.4830458915396479,0.3,0.48304589153964794,2.9,1.5951314818673865,9.1,1.5951314818673865,10
