feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg_C0p1,100,0.4400909090909091,0.05216883915339283,0.38077295836746816,0.04366369995507417,0.39525295765735896,0.38808628795721184
direct_binned,bins1024_auc,svm_C1p0,100,0.4088181818181818,0.05500958032658329,0.3511602214064793,0.04466445657704158,0.36299803437764533,0.3589540200138026
direct_binned,bins1024_auc,xgboost_depth2,100,0.3745454545454545,0.05186238509004044,0.3252235904122486,0.042307066046060514,0.34511443597800046,0.3346574145962733
direct_binned,bins2048_auc,logreg_C0p1,100,0.43772727272727274,0.055702077422370065,0.37833814455298737,0.04866844246159449,0.3927917791571517,0.3849010093167702
direct_binned,bins2048_auc,svm_C1p0,100,0.40909090909090906,0.0552298659391855,0.35193148563298643,0.04637429471895418,0.36360118628467597,0.3592503450655624
direct_binned,bins2048_auc,xgboost_depth2,100,0.3809090909090909,0.05026850021334408,0.32975727849680747,0.04285729911898515,0.35024957150169406,0.33876854727398203
foundation_backbone,mae_flatten,logreg_C0p1,100,0.3957272727272727,0.057153080966780144,0.34309945179169643,0.048102141375169216,0.35774135729282464,0.3481958462732919
foundation_backbone,mae_flatten,svm_C1p0,100,0.3920909090909091,0.04849612472178717,0.3357902496725948,0.04126325543912123,0.3476676721708815,0.3409608997584541
foundation_backbone,mae_flatten,xgboost_depth2,100,0.41454545454545455,0.056366894659812955,0.3568845633712747,0.046924678578256336,0.37199541326020397,0.36333193150448584
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.4120909090909091,0.06202276685202486,0.3567673395144961,0.04963685185445996,0.3715404956344353,0.3610922403381642
