epoch,split,bin_size,lr,loss,token_accuracy,top5_accuracy,neighbor_accuracy,exact_order_accuracy,duplicate_position_rate
1,train,overall,2.9999999999999997e-05,4.224458584336422,0.1317735338424888,0.2344102526726744,0.15190780022486444,0.0,0.49040582083800444
1,train,1024,2.9999999999999997e-05,4.224458584336422,0.1317735338424888,0.2344102526726744,0.15190780022486444,0.0,0.49040582083800444
1,val,overall,2.9999999999999997e-05,3.703275305884225,0.2298094734017338,0.3332882837525436,0.2520674451121262,0.0,0.6637616838727679
1,val,1024,2.9999999999999997e-05,3.703275305884225,0.2298094734017338,0.3332882837525436,0.2520674451121262,0.0,0.6637616838727679
2,train,overall,5.9999999999999995e-05,3.6345331690236593,0.24312859092058087,0.3531703247350428,0.2632540989617061,0.0,0.40968745620795965
2,train,1024,5.9999999999999995e-05,3.6345331690236593,0.24312859092058087,0.3531703247350428,0.2632540989617061,0.0,0.40968745620795965
2,val,overall,5.9999999999999995e-05,3.4079936913081577,0.28850058891943525,0.3877810521849564,0.31055898538657595,0.0,0.6121501619853671
2,val,1024,5.9999999999999995e-05,3.4079936913081577,0.28850058891943525,0.3877810521849564,0.31055898538657595,0.0,0.6121501619853671
3,train,overall,8.999999999999999e-05,3.4190732203256924,0.2842201951373318,0.3907235320908072,0.30477924437800863,0.0,0.394809329456278
3,train,1024,8.999999999999999e-05,3.4190732203256924,0.2842201951373318,0.3907235320908072,0.30477924437800863,0.0,0.394809329456278
3,val,overall,8.999999999999999e-05,3.2390599719115665,0.3205038404890469,0.4198463074862957,0.3443240209349564,0.0,0.5699085053943452
3,val,1024,8.999999999999999e-05,3.2390599719115665,0.3205038404890469,0.4198463074862957,0.3443240209349564,0.0,0.5699085053943452
4,train,overall,0.00011999999999999999,3.255789173023583,0.3154264030969731,0.4211095151879862,0.3370353665052508,0.0,0.3817768182455157
4,train,1024,0.00011999999999999999,3.255789173023583,0.3154264030969731,0.4211095151879862,0.3370353665052508,0.0,0.3817768182455157
4,val,overall,0.00011999999999999999,3.1118002321038927,0.3456198072859219,0.4439619763621262,0.3693852499127388,0.0,0.55072021484375
4,val,1024,0.00011999999999999999,3.1118002321038927,0.3456198072859219,0.4439619763621262,0.3693852499127388,0.0,0.55072021484375
5,train,overall,0.00015,3.140332557695329,0.33890616238919075,0.44198627562800863,0.36161934206838564,0.0,0.37710574026065025
