epoch,split,lr,loss,balanced_loss,raw_loss,masked_loss,unmasked_loss,jigsaw_loss,coverage_loss,masked_loss_norm,unmasked_loss_norm,jigsaw_loss_norm,coverage_loss_norm,peak_bin_frac,masked_peak_bins_mean,jigsaw_token_accuracy,mask_ratio
1,train,2.9999999999999997e-05,1.495487630367279,1.495487630367279,5.212141371955556,0.02955037173006899,0.026560667097907175,5.179934923313866,0.0,0.47076327039683163,0.3852019973160807,0.9862041569445744,0.0,0.171875,8.792613636363637,0.024825587422271405,0.3989940465481813
1,val,2.9999999999999997e-05,1.4392982604073696,1.4392982604073696,5.009434637476186,0.005184665940640891,0.001581514225585661,5.004091817824567,0.0,0.43406933863632013,0.20631985732766447,0.9845969325206319,0.0,0.17187500024428132,8.728044509887695,0.04121273853739754,0.3957668191096822
2,train,5.9999999999999995e-05,1.9556281931144146,1.9556281931144146,4.952667679668458,0.007139586256663046,0.0033973769865899292,4.9451883686475515,0.0,0.8814758485998989,0.8107383970386726,0.9930785061899295,0.0,0.171875,8.823906681754373,0.045566106969413676,0.40078306592200413
2,val,5.9999999999999995e-05,1.6664281516778665,1.6664281516778665,4.874562583985876,0.0044060519392617415,0.000547180615449477,4.870101788004891,0.0,0.6567433324993633,0.1813310848884895,0.9915517265679407,0.0,0.17187500024428132,8.728044509887695,0.06568283331198771,0.3957668191096822
3,train,8.999999999999999e-05,2.0483891436876345,2.0483891436876345,4.8660598136176745,0.00561668172436343,0.0022572216819317565,4.860217417567229,0.0,0.9596181960145304,0.915394232539106,0.997231523852703,0.0,0.171875,8.759168388429751,0.056836593249612606,0.39850509265237605
3,val,8.999999999999999e-05,1.7070036618435969,1.7070036618435969,4.805032933344607,0.0038870314048358896,0.0003188076628501848,4.801114027617408,0.0,0.7000049440587153,0.1603784995977996,0.9909608686556581,0.0,0.17187500024428132,8.728044509887695,0.07358938748719263,0.3957668191096822
4,train,0.00011999999999999999,2.011009940923738,2.011009940923738,4.810013514904936,0.004501649794315011,0.001203889764214227,4.805391463366422,0.0,0.9297951765296874,0.8342803911236693,0.9977867278185758,0.0,0.171875,8.79782197101057,0.06112065592642166,0.4004000409329233
4,val,0.00011999999999999999,1.9268224317519391,1.9268224317519391,4.748115258138688,0.0036777919444606687,0.0001848618011849123,4.744418980645352,0.0,0.9157540851929149,0.2104890813104442,0.9900194484679425,0.0,0.17187500024428132,8.728044509887695,0.07651107037653689,0.3957668191096822
5,train,0.00015,2.040388982158062,2.040388982158062,4.756697822208247,0.0036366850499463966,0.0004357167791184577,4.753017563465213,0.0,0.9626609334522043,0.7996037737889723,0.9977676718195608,0.0,0.171875,8.771005512269076,0.06529929421164772,0.3989590731534091
5,val,0.00015,2.027830987680154,2.027830987680154,4.7115317485371575,0.003445445586637151,9.744143357775251e-05,4.708076555220807,0.0,1.0047334613370114,0.29772834748518273,0.9933246989719203,0.0,0.17187500024428132,8.728044509887695,0.08212830590420082,0.3957668191096822
6,train,0.00017999999999999998,2.0780459174439927,2.0780459174439927,4.724761667330403,0.0032632716244456075,0.00019078852662557835,4.721479311462276,0.0,0.9936294205917799,0.8540400076996196,0.9990124948753798,0.0,0.171875,8.76915461563867,0.06888574016980889,0.39908147978881175
6,val,0.00017999999999999998,1.9593138518880626,1.9593138518880626,4.6926169239106725,0.003214406632039635,5.2819339752666746e-05,4.689397264699467,0.0,0.9319813349207894,0.33114122147442865,0.9942183983130534,0.0,0.17187500024428132,8.728044509887695,0.08575539510758197,0.3957668191096822
7,train,0.00020999999999999998,2.0277386741204695,2.0277386741204695,4.704049204991868,0.0030363102151034784,0.00010654321787032214,4.701002237225367,0.0,0.9413229432726694,0.8747489678958231,0.9989408424570541,0.0,0.171875,8.827694559885451,0.07201501095959963,0.40077835801711753
7,val,0.00020999999999999998,2.215755585764275,2.215755585764275,4.664520654522005,0.003119563563635237,4.339895447807722e-05,4.66139678486058,0.0,1.1719074307895097,0.5038621777393779,0.9934619401322037,0.0,0.17187500024428132,8.728044509887695,0.08996782146516394,0.3957668191096822
