episode,n_query,accuracy,macro_f1,macro_precision,macro_recall
1,39,0.6153846153846154,0.5838596491228071,0.5943646996278575,0.5914786967418547
2,39,0.4358974358974359,0.3473429951690821,0.5902777777777778,0.4619883040935672
