feature_group,feature_name,classifier,episode,n_train,n_test,status,error,accuracy,macro_f1,macro_precision,macro_recall
foundation_backbone,mae_flatten,svm_C1p0,1,40,102,ok,,0.45098039215686275,0.3520435586515308,0.3575647881530235,0.3577234526533726
foundation_backbone,mae_flatten,logreg_C0p1,1,40,102,ok,,0.5,0.44262109992447074,0.4473805611729019,0.44785707475209763
foundation_backbone,mae_flatten,xgboost_depth2,1,40,102,ok,,0.5490196078431373,0.4484655572755418,0.46500088605351764,0.4519008118121391
foundation_backbone,mae_flatten,svm_C1p0,2,40,102,ok,,0.5098039215686274,0.38761418761418764,0.383803793256433,0.4017363381279285
foundation_backbone,mae_flatten,logreg_C0p1,2,40,102,ok,,0.4803921568627451,0.40749703379813035,0.4111294999452894,0.42125864934074314
foundation_backbone,mae_flatten,xgboost_depth2,2,40,102,ok,,0.47058823529411764,0.41477017134911875,0.4557067491630799,0.44392741364280264
foundation_backbone,mae_flatten,svm_C1p0,3,40,102,ok,,0.43137254901960786,0.34930184194890074,0.34790100250626566,0.36250442682793943
foundation_backbone,mae_flatten,logreg_C0p1,3,40,102,ok,,0.5,0.4517684288905435,0.45930735930735933,0.46229364171297815
foundation_backbone,mae_flatten,xgboost_depth2,3,40,102,ok,,0.5,0.4533860759493671,0.45962280308922776,0.46476074697613595
foundation_backbone,mae_flatten,svm_C1p0,4,40,102,ok,,0.47058823529411764,0.3695830656100521,0.3796810506566604,0.3753064727034978
foundation_backbone,mae_flatten,logreg_C0p1,4,40,102,ok,,0.49019607843137253,0.3949843684834473,0.40037046287046285,0.4013396262395118
foundation_backbone,mae_flatten,xgboost_depth2,4,40,102,ok,,0.39215686274509803,0.29733527131782944,0.3065649867374005,0.29575807725836334
foundation_backbone,mae_flatten,svm_C1p0,5,40,102,ok,,0.3431372549019608,0.25785759567581995,0.26908022533022535,0.25689733845483276
foundation_backbone,mae_flatten,logreg_C0p1,5,40,102,ok,,0.38235294117647056,0.2958482409063804,0.30512853692201514,0.29157642748174784
foundation_backbone,mae_flatten,xgboost_depth2,5,40,102,ok,,0.4411764705882353,0.35919450971918354,0.3726973684210526,0.36001178217282337
foundation_backbone,mae_flatten,svm_C1p0,6,40,102,ok,,0.5392156862745098,0.4507349454717876,0.45589569160997734,0.4529360084995096
foundation_backbone,mae_flatten,logreg_C0p1,6,40,102,ok,,0.5098039215686274,0.4228947914236084,0.4732789855072464,0.41625122589081404
foundation_backbone,mae_flatten,xgboost_depth2,6,40,102,ok,,0.5,0.35350460350460355,0.3589217296113848,0.360796692819004
foundation_backbone,mae_flatten,svm_C1p0,7,40,102,ok,,0.3235294117647059,0.24871568185248516,0.2579435204435204,0.2592112073662417
foundation_backbone,mae_flatten,logreg_C0p1,7,40,102,ok,,0.4117647058823529,0.31538075353818695,0.3171555095468139,0.3168178598670589
foundation_backbone,mae_flatten,xgboost_depth2,7,40,102,ok,,0.38235294117647056,0.31505841777627586,0.32596232596232594,0.32886053448839486
foundation_backbone,mae_flatten,svm_C1p0,8,40,102,ok,,0.39215686274509803,0.32428425915820874,0.3336484593837535,0.3186447777051324
foundation_backbone,mae_flatten,logreg_C0p1,8,40,102,ok,,0.4117647058823529,0.34624200033682795,0.358572146807441,0.33723745505067015
foundation_backbone,mae_flatten,xgboost_depth2,8,40,102,ok,,0.4803921568627451,0.37844522002044484,0.3799828643578643,0.3804977797755258
foundation_backbone,mae_flatten,svm_C1p0,9,40,102,ok,,0.4117647058823529,0.37520670508601034,0.37962962962962965,0.392434891576768
foundation_backbone,mae_flatten,logreg_C0p1,9,40,102,ok,,0.4411764705882353,0.4133202714598064,0.42365759935281627,0.4306554429552141
foundation_backbone,mae_flatten,xgboost_depth2,9,40,102,ok,,0.4215686274509804,0.3657772879087702,0.39345376845376845,0.38242344992917077
foundation_backbone,mae_flatten,svm_C1p0,10,40,102,ok,,0.3333333333333333,0.30395408163265303,0.30059523809523814,0.32332018905960547
foundation_backbone,mae_flatten,logreg_C0p1,10,40,102,ok,,0.3333333333333333,0.30853787177112274,0.31237373737373736,0.31563623733246154
foundation_backbone,mae_flatten,xgboost_depth2,10,40,102,ok,,0.38235294117647056,0.33685897435897433,0.3501758658008658,0.3418396534815299
foundation_backbone,mae_flatten,svm_C1p0,11,40,102,ok,,0.4117647058823529,0.33628978816706473,0.34574831748744794,0.333517216955432
foundation_backbone,mae_flatten,logreg_C0p1,11,40,102,ok,,0.38235294117647056,0.3177612690209589,0.3327651515151515,0.3122394982020268
foundation_backbone,mae_flatten,xgboost_depth2,11,40,102,ok,,0.4019607843137255,0.3441974302527412,0.36601731601731596,0.3459566034651847
foundation_backbone,mae_flatten,svm_C1p0,12,40,102,ok,,0.47058823529411764,0.4297964755522462,0.47091333594566354,0.43583823689658924
foundation_backbone,mae_flatten,logreg_C0p1,12,40,102,ok,,0.4803921568627451,0.443426297095739,0.4542857142857143,0.4474603628636809
foundation_backbone,mae_flatten,xgboost_depth2,12,40,102,ok,,0.38235294117647056,0.33201220204821674,0.33586346086346086,0.3350870382477934
foundation_backbone,mae_flatten,svm_C1p0,13,40,102,ok,,0.37254901960784315,0.3363139926230242,0.35742102396514164,0.3542790399912825
foundation_backbone,mae_flatten,logreg_C0p1,13,40,102,ok,,0.3235294117647059,0.30093873406985916,0.34722222222222227,0.31570093712542224
foundation_backbone,mae_flatten,xgboost_depth2,13,40,102,ok,,0.4803921568627451,0.43952310944622713,0.456328137058188,0.457367944317315
foundation_backbone,mae_flatten,svm_C1p0,14,40,102,ok,,0.39215686274509803,0.3111103292991838,0.3111660079051383,0.316138512040972
foundation_backbone,mae_flatten,logreg_C0p1,14,40,102,ok,,0.39215686274509803,0.3056726803529872,0.3101626016260163,0.30348118938650975
foundation_backbone,mae_flatten,xgboost_depth2,14,40,102,ok,,0.39215686274509803,0.3126263265755943,0.3129665558019217,0.3198979105372126
foundation_backbone,mae_flatten,svm_C1p0,15,40,102,ok,,0.46078431372549017,0.4045421728348558,0.4066131237183868,0.4094577476299444
foundation_backbone,mae_flatten,logreg_C0p1,15,40,102,ok,,0.43137254901960786,0.36697994987468674,0.3719810890863522,0.36877009098834046
foundation_backbone,mae_flatten,xgboost_depth2,15,40,102,ok,,0.46078431372549017,0.38288680666729447,0.39283625730994154,0.382568173150267
foundation_backbone,mae_flatten,svm_C1p0,16,40,102,ok,,0.38235294117647056,0.32164241159834767,0.33924242424242423,0.3172128691293451
foundation_backbone,mae_flatten,logreg_C0p1,16,40,102,ok,,0.37254901960784315,0.3114023945850347,0.32970779220779217,0.3065220796556609
foundation_backbone,mae_flatten,xgboost_depth2,16,40,102,ok,,0.3431372549019608,0.29894837887489445,0.3467241379310345,0.2929674730304021
foundation_backbone,mae_flatten,svm_C1p0,17,40,102,ok,,0.46078431372549017,0.35725189198486407,0.3579084967320262,0.3594379971668301
foundation_backbone,mae_flatten,logreg_C0p1,17,40,102,ok,,0.47058823529411764,0.3875192012288787,0.38666013437849944,0.3917231938542007
foundation_backbone,mae_flatten,xgboost_depth2,17,40,102,ok,,0.49019607843137253,0.39642279642279643,0.3944444444444444,0.4100332352620682
foundation_backbone,mae_flatten,svm_C1p0,18,40,102,ok,,0.43137254901960786,0.3825122399020808,0.3909870766488413,0.3878973929388688
