epoch,split,lr,loss,masked_loss,unmasked_loss,jigsaw_loss,coverage_loss,jigsaw_token_accuracy,mask_ratio
1,train,2.9999999999999997e-05,4.974838222623406,0.05559250318566379,0.07037685483259738,4.912208043940933,0.0,0.07451446949099211,0.3998657773695719
1,val,2.9999999999999997e-05,4.57141786813736,0.005271482256440712,0.018079730216413736,4.564338411603655,0.0,0.12485425440328461,0.4035557338169643
2,train,5.9999999999999995e-05,4.521691279560995,0.009840569861918154,0.020041623541191555,4.50984653122222,0.0,0.13366238031152117,0.40106743106393
2,val,5.9999999999999995e-05,4.3696229713303705,0.0030617916740344037,0.00949496982086982,4.365611714976175,0.0,0.15671239607036114,0.39631967725498335
3,train,8.999999999999999e-05,4.343188275136221,0.00766746991526987,0.015564855167249661,4.333964317903391,0.0,0.1597030844389056,0.40010400617603764
3,val,8.999999999999999e-05,4.195159639630999,0.0024772894830675796,0.008068383812704789,4.191875525883266,0.0,0.1830919962376356,0.40273030581218855
4,train,0.00011999999999999999,4.18626297749746,0.00647020832982098,0.014011440013489381,4.178391614836962,0.0,0.18537395123409048,0.39955069371937635
4,val,0.00011999999999999999,4.082764378615788,0.0020529087050817907,0.007293756560622049,4.0799820848873685,0.0,0.20624590665102005,0.39960734067218645
5,train,0.00015,4.064533984179989,0.005967927211269135,0.013578243983800904,4.057208242972336,0.0,0.20686835732160663,0.4010739998699838
5,val,0.00015,3.9463746760572707,0.001828159430130784,0.007836672336062682,3.943762872900282,0.0,0.23038948912705695,0.4012296162545681
6,train,0.00017999999999999998,3.9612505040361206,0.005509283656730513,0.012536160263646344,3.954487599599522,0.0,0.22644151085695344,0.39972301542491656
6,val,0.00017999999999999998,3.845841420548303,0.0017890638472246273,0.006235144749682929,3.843428841659001,0.0,0.25010611542633604,0.40153188577720095
7,train,0.00020999999999999998,3.863086785970782,0.005300555962885442,0.010956983662506924,3.8566905297506016,0.0,0.2454427950451727,0.39990124894899104
7,val,0.00020999999999999998,3.7524211491857256,0.0018817215043652271,0.005383302490892155,3.7500010984284535,0.0,0.2681715829031808,0.39986068489296095
8,train,0.00023999999999999998,3.7614741368144085,0.004870894060140234,0.009567136007607517,3.755646533495642,0.0,0.26487133895869747,0.40059250633278237
8,val,0.00023999999999999998,3.62518064890589,0.0017974437879664557,0.0047449022614663204,3.6229087242058347,0.0,0.2911003051059587,0.40379454621246885
9,train,0.00027,3.6619938104141987,0.00453610178041418,0.008223569718076777,3.656635359263741,0.0,0.28346080015593045,0.4027779480534284
9,val,0.00027,3.5161240228584836,0.0017647490271234087,0.0038532626141594456,3.5139739555971965,0.0,0.3121159566300256,0.39979674347809385
