family,model,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
classical,logistic_regression,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,0,0,27
classical,svm_rbf,0.8571428571428571,0.8,0.8181818181818182,1.0,0.9,0.9950617283950618,0.9973055065647658,9,6,0,27
classical,xgboost,0.9285714285714286,0.9296296296296296,0.9615384615384616,0.9259259259259259,0.9433962264150944,0.9604938271604938,0.9847077042198993,14,1,2,25
jigsaw,jigsaw_multibin_frozen,0.8571428571428571,0.874074074074074,0.9565217391304348,0.8148148148148148,0.88,0.9160493827160493,0.9620255608893928,14,1,5,22
jigsaw,jigsaw_multibin_unfreeze_last_1,0.8571428571428571,0.874074074074074,0.9565217391304348,0.8148148148148148,0.88,0.9111111111111111,0.958891014889923,14,1,5,22
jigsaw,jigsaw_multibin_unfreeze_last_2,0.8571428571428571,0.874074074074074,0.9565217391304348,0.8148148148148148,0.88,0.9234567901234567,0.9649318287841677,14,1,5,22
jigsaw,jigsaw_multibin_unfreeze_last_3,0.8333333333333334,0.8407407407407408,0.9166666666666666,0.8148148148148148,0.8627450980392157,0.9308641975308641,0.9679572065556492,13,2,5,22
