epoch,split,bin_size,lr,loss,token_accuracy,top5_accuracy,neighbor_accuracy,exact_order_accuracy,duplicate_position_rate
1,train,overall,2.9999999999999997e-05,4.607811186678154,0.11179719616712863,0.19638851786047712,0.132567812927252,0.0,0.5088485843879132
1,train,256,2.9999999999999997e-05,5.924082298909337,0.013257743898502067,0.04531112125466678,0.02203470025180785,0.0,0.6161830261062327
1,train,512,2.9999999999999997e-05,5.1103838100906245,0.04719110495172256,0.11754614459581611,0.06348665095557851,0.0,0.5476060767475895
1,train,1024,2.9999999999999997e-05,4.1839916922829365,0.13254582851139968,0.2438672278538223,0.1543463084323347,0.0,0.48032381252152206
1,train,2048,2.9999999999999997e-05,3.2127869454297153,0.25419410730689024,0.3788295777376033,0.29040359206928695,0.0,0.3912814221763085
1,val,overall,2.9999999999999997e-05,4.224575944611283,0.1716905724501512,0.26497291025446085,0.19427218656131967,0.0,0.7113832924907604
1,val,256,2.9999999999999997e-05,5.628890311131712,0.03707121019480658,0.08888862843884797,0.0470642518923908,0.0,0.8572576375420814
1,val,512,2.9999999999999997e-05,4.718519539129539,0.1011053796430103,0.19855579684992306,0.12014806246171232,0.0,0.7765741638612412
1,val,1024,2.9999999999999997e-05,3.7459563270944063,0.2169077960682697,0.3224337218237705,0.24019378032840666,0.0,0.6568652115046839
1,val,2048,2.9999999999999997e-05,2.8049376010894775,0.33167790389451823,0.45001349390530193,0.3696826515627689,0.0,0.5548361570550352
2,train,overall,5.9999999999999995e-05,4.157486412643401,0.18215950792039598,0.28685581853443926,0.20400179188298292,0.0,0.4446585789199703
2,train,256,5.9999999999999995e-05,5.5315243133828655,0.04122058879430136,0.10689475319602272,0.05319281125610525,0.0,0.5335514289288481
2,train,512,5.9999999999999995e-05,4.628159012676271,0.1171634558680629,0.22583999848070224,0.13636565405475207,0.0,0.472206641163051
2,train,1024,5.9999999999999995e-05,3.694772480933134,0.22747516896852776,0.34259655332762345,0.24884184529958678,0.0,0.4183679165590564
2,train,2048,5.9999999999999995e-05,2.7754898435813335,0.3427788180506919,0.4720919691334086,0.3776068569214876,0.0,0.3545083290289256
2,val,overall,5.9999999999999995e-05,3.9700916233609935,0.21862181917321485,0.32239151917031555,0.24167799247337168,0.0,0.6607619202946611
2,val,256,5.9999999999999995e-05,5.350461490818711,0.06679518838397792,0.15206601873773043,0.08069933999757298,0.0,0.8117565717853483
2,val,512,5.9999999999999995e-05,4.465068527909576,0.15729860399590165,0.25712724836146245,0.1749642080948001,0.0,0.7153157361497365
2,val,1024,5.9999999999999995e-05,3.492579679020116,0.2666101389732517,0.36839105066705924,0.28826432638481014,0.0,0.6020713645345434
2,val,2048,5.9999999999999995e-05,2.5722567956955706,0.3837833453397282,0.5119817589150101,0.4227840954163035,0.0,0.5139040087090164
3,train,overall,8.999999999999999e-05,3.958975063128905,0.21876023559684843,0.3274393213435638,0.24103161522518257,0.0,0.43845066879734845
3,train,256,8.999999999999999e-05,5.331617485393178,0.06684719958950665,0.15440431705191116,0.08000178902971843,0.0,0.5347609506822487
3,train,512,8.999999999999999e-05,4.404704271269239,0.16207322472136867,0.27130496871372883,0.18040209897786133,0.0,0.46791148120049936
3,train,1024,8.999999999999999e-05,3.494661232656684,0.2654030539772727,0.37650385252700364,0.2874204357547208,0.0,0.4081328420928031
3,train,2048,8.999999999999999e-05,2.6049172631965196,0.3807174640992456,0.5075441470816116,0.41630213713842973,0.0,0.342997401213843
3,val,overall,8.999999999999999e-05,3.776776828726784,0.2562031803316757,0.3608619997613743,0.2788801350798763,0.0,0.6289106453888869
3,val,256,8.999999999999999e-05,5.181579144274602,0.09463408076372302,0.19076816835364357,0.10757653561771893,0.0,0.7881844227989607
3,val,512,8.999999999999999e-05,4.190116835422203,0.20844863794866156,0.30432157536022,0.2259066937888255,0.0,0.6745042287214579
3,val,1024,8.999999999999999e-05,3.3049877315271097,0.30202768230047383,0.40641638196882657,0.3268196768448001,0.0,0.580082699063232
3,val,2048,8.999999999999999e-05,2.4304236036832214,0.4197023203138445,0.541941873362807,0.45521763406816074,0.0,0.472871230971897
4,train,overall,0.00011999999999999999,3.7928454235565563,0.2510264373330538,0.35893526950404664,0.27365662970326166,0.0,0.42945277526687325
