epoch,split,lr,loss,balanced_loss,raw_loss,masked_loss,unmasked_loss,jigsaw_loss,coverage_loss,masked_loss_norm,unmasked_loss_norm,jigsaw_loss_norm,coverage_loss_norm,peak_bin_frac,masked_peak_bins_mean,jigsaw_token_accuracy,mask_ratio
1,train,2.9999999999999997e-05,1.4838693917064922,1.4838693917064922,5.23130053575798,0.03349049739547976,0.02962769744625407,5.194847260889985,0.0,0.45991548875789473,0.37708528861069357,0.9862453745085028,0.0,0.171875,8.79254484390464,0.025294738683866277,0.3982406548587731
1,val,2.9999999999999997e-05,1.50446697643825,1.50446697643825,5.030252192701612,0.007098826829210988,0.0014841704521261687,5.023004932062967,0.0,0.5056465177663735,0.15692314452358655,0.9831281559807914,0.0,0.171875,8.750930062362126,0.04633556552497404,0.39711119660309385
2,train,5.9999999999999995e-05,1.9221243003024113,1.9221243003024113,4.963517809128013,0.0077266685681359115,0.0035333795203605976,4.955437809897111,0.0,0.8544317457173437,0.7586626525417037,0.9918262843593888,0.0,0.171875,8.78730381336982,0.04651508416830157,0.39922969798336116
2,val,5.9999999999999995e-05,1.6387979622398103,1.6387979622398103,4.880763811724527,0.004579552337028352,0.0005679158691366735,4.8761274474007745,0.0,0.630303645240409,0.17947600143296377,0.9905467256903648,0.0,0.171875,8.750930062362126,0.06365007667669229,0.39711119660309385
3,train,8.999999999999999e-05,2.034632257281932,2.034632257281932,4.87016398810485,0.006039678338380539,0.0022994971874842397,4.863894374915837,0.0,0.9481215832479332,0.9022372431819214,0.9962869511056909,0.0,0.171875,8.814181614349776,0.05690328599759816,0.4007149051390421
3,val,8.999999999999999e-05,1.7035755536385946,1.7035755536385946,4.806134300572531,0.003948185738408938,0.0005136785751216978,4.802134769303458,0.0,0.686119409011943,0.2531777500574078,0.9921383559703827,0.0,0.171875,8.750930062362126,0.07513391399489981,0.39711119660309385
4,train,0.00011999999999999999,2.002881410945157,2.002881410945157,4.8114731621849165,0.00443524794314775,0.0012778621793394665,4.806910114972581,0.0,0.9205454291249604,0.8428810027682728,0.9980478823986824,0.0,0.171875,8.852130045270705,0.06481231094208534,0.4009378065977396
4,val,0.00011999999999999999,1.8136691876820155,1.8136691876820155,4.762252586228507,0.003190201262311478,0.0002852033402242731,4.759033850261143,0.0,0.7929790211575372,0.2868409699627331,0.9920060762337276,0.0,0.171875,8.750930062362126,0.08366067068917411,0.39711119660309385
5,train,0.00015,2.0488371389329165,2.0488371389329165,4.772848456429793,0.0033531661642372877,0.0005623647576926752,4.769439053642375,0.0,0.9674788077315942,0.8308604290132565,0.9982722872041266,0.0,0.171875,8.80327914969269,0.06912929380955718,0.400195969460791
5,val,0.00015,1.853231981396675,1.853231981396675,4.723633944988251,0.0028532787379975033,0.00021188293456881574,4.720759459904262,0.0,0.8155074476131371,0.45930748113564085,0.99179379429136,0.0,0.171875,8.750930062362126,0.08674418127962522,0.39711119660309385
6,train,0.00017999999999999998,2.030893317787102,2.030893317787102,4.73975912017138,0.002879098385067097,0.00030553443297313634,4.736849468385158,0.0,0.945325164516945,0.8703539251212047,0.9985327648475031,0.0,0.171875,8.811491033956074,0.07293865392026345,0.3996728734852487
6,val,0.00017999999999999998,2.0108392387628555,2.0108392387628555,4.696991103036063,0.0026866707110977067,9.587001178650618e-05,4.694294793265207,0.0,0.9805610328912735,0.37438842388136045,0.9928393704550607,0.0,0.171875,8.750930062362126,0.0897872925602964,0.39711119660309385
