feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg,100,0.48194444444444445,0.10807979194378474,0.43995158371024495,0.10849659633755632,0.48926561709862554,0.5095071225071225
direct_binned,bins1024_auc,svm,100,0.4708333333333334,0.11886359433867719,0.43132160415385384,0.11552439796147525,0.4692275307595741,0.49527635327635333
direct_binned,bins1024_auc,xgboost,100,0.4519444444444444,0.11570571860702857,0.417030619642142,0.11793035018213072,0.4756816354613852,0.48463247863247866
direct_binned,bins2048_auc,logreg,100,0.485,0.10779420657643353,0.4411251723395651,0.10859097057307686,0.48563031502353005,0.510045584045584
direct_binned,bins2048_auc,svm,100,0.47694444444444445,0.11772242891907775,0.43687962029389793,0.11553660586086548,0.47587658262312543,0.5003304843304843
direct_binned,bins2048_auc,xgboost,100,0.4641666666666666,0.11369710934057664,0.4321147272152601,0.11325891685662404,0.4978985823148283,0.5000712250712251
foundation_backbone,mae_flatten,logreg,100,0.5113888888888889,0.10689934113829923,0.46259865746887097,0.10358381925647497,0.5189218912862595,0.5138347578347578
foundation_backbone,mae_flatten,svm,100,0.5102777777777778,0.10988769505444912,0.4663012086995626,0.10468080336426251,0.517939638726796,0.5177492877492877
foundation_backbone,mae_flatten,xgboost,100,0.45583333333333337,0.1294548485002569,0.4208575329978324,0.1207524784318995,0.47490921306398476,0.48007977207977204
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.5552777777777778,0.10007596254389547,0.5146233644318564,0.0988902005648911,0.5709776029706758,0.5684358974358975
