mode,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
frozen_backbone,0.585050505050505,0.058176907761360176,0.6386134601832276,0.08463697749888181,0.48221343873517786,0.29988449921345195,0.4986450565397934,0.16810330385313052,0.6628278835788717,0.0658301405093136,0.7002741228380815,0.04630440709723708
finetune_backbone,0.6074747474747474,0.09875151672198437,0.5588888888888889,0.3375565796195424,0.5142292490118577,0.35831952535541994,0.501944787341488,0.28260227567226537,0.6449155587495508,0.11450269046763616,0.6795114253252744,0.10243503457086953
