mode,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,best_epoch
frozen_backbone,1,0.5111111111111111,0.5116279069767442,0.9565217391304348,0.6666666666666666,0.5928853754940712,0.681131074717334,1
frozen_backbone,2,0.6222222222222222,0.7272727272727273,0.36363636363636365,0.48484848484848486,0.6521739130434783,0.6912986898243376,59
frozen_backbone,3,0.5333333333333333,0.6,0.13636363636363635,0.2222222222222222,0.6620553359683795,0.6561574574318703,32
frozen_backbone,4,0.6222222222222222,0.6666666666666666,0.45454545454545453,0.5405405405405406,0.6363636363636365,0.6941179488595359,16
frozen_backbone,5,0.6363636363636364,0.6875,0.5,0.5789473684210527,0.7706611570247933,0.7786654433573295,32
