episode,n_query,accuracy,macro_f1,macro_precision,macro_recall
83,42,0.5,0.31392857142857145,0.36184210526315785,0.290994623655914
84,42,0.6666666666666666,0.44253663003663,0.4978571428571429,0.4146505376344086
85,42,0.6428571428571429,0.47827635327635326,0.5516304347826086,0.635752688172043
86,42,0.5476190476190477,0.2348901098901099,0.2557142857142857,0.21908602150537634
87,42,0.5238095238095238,0.2811965811965812,0.33928571428571425,0.4529569892473118
88,42,0.5476190476190477,0.32309941520467833,0.41025641025641024,0.27352150537634407
89,42,0.5952380952380952,0.4068181818181818,0.46647727272727274,0.5651881720430108
90,42,0.5238095238095238,0.28179271708683473,0.3108974358974359,0.47379032258064513
91,42,0.5476190476190477,0.28144654088050314,0.32196969696969696,0.25268817204301075
92,42,0.5,0.3096764346764347,0.39285714285714285,0.25739247311827956
93,42,0.5238095238095238,0.26515151515151514,0.2916666666666667,0.2446236559139785
94,42,0.5476190476190477,0.2644230769230769,0.2814285714285714,0.25268817204301075
95,42,0.5952380952380952,0.45650183150183143,0.4699404761904762,0.4657258064516129
96,42,0.5714285714285714,0.2908249158249158,0.3118577075098814,0.46908602150537637
97,42,0.5,0.2566137566137566,0.46739130434782605,0.20295698924731181
98,42,0.5,0.22364672364672364,0.2531055900621118,0.20295698924731181
99,42,0.5476190476190477,0.4102968460111317,0.45256410256410257,0.603494623655914
100,42,0.5714285714285714,0.2842522974101921,0.3141025641025641,0.46908602150537637
101,42,0.5952380952380952,0.3394179894179894,0.3833612040133779,0.510752688172043
102,42,0.5476190476190477,0.3311965811965812,0.4194677871148459,0.49462365591397844
103,42,0.5714285714285714,0.36954177897574125,0.44696969696969696,0.31518817204301075
104,42,0.5714285714285714,0.3168706293706294,0.3308333333333333,0.5026881720430108
105,42,0.47619047619047616,0.25,0.2857142857142857,0.228494623655914
106,42,0.5238095238095238,0.37783882783882783,0.4404761904761904,0.540994623655914
107,42,0.40476190476190477,0.22021276595744682,0.2916666666666667,0.19153225806451613
108,42,0.5,0.26365546218487396,0.2983974358974359,0.44489247311827956
109,42,0.6190476190476191,0.3842940685045948,0.4711538461538461,0.33131720430107525
110,42,0.4523809523809524,0.24323232323232324,0.288390092879257,0.42876344086021506
111,42,0.5714285714285714,0.3080033174372797,0.32196969696969696,0.5026881720430108
112,42,0.6190476190476191,0.32447552447552447,0.34672619047619047,0.31048387096774194
113,42,0.6428571428571429,0.5004941599281222,0.6745337995337995,0.648521505376344
114,42,0.5952380952380952,0.3662037037037037,0.4266304347826087,0.323252688172043
115,42,0.5238095238095238,0.2566137566137566,0.27989130434782605,0.2446236559139785
116,42,0.5952380952380952,0.33279220779220775,0.345,0.510752688172043
117,42,0.5714285714285714,0.31785714285714284,0.3658333333333333,0.28158602150537637
118,42,0.6190476190476191,0.36250000000000004,0.43601190476190477,0.3521505376344086
119,42,0.5238095238095238,0.3389423076923077,0.4303571428571429,0.5073924731182795
120,42,0.47619047619047616,0.23627450980392156,0.2791666666666667,0.2157258064516129
121,42,0.5714285714285714,0.3168706293706294,0.3308333333333333,0.5026881720430108
122,42,0.42857142857142855,0.2624716553287981,0.3202614379084967,0.4415322580645161
123,42,0.5952380952380952,0.36309523809523814,0.3819444444444444,0.5315860215053764
124,42,0.5238095238095238,0.3233957219251337,0.3584415584415584,0.5073924731182795
125,42,0.5714285714285714,0.2876984126984127,0.32833333333333337,0.28158602150537637
126,42,0.5,0.2918552036199095,0.33214285714285713,0.2701612903225806
127,42,0.5476190476190477,0.29585756844942546,0.5025252525252526,0.46102150537634407
128,42,0.5238095238095238,0.32814465408805027,0.3474025974025974,0.5201612903225806
129,42,0.5476190476190477,0.24915824915824913,0.2891304347826087,0.21908602150537634
130,42,0.5714285714285714,0.3592243186582809,0.4011363636363636,0.33602150537634407
131,42,0.6428571428571429,0.3899425287356322,0.4231902356902357,0.560483870967742
132,42,0.6190476190476191,0.39242424242424245,0.5729166666666667,0.33131720430107525
133,42,0.5,0.3615646258503401,0.44146825396825395,0.5329301075268817
134,42,0.5476190476190477,0.4450162337662337,0.5201754385964912,0.603494623655914
135,42,0.5952380952380952,0.33062678062678064,0.33833678398895795,0.510752688172043
136,42,0.6190476190476191,0.43746993746993745,0.5057971014492754,0.385752688172043
137,42,0.5476190476190477,0.306980056980057,0.32155797101449274,0.49462365591397844
138,42,0.5714285714285714,0.3547008547008547,0.4246894409937888,0.31518817204301075
139,42,0.5952380952380952,0.3003607503607504,0.3421474358974359,0.4771505376344086
140,42,0.5476190476190477,0.33514389174766535,0.37727272727272726,0.3071236559139785
141,42,0.4523809523809524,0.2090909090909091,0.2375,0.1868279569892473
142,42,0.6190476190476191,0.3697044334975369,0.525462962962963,0.33131720430107525
143,42,0.5476190476190477,0.27424242424242423,0.3020833333333333,0.25268817204301075
144,42,0.47619047619047616,0.4044444444444444,0.5377321981424148,0.5456989247311828
145,42,0.5952380952380952,0.3287878787878788,0.33749999999999997,0.510752688172043
146,42,0.47619047619047616,0.3527524484971293,0.4313725490196078,0.5248655913978495
147,42,0.6666666666666666,0.4462703962703963,0.5074404761904762,0.4146505376344086
148,42,0.6428571428571429,0.2958271236959762,0.30833333333333335,0.28494623655913975
149,42,0.42857142857142855,0.26566731141199224,0.3416666666666667,0.23319892473118278
150,42,0.5238095238095238,0.2886792452830189,0.3522727272727273,0.2446236559139785
151,42,0.5714285714285714,0.41500000000000004,0.6,0.38239247311827956
152,42,0.5952380952380952,0.3107758620689655,0.37962962962962965,0.2896505376344086
153,42,0.7142857142857143,0.525,0.575,0.4852150537634409
154,42,0.5952380952380952,0.4286713286713286,0.47142857142857136,0.41129032258064513
155,42,0.5952380952380952,0.4000362844702467,0.45779220779220775,0.5651881720430108
156,42,0.5952380952380952,0.3117694805194805,0.33958333333333335,0.49798387096774194
157,42,0.5714285714285714,0.3982030548068284,0.4494949494949495,0.3696236559139785
158,42,0.5952380952380952,0.3592592592592593,0.4141304347826087,0.323252688172043
159,42,0.5952380952380952,0.46884615384615386,0.5029761904761905,0.6532258064516129
160,42,0.5,0.266025641025641,0.30952380952380953,0.23655913978494625
161,42,0.5714285714285714,0.2876197876197876,0.309963768115942,0.46908602150537637
162,42,0.5476190476190477,0.2748251748251748,0.28958333333333336,0.46102150537634407
163,42,0.5476190476190477,0.28181818181818186,0.31875,0.25268817204301075
164,42,0.5476190476190477,0.24853801169590642,0.26153846153846155,0.2399193548387097
165,42,0.5476190476190477,0.3143939393939394,0.33106060606060606,0.49462365591397844
166,42,0.6428571428571429,0.39022988505747125,0.4375,0.5477150537634409
167,42,0.5238095238095238,0.2329059829059829,0.2639751552795031,0.21102150537634407
168,42,0.5714285714285714,0.34894067796610173,0.5714285714285714,0.28158602150537637
169,42,0.5,0.26257861635220126,0.29924242424242425,0.23655913978494625
170,42,0.6428571428571429,0.45476190476190476,0.4366666666666667,0.6149193548387097
171,42,0.5952380952380952,0.3630952380952381,0.42833333333333334,0.323252688172043
172,42,0.5952380952380952,0.37037037037037035,0.422463768115942,0.34408602150537637
173,42,0.47619047619047616,0.24183006535947713,0.2875,0.2157258064516129
174,42,0.5952380952380952,0.27519893899204245,0.2843915343915344,0.26881720430107525
175,42,0.5476190476190477,0.42329598506069094,0.46923076923076923,0.603494623655914
176,42,0.5476190476190477,0.38507326007326004,0.45375457875457875,0.5490591397849462
177,42,0.5714285714285714,0.29811320754716986,0.32196969696969696,0.2943548387096774
178,42,0.5476190476190477,0.35324675324675325,0.4166666666666667,0.3071236559139785
179,42,0.47619047619047616,0.3323376623376624,0.4070175438596491,0.2829301075268817
180,42,0.6190476190476191,0.43032708032708034,0.6083612040133779,0.573252688172043
181,42,0.6666666666666666,0.4931318681318681,0.5295238095238095,0.46908602150537637
182,42,0.4523809523809524,0.2814239332096475,0.3486111111111111,0.24126344086021503
183,42,0.6190476190476191,0.33333333333333337,0.3402777777777778,0.34408602150537637
184,42,0.5476190476190477,0.4122222222222222,0.5166666666666666,0.36155913978494625
185,42,0.5,0.27647058823529413,0.30833333333333335,0.2701612903225806
186,42,0.5952380952380952,0.40277777777777773,0.4782608695652174,0.3568548387096774
187,42,0.5476190476190477,0.37484737484737485,0.4880952380952381,0.3071236559139785
188,42,0.5714285714285714,0.32631578947368417,0.39903846153846156,0.28158602150537637
189,42,0.5952380952380952,0.3964646464646464,0.4131944444444444,0.586021505376344
190,42,0.7380952380952381,0.5122581749700393,0.6633928571428571,0.6471774193548387
191,42,0.5476190476190477,0.3194444444444444,0.39492753623188404,0.27352150537634407
192,42,0.5,0.17796610169491525,0.1875,0.1693548387096774
193,42,0.5952380952380952,0.32698412698412693,0.32291666666666663,0.510752688172043
194,42,0.6190476190476191,0.48439011968423734,0.525,0.6612903225806451
195,42,0.5,0.3256043956043956,0.37512049354154614,0.4993279569892473
196,42,0.5476190476190477,0.3055555555555556,0.39492753623188404,0.25268817204301075
197,42,0.42857142857142855,0.22555555555555556,0.2736842105263158,0.19959677419354838
198,42,0.5476190476190477,0.25,0.29166666666666663,0.21908602150537634
199,42,0.5952380952380952,0.35476939203354296,0.3852272727272727,0.5315860215053764
200,42,0.6428571428571429,0.4995726495726496,0.6657608695652174,0.648521505376344
