family,model,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
classical,logistic_regression,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,0,0,27
classical,svm_rbf,0.8571428571428571,0.8,0.8181818181818182,1.0,0.9,0.9925925925925926,0.9958810051402642,9,6,0,27
classical,xgboost,0.9285714285714286,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.9925925925925926,0.9960739794711697,15,0,3,24
foundation,frozen,0.8095238095238095,0.762962962962963,0.8064516129032258,0.9259259259259259,0.8620689655172413,0.9604938271604938,0.9828197945845003,9,6,2,25
foundation,unfreeze_last_1,0.9047619047619048,0.8962962962962964,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9604938271604938,0.9828197945845003,13,2,2,25
foundation,unfreeze_last_2,0.9285714285714286,0.9296296296296296,0.9615384615384616,0.9259259259259259,0.9433962264150944,0.9851851851851853,0.9924648786717751,14,1,2,25
foundation,unfreeze_last_3,0.9523809523809523,0.9481481481481482,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9827160493827161,0.9914167194259786,14,1,1,26
