mode,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
finetune_backbone,0.6509090909090909,0.14168372572347254,0.6801433691756272,0.19349344237452057,0.7304347826086957,0.12176703904727607,0.6819499577229948,0.08141831564013624,0.7595580309019045,0.10862126734371616,0.7592906648935933,0.07839982073515295
frozen_backbone,0.5223232323232324,0.08958092639187888,0.5469218500797448,0.1179979526747849,0.5,0.3309140858763872,0.4638757810567058,0.20635635106274205,0.5302551203736974,0.08253584131938692,0.5720183880242765,0.03802391692145469
