mode,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
finetune_backbone,0.5447474747474748,0.04463857967759615,0.5534638922888616,0.07239621053063326,0.5596837944664032,0.2940861539372477,0.5182212567064941,0.14957434560103525,0.5577793747754223,0.13990766709915542,0.5832023212741362,0.12559489340180807
frozen_backbone,0.50010101010101,0.06483204108832605,0.5129655000622743,0.08141566967510876,0.541897233201581,0.25760170237531915,0.4915324534640172,0.13898186590466877,0.5372260150916277,0.08937184066693242,0.5678840407451968,0.07424791298812729
