mode,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,best_epoch
frozen_backbone,1,0.5777777777777777,0.6428571428571429,0.391304347826087,0.4864864864864865,0.6482213438735178,0.6298225055465886,4
frozen_backbone,2,0.4,0.41935483870967744,0.5909090909090909,0.49056603773584906,0.4426877470355731,0.5220728530662548,1
frozen_backbone,3,0.4888888888888889,0.4864864864864865,0.8181818181818182,0.6101694915254238,0.541501976284585,0.5336517660875368,2
frozen_backbone,4,0.5111111111111111,0.5,0.18181818181818182,0.26666666666666666,0.45454545454545453,0.49097076755166275,1
frozen_backbone,5,0.5227272727272727,0.5161290322580645,0.7272727272727273,0.6037735849056604,0.5991735537190084,0.662902311473941,1
