feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg_C0p1,100,0.48194444444444445,0.10807979194378474,0.43995158371024495,0.10849659633755632,0.48926561709862554,0.5095071225071225
direct_binned,bins1024_auc,svm_C1p0,100,0.4708333333333334,0.11886359433867719,0.43132160415385384,0.11552439796147525,0.4692275307595741,0.49527635327635333
direct_binned,bins1024_auc,xgboost_depth2,100,0.4519444444444444,0.11570571860702857,0.417030619642142,0.11793035018213072,0.4756816354613852,0.48463247863247866
direct_binned,bins2048_auc,logreg_C0p1,100,0.485,0.10779420657643353,0.4411251723395651,0.10859097057307686,0.48563031502353005,0.510045584045584
direct_binned,bins2048_auc,svm_C1p0,100,0.47694444444444445,0.11772242891907775,0.43687962029389793,0.11553660586086548,0.47587658262312543,0.5003304843304843
direct_binned,bins2048_auc,xgboost_depth2,100,0.4641666666666666,0.11369710934057664,0.4321147272152601,0.11325891685662404,0.4978985823148283,0.5000712250712251
foundation_backbone,mae_flatten,logreg_C0p1,100,0.5122222222222222,0.12279480205569265,0.4651250860439963,0.12088432954328138,0.508608056821392,0.5057464387464388
foundation_backbone,mae_flatten,svm_C1p0,100,0.4980555555555556,0.1108481034238854,0.44795231149851394,0.10985399920877104,0.4914899972804715,0.48845584045584045
foundation_backbone,mae_flatten,xgboost_depth2,100,0.4677777777777778,0.10759880775062187,0.42639450442302546,0.10845750478084011,0.4834889847114298,0.49472364672364677
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.5441666666666667,0.11062569331060229,0.5036667125137388,0.10952431845055002,0.5496074335640944,0.5531652421652421
