family,model,fine_tune_mode,support_per_class,repeat,n_train,n_query,status,error,accuracy,balanced_accuracy,macro_f1,weighted_f1,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
masking,mask_metabolights,frozen,2,1,4,33,ok,,0.6060606060606061,0.5833333333333333,0.5814634146341464,0.6091352549889135,0.7,0.6666666666666666,0.6829268292682927,0.5674603174603174,0.675478326435609,6,6,7,14
masking,mask_metabolights,frozen,2,2,4,33,ok,,0.696969696969697,0.6726190476190477,0.6726190476190477,0.696969696969697,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7341269841269841,0.8561860589207024,7,5,5,16
masking,mask_metabolights,frozen,2,3,4,33,ok,,0.7272727272727273,0.6964285714285714,0.6996966632962589,0.7245151208750804,0.7727272727272727,0.8095238095238095,0.7906976744186046,0.7857142857142857,0.8799275467094207,7,5,4,17
masking,mask_metabolights,frozen,2,4,4,33,ok,,0.42424242424242425,0.49404761904761907,0.41565703634669154,0.39633991358129295,0.625,0.23809523809523808,0.3448275862068966,0.6507936507936508,0.7299040182650587,9,3,16,5
masking,mask_metabolights,frozen,2,5,4,33,ok,,0.6666666666666666,0.6309523809523809,0.6329625884732053,0.6632962588473205,0.7272727272727273,0.7619047619047619,0.7441860465116279,0.5793650793650793,0.6908829132166008,6,6,5,16
masking,mask_metabolights,frozen,2,6,4,33,ok,,0.6363636363636364,0.5535714285714286,0.5416666666666666,0.5984848484848485,0.6666666666666666,0.8571428571428571,0.75,0.7460317460317459,0.8539004077594576,3,9,3,18
masking,mask_metabolights,frozen,2,7,4,33,ok,,0.5757575757575758,0.5773809523809523,0.5657894736842105,0.583732057416268,0.7058823529411765,0.5714285714285714,0.631578947368421,0.5912698412698413,0.6839302155330775,7,5,9,12
masking,mask_metabolights,frozen,2,8,4,33,ok,,0.7575757575757576,0.7380952380952381,0.7380952380952381,0.7575757575757576,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8134920634920636,0.9102870155280276,8,4,4,17
masking,mask_metabolights,frozen,2,9,4,33,ok,,0.6666666666666666,0.6130952380952381,0.6158730158730159,0.653968253968254,0.7083333333333334,0.8095238095238095,0.7555555555555555,0.6428571428571428,0.7224190043579848,5,7,4,17
masking,mask_metabolights,frozen,2,10,4,33,ok,,0.6060606060606061,0.5297619047619048,0.5195968645016797,0.5751806983609896,0.6538461538461539,0.8095238095238095,0.723404255319149,0.4563492063492064,0.590130927454327,3,9,4,17
masking,mask_metabolights,frozen,5,1,10,27,ok,,0.4074074074074074,0.5277777777777778,0.38636363636363635,0.34848484848484845,0.75,0.16666666666666666,0.2727272727272727,0.6049382716049383,0.7629968823447085,8,1,15,3
masking,mask_metabolights,frozen,5,2,10,27,ok,,0.7037037037037037,0.611111111111111,0.6142857142857143,0.6761904761904761,0.7272727272727273,0.8888888888888888,0.8,0.7037037037037037,0.8575398345109388,3,6,2,16
masking,mask_metabolights,frozen,5,3,10,27,ok,,0.5555555555555556,0.4444444444444444,0.4214285714285714,0.5142857142857143,0.6363636363636364,0.7777777777777778,0.7,0.4320987654320988,0.6199248214763986,1,8,4,14
masking,mask_metabolights,frozen,5,4,10,27,ok,,0.6296296296296297,0.5,0.46428571428571425,0.5634920634920635,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.5802469135802468,0.7670938818364448,1,8,2,16
masking,mask_metabolights,frozen,5,5,10,27,ok,,0.6666666666666666,0.5555555555555556,0.5440900562851783,0.622889305816135,0.6956521739130435,0.8888888888888888,0.7804878048780488,0.3888888888888889,0.5801489621954468,2,7,2,16
masking,mask_metabolights,frozen,5,6,10,27,ok,,0.7037037037037037,0.5833333333333333,0.5714285714285714,0.6507936507936507,0.7083333333333334,0.9444444444444444,0.8095238095238095,0.8024691358024691,0.9158098004207845,2,7,1,17
masking,mask_metabolights,frozen,5,7,10,27,ok,,0.7037037037037037,0.6388888888888888,0.6447368421052632,0.6929824561403508,0.75,0.8333333333333334,0.7894736842105263,0.6975308641975309,0.8608032277988419,4,5,3,15
masking,mask_metabolights,frozen,5,8,10,27,ok,,0.6666666666666666,0.6111111111111112,0.6136724960254372,0.6613672496025438,0.7368421052631579,0.7777777777777778,0.7567567567567568,0.7777777777777778,0.9027779128734843,4,5,4,14
masking,mask_metabolights,frozen,5,9,10,27,ok,,0.7037037037037037,0.6388888888888888,0.6447368421052632,0.6929824561403508,0.75,0.8333333333333334,0.7894736842105263,0.7530864197530864,0.8827548168699961,4,5,3,15
masking,mask_metabolights,frozen,5,10,10,27,ok,,0.6666666666666666,0.5277777777777778,0.4862579281183932,0.587737843551797,0.68,0.9444444444444444,0.7906976744186046,0.4074074074074074,0.5909809761376258,1,8,1,17
