family,model,fine_tune_mode,support_per_class,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_roc_auc_ovr_mean,macro_roc_auc_ovr_std,n_episodes
masking,mask_metabolights,frozen,2,0.41308411214953267,0.08426201026195228,0.4077905491698595,0.04764540995367732,0.3757296093460855,0.06873695453834709,0.4053711891268052,0.08815482751964841,0.4097007580292537,0.048174126539496244,0.4077905491698595,0.04764540995367732,0.5979402308587625,0.04114911285513654,10
masking,mask_metabolights,frozen,4,0.4217821782178218,0.09360378328909855,0.38987524820858155,0.07333198226082595,0.37616716008128503,0.07781835781372065,0.42230332132876247,0.08718354794851269,0.41739251509421776,0.05823493751859514,0.38987524820858155,0.07333198226082595,0.6031191988696509,0.06597813424814702,10
masking,mask_metabolights,frozen,6,0.4663157894736842,0.07893567164812806,0.42000000000000004,0.04825344611246326,0.39361164815027505,0.059798928476337436,0.45731620708303866,0.07277851617533145,0.41406955527227957,0.06810854585087966,0.42000000000000004,0.04825344611246326,0.6376825396825396,0.05480640349120479,10
masking,mask_metabolights,frozen,8,0.4831460674157303,0.12159313169099573,0.4457024959742351,0.07752847343888365,0.4267569791126021,0.09992847623034662,0.4811759543627499,0.1350437256205892,0.45069291155783675,0.05864991004575269,0.4457024959742351,0.07752847343888365,0.6763595320220863,0.055716628301091385,10
masking,mask_metabolights,frozen,10,0.4975903614457831,0.0723003114999042,0.4462301587301587,0.04779797382434396,0.4373795156666705,0.04924683208154154,0.5102203407065896,0.06291222585440032,0.45689179061812446,0.046845849543293155,0.4462301587301587,0.04779797382434396,0.6617216589677655,0.05136611031861167,10
masking,mask_metabolights,frozen,12,0.5116883116883117,0.09328979218736608,0.45834472544998855,0.061449321115157454,0.43806018700627875,0.05752945920613204,0.5172833499640445,0.08827125130941767,0.45286121583512784,0.04281140071671314,0.45834472544998855,0.061449321115157454,0.6921453436025524,0.03667162890305854,10
masking,mask_metabolights,frozen,14,0.5563380281690141,0.06939786619293185,0.4688375350140056,0.06571598577662072,0.4496924892533998,0.05879263099193516,0.5586461093380485,0.054984517844193656,0.476906346697925,0.08294625854270817,0.4688375350140056,0.06571598577662072,0.6919606033204891,0.043345430787051914,10
masking,mask_metabolights,frozen,16,0.5476923076923077,0.09150649445413525,0.4727777777777778,0.06137429299696997,0.4462834341055477,0.06501356197790269,0.5630325641539089,0.07751878571374002,0.4572963561560382,0.06401152267776206,0.4727777777777778,0.06137429299696997,0.6799080808080807,0.031226338369406012,10
masking,mask_metabolights,frozen,18,0.5864406779661017,0.07287916608631455,0.47481443994601885,0.07081529756263298,0.4614813392503125,0.06567000506626344,0.6060175643873491,0.057340472773164175,0.4719949539896399,0.06348929846806724,0.47481443994601885,0.07081529756263298,0.7182911147795386,0.05884235843407057,10
masking,mask_metabolights,frozen,20,0.620754716981132,0.07140511687791182,0.4717171717171717,0.08971939111460064,0.4500472047619254,0.08186503327966418,0.6289184621559627,0.05936703419577534,0.46012021456350727,0.08486707027424836,0.4717171717171717,0.08971939111460064,0.7110765410827989,0.06830539287107969,10
masking,mask_metabolights,frozen,22,0.6148936170212765,0.09591526700030739,0.5210784313725491,0.1226540204843138,0.46992970453819216,0.11286806040438846,0.6507047737082974,0.08474106460227222,0.4762618939702272,0.10357627490617231,0.5210784313725491,0.1226540204843138,0.7558596197897083,0.068871086171322,10
masking,mask_metabolights,frozen,24,0.6146341463414634,0.07161858713998451,0.5169642857142857,0.132045476893387,0.41755983957960197,0.07742529562336889,0.6607647972247226,0.0685000884828593,0.42195032396481674,0.0673046632496683,0.5169642857142857,0.132045476893387,0.7505240130240131,0.0775497968710151,10
masking,mask_metabolights,unfreeze_last_1,2,0.4214953271028037,0.08410638032597263,0.41113771817794803,0.04629604789504423,0.3805147472624494,0.06791172817085589,0.4127822388872643,0.08630709144874474,0.41633160114571516,0.051497865202544874,0.41113771817794803,0.04629604789504423,0.6011388448990843,0.04207788251155517,10
masking,mask_metabolights,unfreeze_last_1,4,0.42772277227722777,0.09119905356033792,0.3887896054562721,0.07367519586092487,0.3767860023609593,0.08195586824776298,0.4298442781973585,0.09156560545661022,0.40523045959519194,0.08511343869325336,0.3887896054562721,0.07367519586092487,0.6058453551672358,0.06710119650350693,10
masking,mask_metabolights,unfreeze_last_1,6,0.4768421052631579,0.08421783594006571,0.42866666666666664,0.05092235677728483,0.39772871264222737,0.06140607275763044,0.46292735903904214,0.07870472068913142,0.4136302304230142,0.06899444780017358,0.42866666666666664,0.05092235677728483,0.6396698412698413,0.056716956997245854,10
masking,mask_metabolights,unfreeze_last_1,8,0.4820224719101123,0.109251648926402,0.44863123993558773,0.06091166173538122,0.4284282473914157,0.07892782126340087,0.480604471895421,0.11258121270261,0.453730095626703,0.041060093963987195,0.44863123993558773,0.06091166173538122,0.6774230739579566,0.0531757954980853,10
masking,mask_metabolights,unfreeze_last_1,10,0.5060240963855421,0.07808121323382965,0.4545160455486542,0.05506317349989366,0.446537643216658,0.05725752645803914,0.517837602436938,0.0681506881860916,0.4625870017996436,0.05634518568115679,0.4545160455486542,0.05506317349989366,0.6682583401141732,0.04822535113969138,10
masking,mask_metabolights,unfreeze_last_1,12,0.5441558441558441,0.06911509954191773,0.48628389154704943,0.05478226225032141,0.4608173543465906,0.04704088829872422,0.5465664756448632,0.057677038153143526,0.4690628315542149,0.05124283882173227,0.48628389154704943,0.05478226225032141,0.6951999296349591,0.03602944376509458,10
masking,mask_metabolights,unfreeze_last_1,14,0.5605633802816901,0.05303294364861198,0.467250233426704,0.05441196554215822,0.44922397863167973,0.04922201160273649,0.5637124252370034,0.04152850098653853,0.47277376792448134,0.07494275902962222,0.467250233426704,0.05441196554215822,0.6994039168149022,0.044411439295165736,10
masking,mask_metabolights,unfreeze_last_1,16,0.54,0.08776575122131906,0.4691666666666666,0.057697148156124624,0.4387690088089543,0.06347746380380591,0.5556092610706491,0.0762446862053414,0.4490803048275976,0.055181643591459766,0.4691666666666666,0.057697148156124624,0.6822141414141414,0.029354790441126325,10
masking,mask_metabolights,unfreeze_last_1,18,0.5864406779661018,0.07754738954473891,0.48147773279352224,0.0719452291050776,0.46835009795545446,0.07127212242974781,0.6076564735527904,0.06437443400601923,0.47658496676316703,0.06450136016117147,0.48147773279352224,0.0719452291050776,0.7191810576838844,0.05582524820007781,10
masking,mask_metabolights,unfreeze_last_1,20,0.6,0.09105389218039676,0.46784511784511784,0.10784985925064418,0.4397855003994174,0.09201073008956057,0.6114569374417579,0.07646695595043439,0.4553271509706335,0.10542633711526077,0.46784511784511784,0.10784985925064418,0.7113030899013377,0.06776274073397318,10
masking,mask_metabolights,unfreeze_last_1,22,0.623404255319149,0.08804044047479556,0.5141067538126362,0.12727174425540472,0.46858999650182165,0.10878668684065665,0.6578130135504738,0.0772697431068151,0.47078935228887886,0.09847922352893411,0.5141067538126362,0.12727174425540472,0.7604357934367295,0.06866511651531611,10
masking,mask_metabolights,unfreeze_last_1,24,0.5951219512195122,0.08920888926403382,0.5011904761904762,0.13261183997208187,0.3990300694539144,0.08147557099659226,0.645501477846119,0.083693499632232,0.41077508498498005,0.07147160887319151,0.5011904761904762,0.13261183997208187,0.7559204344130814,0.08361531546191997,10
masking,mask_metabolights,unfreeze_last_2,2,0.4205607476635514,0.08767132261352205,0.40892401021711366,0.04427497113696393,0.37638300151185156,0.06545539937393108,0.4095625507081679,0.08699941319992235,0.4145394537427916,0.05722073702145895,0.40892401021711366,0.04427497113696393,0.6051566245854133,0.04229037561481055,10
masking,mask_metabolights,unfreeze_last_2,4,0.43069306930693074,0.0948809010657759,0.3933026849693516,0.0793787518014686,0.38048103914330267,0.0868966664058107,0.4335599301537962,0.09641888872852246,0.40900691935299405,0.09081309975240623,0.3933026849693516,0.0793787518014686,0.6127467740035553,0.06715516498631666,10
masking,mask_metabolights,unfreeze_last_2,6,0.4789473684210527,0.07430813538437675,0.43166666666666664,0.04924742269373402,0.4026201185516638,0.04958150280028342,0.46862892470094647,0.06609379728591291,0.41924200139251927,0.05501033754968787,0.43166666666666664,0.04924742269373402,0.643821164021164,0.05708614741038447,10
