family,model,n_evaluated,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,macro_roc_auc_ovr,confusion_matrix,embed_dim
masking,masking_linear_probe_C1_randominit,113,0.5929203539823009,0.560099846390169,0.5567929680832907,0.5974856019103807,0.5557347670250896,0.560099846390169,0.7606600477221592,"[[13, 5, 8], [9, 39, 8], [8, 8, 15]]",128
jigsaw,jigsaw_linear_probe_C1_randominit,113,0.6283185840707964,0.5914421599905472,0.5913865546218487,0.6278723878932103,0.5915476190476191,0.5914421599905472,0.7894229665820837,"[[12, 8, 6], [7, 41, 8], [6, 7, 18]]",768
joint,joint_linear_probe_C1_randominit,113,0.6371681415929203,0.6111308046791918,0.6078128408997429,0.64182190527801,0.6075917546505781,0.6111308046791918,0.752175931797848,"[[14, 6, 6], [4, 40, 12], [8, 5, 18]]",960
