epoch,split,bin_size,lr,loss,token_accuracy,top5_accuracy,neighbor_accuracy,exact_order_accuracy,duplicate_position_rate
1,train,overall,2.9999999999999997e-05,5.127511792118774,0.050253884374026225,0.1204881060684743,0.0660329228559417,0.0,0.5779694287766256
1,train,512,2.9999999999999997e-05,5.127511792118774,0.050253884374026225,0.1204881060684743,0.0660329228559417,0.0,0.5779694287766256
1,val,overall,2.9999999999999997e-05,4.678888406072344,0.10904415071542774,0.21219622902572155,0.12679569316761835,0.0,0.7613886273096478
1,val,512,2.9999999999999997e-05,4.678888406072344,0.10904415071542774,0.21219622902572155,0.12679569316761835,0.0,0.7613886273096478
2,train,overall,5.9999999999999995e-05,4.578967079453404,0.12552922683446396,0.2357071539211701,0.14406672594525888,0.0,0.47007470922085204
2,train,512,5.9999999999999995e-05,4.578967079453404,0.12552922683446396,0.2357071539211701,0.14406672594525888,0.0,0.47007470922085204
2,val,overall,5.9999999999999995e-05,4.368015655449459,0.16928802989423275,0.27574593680245535,0.18752300925552845,0.0,0.7093709309895834
2,val,512,5.9999999999999995e-05,4.368015655449459,0.16928802989423275,0.27574593680245535,0.18752300925552845,0.0,0.7093709309895834
3,train,overall,8.999999999999999e-05,4.3577587786276775,0.16838948201438236,0.2817931307538208,0.1866957592055402,0.0,0.4607048547855942
3,train,512,8.999999999999999e-05,4.3577587786276775,0.16838948201438236,0.2817931307538208,0.1866957592055402,0.0,0.4607048547855942
3,val,overall,8.999999999999999e-05,4.18489442552839,0.21249292764280522,0.31069752520748545,0.22898041270673275,0.0,0.6738930354042658
3,val,512,8.999999999999999e-05,4.18489442552839,0.21249292764280522,0.31069752520748545,0.22898041270673275,0.0,0.6738930354042658
4,train,overall,0.00011999999999999999,4.159992601839416,0.21200810593339894,0.3166661557862577,0.22965531285033633,0.0,0.4486675176919843
4,train,512,0.00011999999999999999,4.159992601839416,0.21200810593339894,0.3166661557862577,0.22965531285033633,0.0,0.4486675176919843
4,val,overall,0.00011999999999999999,3.985178142786026,0.24532209123883927,0.34122164281351225,0.26362295023032595,0.0,0.6497395833333334
4,val,512,0.00011999999999999999,3.985178142786026,0.24532209123883927,0.34122164281351225,0.26362295023032595,0.0,0.6497395833333334
5,train,overall,0.00015,3.989562878159664,0.24575085837744812,0.34268147421524664,0.26366508728720145,0.0,0.4376911522561659
5,train,512,0.00015,3.989562878159664,0.24575085837744812,0.34268147421524664,0.26366508728720145,0.0,0.4376911522561659
5,val,overall,0.00015,3.790937304496765,0.28220621762531145,0.3700484021433762,0.3018186055123806,0.0,0.6077415829613094
5,val,512,0.00015,3.790937304496765,0.28220621762531145,0.3700484021433762,0.3018186055123806,0.0,0.6077415829613094
6,train,overall,0.00017999999999999998,3.8615924157369297,0.26718366820983286,0.3614337732973655,0.285961147715158,0.0,0.43582353121496636
6,train,512,0.00017999999999999998,3.8615924157369297,0.26718366820983286,0.3614337732973655,0.285961147715158,0.0,0.43582353121496636
6,val,overall,0.00017999999999999998,3.694831277642931,0.29588535853794645,0.38702101952263285,0.31780569893973215,0.0,0.5958186558314732
