peak_id,point_index,ppm,reference_prominence,tolerance_points,detection_rate,mean_abs_shift,frac_shift_at_edge
0,41537,,0.01188440235554043,30,0.5180972078593589,12.458014477766287,0.10434332988624612
1,62174,,0.010016785151864058,30,0.17838676318510857,18.71178903826267,0.303722854188211
2,69915,,0.007113447564053736,30,0.5112719751809721,14.875180972078594,0.25842812823164424
3,69987,,0.01458542085262441,30,0.5088934850051706,12.258221302998965,0.12854188210961737
4,70059,,0.0039315175396061625,30,0.03205791106514995,13.297104446742503,0.14260599793174766
5,70349,,0.00637002861119587,30,0.5417786970010341,13.146535677352636,0.13857290589451912
6,71152,,0.0036043068285940803,30,0.02781799379524302,14.953360910031023,0.18552223371251292
7,71286,,0.023383962602792636,30,0.2514994829369183,12.145294725956568,0.1549120992761117
8,71410,,0.049400574908104344,30,0.5677352637021716,14.005894519131335,0.08531540847983454
9,71655,,0.016652775613907496,30,0.27621509824198553,12.547569803516028,0.08107549120992762
10,71773,,0.07165991768225909,30,0.5211995863495347,9.998241985522233,0.0671147880041365
11,71882,,0.008809081467535916,30,0.0313340227507756,10.337331954498449,0.08417786970010341
12,74024,,0.018256874836668074,30,0.5462254395036195,13.798552223371251,0.18686659772492245
13,74127,,0.036506556862028326,30,0.800517063081696,11.11013443640124,0.08397104446742502
14,74214,,0.00992635031486646,30,0.21809720785935885,17.665667011375387,0.20041365046535678
15,74283,,0.00646588487202274,30,0.015305067218200621,16.26659772492244,0.2294725956566701
16,74423,,0.005615383326341204,30,0.07549120992761117,14.432885211995863,0.24891416752843848
17,74502,,0.02738277717484875,30,0.49162357807652535,15.636814891416753,0.23154084798345398
18,74593,,0.014425366515431255,30,0.48355739400206826,13.67166494312306,0.18790072388831439
19,74700,,0.010443974976071751,30,0.04384694932781799,15.795966907962772,0.35677352637021714
20,74886,,0.009787354740182311,30,0.2852119958634953,15.952947259565667,0.20889348500517063
21,74978,,0.004429418806891213,30,0.40703205791106517,14.996794208893485,0.25346432264736296
22,75542,,0.034947593308538374,30,0.29131334022750777,16.272492244053776,0.28831437435367113
23,75635,,0.025764771599848843,30,0.04570837642192348,16.283867631851084,0.3340227507755946
24,75737,,0.11676660819892502,30,0.3418821096173733,16.07580144777663,0.2856256463288521
25,75809,,0.013742414034225783,30,0.4965873836608066,22.221096173733194,0.49875904860392967
26,76147,,0.020163221340238305,30,0.17569803516028956,16.203102378490176,0.3468459152016546
27,76325,,0.06320136813686558,30,0.5236814891416753,15.404756980351603,0.25367114788004136
28,76521,,0.039571099631376644,30,0.5173733195449844,16.799379524301965,0.31964839710444676
29,76700,,0.021330000092550466,30,0.004860392967942089,13.129782833505688,0.15263702171664942
30,76982,,0.011220908717812382,30,0.550258531540848,12.647673216132368,0.125129265770424
31,79215,,0.03842020255790125,30,0.5203722854188211,14.208169596690796,0.2607032057911065
32,79580,,0.0037541532932721996,30,0.5106514994829369,14.112306101344364,0.21054808686659773
33,80131,,0.08723866779059371,30,0.5344364012409514,14.451602895553258,0.17590486039296793
34,80786,,0.00900647191671015,30,0.21602895553257498,11.68583247156153,0.08304033092037229
35,80874,,0.006504245236013878,30,0.503722854188211,13.21540847983454,0.12285418821096174
36,81369,,0.00546668987374758,30,0.33805584281282314,15.093278179937952,0.21427094105480868
37,82310,,0.009942350091976106,30,0.4220268872802482,14.689348500517063,0.1965873836608066
38,82907,,0.009445380896858108,30,0.016028955532574975,16.587590486039296,0.3619441571871768
39,83301,,0.003585365307818361,30,0.004756980351602895,18.361944157187178,0.4402275077559462
40,83542,,0.031892468879385044,30,0.7008273009307135,16.526577042399172,0.30227507755946226
41,84330,,0.0034915231178199464,30,0.513857290589452,13.10258531540848,0.13712512926577042
42,86477,,0.004832351731455943,30,0.37590486039296794,18.800413650465355,0.41334022750775595
43,87168,,0.013990020071064414,30,0.5448810754912099,17.639503619441573,0.4332988624612203
44,87249,,0.01948806634865108,30,0.5397104446742502,17.31664943123061,0.4249224405377456
45,88156,,0.10825195425441404,30,0.30206825232678386,17.597724922440538,0.43453981385729057
46,88229,,0.0417795206601686,30,0.4891416752843847,14.867321613236815,0.3057911065149948
47,88471,,0.006883800692832759,30,0.030713547052740434,23.57456049638056,0.5796277145811789
48,88601,,0.0073733334323378835,30,0.14901758014477767,25.35915201654602,0.750258531540848
49,88669,,0.005344310831210217,30,0.12998965873836607,24.978076525336093,0.7461220268872802
50,90040,,0.014666000539678824,30,0.5552223371251293,15.79358841778697,0.2531540847983454
51,90115,,0.012407660979637646,30,0.5122026887280248,16.839193381592555,0.33681489141675286
52,90248,,0.003924861442692663,30,0.05997931747673216,16.89844881075491,0.4074457083764219
53,90383,,0.01781807200524352,30,0.5035160289555326,15.895036194415718,0.3451913133402275
54,90458,,0.01774958132233097,30,0.3324715615305067,15.34219234746639,0.26680455015511895
55,90609,,0.011763316426914493,30,0.09555325749741468,16.528748707342295,0.36959669079627716
56,90676,,0.006254811572622879,30,0.06628748707342295,17.294415718717683,0.428335056876939
57,90755,,0.004879164897489713,30,0.048190279214064116,17.590175801447778,0.44436401240951395
58,91160,,0.027573016674104094,30,0.005687693898655636,24.964426059979317,0.5927611168562564
59,97020,,0.04006582895763919,30,0.5115822130299896,19.362254395036196,0.2956566701137539
