feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg_C0p1,100,0.3774603174603175,0.057256758553288024,0.3326880666340494,0.04060618375823644,0.3548060588014692,0.3397391737891738
direct_binned,bins1024_auc,svm_C1p0,100,0.3713492063492063,0.05728980757484982,0.3215870934257047,0.04481149215513408,0.3413361446655995,0.33036005568505566
direct_binned,bins1024_auc,xgboost_depth2,100,0.33682539682539686,0.05827010640257322,0.3012816613184157,0.047139168782853375,0.3316755165513728,0.3134012367262367
direct_binned,bins2048_auc,logreg_C0p1,100,0.37920634920634916,0.05769137093773412,0.3336478221148436,0.04170764609841002,0.3544729779535596,0.34084599197099197
direct_binned,bins2048_auc,svm_C1p0,100,0.3725396825396825,0.05898095681754454,0.32318662620780414,0.046808203536423655,0.3443821557207906,0.33159535742035745
direct_binned,bins2048_auc,xgboost_depth2,100,0.33746031746031746,0.057987276268894154,0.30286800313406304,0.048096533057969314,0.33301951786287554,0.3139198717948718
foundation_backbone,mae_flatten,logreg_C0p1,100,0.3884920634920635,0.05873833733553918,0.3353007767429967,0.04582186059604214,0.35364698139273537,0.3434660321160321
foundation_backbone,mae_flatten,svm_C1p0,100,0.3865873015873016,0.058878118333423914,0.3315103171532339,0.04569341178150438,0.3489435724665839,0.33948749028749026
foundation_backbone,mae_flatten,xgboost_depth2,100,0.368968253968254,0.06551894426257433,0.32245155368653017,0.051067555062938655,0.34080934967336396,0.3308488992488992
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.4035714285714285,0.06191293220710044,0.3470213164051003,0.04970407690375082,0.3637362031451961,0.3557143291893292
