row,block,study,lag
2567,12,AMBIGUOUS: MTBLS147,-777
2568,45,MTBLS798,3
2569,34,AMBIGUOUS: MTBLS395,-632
2570,12,AMBIGUOUS: MTBLS147,-778
2571,45,MTBLS798,-16
2572,45,MTBLS798,5
2573,45,MTBLS798,0
2574,68,MTBLS2336,-832
2575,12,AMBIGUOUS: MTBLS147,-773
2576,45,MTBLS798,-4
2577,72,unassigned,16
2578,45,MTBLS798,21
2579,45,MTBLS798,17
2580,45,MTBLS798,14
2581,45,MTBLS798,13
2582,45,MTBLS798,15
2583,45,MTBLS798,1
2584,45,MTBLS798,9
2585,45,MTBLS798,25
2586,45,MTBLS798,-17
2587,45,MTBLS798,17
2588,45,MTBLS798,5
2589,45,MTBLS798,-10
2590,45,MTBLS798,-6
2591,45,MTBLS798,8
2592,12,AMBIGUOUS: MTBLS147,-789
2593,45,MTBLS798,1
2594,45,MTBLS798,-1
2595,45,MTBLS798,3
2596,45,MTBLS798,12
2597,45,MTBLS798,3
2598,45,MTBLS798,11
2599,45,MTBLS798,5
2600,45,MTBLS798,4
2601,45,MTBLS798,4
2602,45,MTBLS798,19
2603,45,MTBLS798,8
2604,45,MTBLS798,3
2605,34,AMBIGUOUS: MTBLS395,-769
2606,45,MTBLS798,9
2607,45,MTBLS798,2
2608,45,MTBLS798,8
2609,12,AMBIGUOUS: MTBLS147,-773
2610,45,MTBLS798,1
2611,45,MTBLS798,2
2612,45,MTBLS798,-1
2613,45,MTBLS798,-9
2614,45,MTBLS798,14
2615,45,MTBLS798,1
2616,45,MTBLS798,0
2617,12,AMBIGUOUS: MTBLS147,-761
2618,34,AMBIGUOUS: MTBLS395,-768
2619,45,MTBLS798,7
2620,45,MTBLS798,-6
2621,45,MTBLS798,13
2622,12,AMBIGUOUS: MTBLS147,-775
2623,34,AMBIGUOUS: MTBLS395,-756
2624,45,MTBLS798,1
2625,45,MTBLS798,15
2626,45,MTBLS798,3
2627,45,MTBLS798,-18
2628,12,AMBIGUOUS: MTBLS147,-784
2629,45,MTBLS798,-3
2630,34,AMBIGUOUS: MTBLS395,-588
2631,45,MTBLS798,-3
2632,45,MTBLS798,-10
2633,34,AMBIGUOUS: MTBLS395,-782
2634,45,MTBLS798,-3
2635,45,MTBLS798,1
2636,45,MTBLS798,-4
2637,45,MTBLS798,-3
2638,29,unassigned,4522
2639,45,MTBLS798,-3
2640,45,MTBLS798,3
2641,12,AMBIGUOUS: MTBLS147,-775
2642,45,MTBLS798,-25
2643,45,MTBLS798,-6
2644,45,MTBLS798,12
2645,45,MTBLS798,-8
2646,45,MTBLS798,12
2647,12,AMBIGUOUS: MTBLS147,-776
2648,45,MTBLS798,19
2649,45,MTBLS798,-8
2650,45,MTBLS798,0
2651,45,MTBLS798,1
2652,45,MTBLS798,4
2653,45,MTBLS798,13
2654,45,MTBLS798,12
2655,45,MTBLS798,11
2656,45,MTBLS798,19
2657,45,MTBLS798,-26
2658,12,AMBIGUOUS: MTBLS147,-686
2659,45,MTBLS798,-4
2660,45,MTBLS798,0
2661,45,MTBLS798,-30
2662,45,MTBLS798,16
2663,45,MTBLS798,4
2664,45,MTBLS798,25
2665,45,MTBLS798,13
2666,12,AMBIGUOUS: MTBLS147,-785
2667,45,MTBLS798,0
2668,45,MTBLS798,2
2669,45,MTBLS798,-4
2670,12,AMBIGUOUS: MTBLS147,-715
2671,45,MTBLS798,-8
2672,12,AMBIGUOUS: MTBLS147,-781
2673,45,MTBLS798,-3
2674,45,MTBLS798,-16
2675,45,MTBLS798,12
2676,45,MTBLS798,-9
2677,45,MTBLS798,-4
2678,45,MTBLS798,1
2679,45,MTBLS798,6
2680,29,unassigned,4550
2681,45,MTBLS798,10
2682,45,MTBLS798,-4
2683,45,MTBLS798,-6
2684,34,AMBIGUOUS: MTBLS395,-769
2685,45,MTBLS798,-1
2686,45,MTBLS798,8
2687,45,MTBLS798,7
2688,45,MTBLS798,21
2689,12,AMBIGUOUS: MTBLS147,-752
2690,45,MTBLS798,-9
2691,45,MTBLS798,12
2692,45,MTBLS798,17
2693,45,MTBLS798,-3
2694,45,MTBLS798,8
2695,45,MTBLS798,2
2696,45,MTBLS798,7
2697,45,MTBLS798,5
2698,45,MTBLS798,14
2699,45,MTBLS798,8
2700,34,AMBIGUOUS: MTBLS395,-778
2701,12,AMBIGUOUS: MTBLS147,-806
2702,45,MTBLS798,-4
2703,53,unassigned,418
2704,45,MTBLS798,4
2705,45,MTBLS798,-4
2706,45,MTBLS798,23
2707,45,MTBLS798,-20
2708,45,MTBLS798,-14
2709,45,MTBLS798,5
2710,45,MTBLS798,4
2711,45,MTBLS798,3
2712,45,MTBLS798,-1
2713,45,MTBLS798,5
2714,34,AMBIGUOUS: MTBLS395,-706
2715,12,AMBIGUOUS: MTBLS147,-775
2716,45,MTBLS798,4
2717,45,MTBLS798,-9
2718,45,MTBLS798,11
2719,34,AMBIGUOUS: MTBLS395,-609
2720,45,MTBLS798,6
2721,45,MTBLS798,-16
2722,45,MTBLS798,-2
2723,45,MTBLS798,1
2724,45,MTBLS798,-10
2725,45,MTBLS798,7
2726,45,MTBLS798,-25
2727,45,MTBLS798,1
2728,45,MTBLS798,12
2729,45,MTBLS798,0
2730,45,MTBLS798,-2
2731,45,MTBLS798,6
2732,45,MTBLS798,18
2733,45,MTBLS798,10
2734,45,MTBLS798,14
2735,34,AMBIGUOUS: MTBLS395,-659
2736,45,MTBLS798,7
2737,45,MTBLS798,-1
2738,45,MTBLS798,-6
2739,34,AMBIGUOUS: MTBLS395,-767
2740,45,MTBLS798,13
2741,45,MTBLS798,7
2742,45,MTBLS798,18
2743,45,MTBLS798,-4
2744,45,MTBLS798,5
2745,45,MTBLS798,7
2746,45,MTBLS798,13
2747,34,AMBIGUOUS: MTBLS395,-775
2748,34,AMBIGUOUS: MTBLS395,-585
2749,45,MTBLS798,13
2750,45,MTBLS798,-7
2751,45,MTBLS798,0
2752,45,MTBLS798,4
2753,34,AMBIGUOUS: MTBLS395,-770
2754,34,AMBIGUOUS: MTBLS395,-762
2755,45,MTBLS798,11
2756,45,MTBLS798,-4
2757,12,AMBIGUOUS: MTBLS147,-785
2758,44,unassigned,7187
2759,45,MTBLS798,9
2760,45,MTBLS798,5
2761,45,MTBLS798,5
2762,45,MTBLS798,7
2763,45,MTBLS798,4
2764,45,MTBLS798,51
2765,45,MTBLS798,11
2766,45,MTBLS798,10
2767,45,MTBLS798,18
2768,45,MTBLS798,3
2769,45,MTBLS798,5
2770,45,MTBLS798,-1
2771,45,MTBLS798,4
2772,45,MTBLS798,3
2773,45,MTBLS798,12
2774,12,AMBIGUOUS: MTBLS147,-777
2775,45,MTBLS798,16
2776,45,MTBLS798,14
2777,12,AMBIGUOUS: MTBLS147,-754
2778,45,MTBLS798,-5
2779,45,MTBLS798,-7
2780,45,MTBLS798,-10
2781,45,MTBLS798,-17
2782,45,MTBLS798,9
2783,45,MTBLS798,11
2784,45,MTBLS798,9
2785,45,MTBLS798,1
2786,45,MTBLS798,-8
2787,45,MTBLS798,-27
2788,45,MTBLS798,-10
2789,45,MTBLS798,0
2790,45,MTBLS798,-23
2791,45,MTBLS798,13
2792,12,AMBIGUOUS: MTBLS147,-713
2793,45,MTBLS798,10
2794,45,MTBLS798,2
2795,45,MTBLS798,9
2796,45,MTBLS798,6
2797,45,MTBLS798,5
2798,12,AMBIGUOUS: MTBLS147,-779
2799,45,MTBLS798,-3
2800,45,MTBLS798,-7
2801,45,MTBLS798,32
2802,34,AMBIGUOUS: MTBLS395,-555
2803,45,MTBLS798,8
2804,45,MTBLS798,4
2805,45,MTBLS798,7
2806,45,MTBLS798,-26
2807,45,MTBLS798,6
2808,45,MTBLS798,4
2809,34,AMBIGUOUS: MTBLS395,-607
2810,45,MTBLS798,-8
2811,45,MTBLS798,-6
2812,45,MTBLS798,27
2813,34,AMBIGUOUS: MTBLS395,-589
2814,45,MTBLS798,6
2815,45,MTBLS798,16
2816,45,MTBLS798,23
2817,45,MTBLS798,3
2818,45,MTBLS798,5
2819,45,MTBLS798,9
2820,34,AMBIGUOUS: MTBLS395,-769
2821,45,MTBLS798,-17
2822,45,MTBLS798,10
2823,34,AMBIGUOUS: MTBLS395,-771
2824,45,MTBLS798,-7
2825,34,AMBIGUOUS: MTBLS395,-606
2826,45,MTBLS798,7
2827,45,MTBLS798,-28
2828,45,MTBLS798,10
2829,34,AMBIGUOUS: MTBLS395,-774
2830,45,MTBLS798,3
2831,45,MTBLS798,21
2832,45,MTBLS798,5
2833,45,MTBLS798,13
2834,45,MTBLS798,10
2835,45,MTBLS798,34
2836,45,MTBLS798,-1
2837,45,MTBLS798,-4
2838,45,MTBLS798,2
2839,45,MTBLS798,29
2840,45,MTBLS798,-28
2841,45,MTBLS798,5
2842,45,MTBLS798,4
2843,45,MTBLS798,5
2844,45,MTBLS798,-4
2845,34,AMBIGUOUS: MTBLS395,-774
2846,45,MTBLS798,7
2847,45,MTBLS798,3
2848,45,MTBLS798,9
2849,45,MTBLS798,-4
2850,45,MTBLS798,4
2851,45,MTBLS798,3
2852,45,MTBLS798,19
2853,45,MTBLS798,23
2854,45,MTBLS798,16
2855,45,MTBLS798,-14
2856,45,MTBLS798,26
2857,45,MTBLS798,-9
2858,34,AMBIGUOUS: MTBLS395,-750
2859,45,MTBLS798,16
2860,45,MTBLS798,26
2861,45,MTBLS798,12
2862,45,MTBLS798,6
2863,45,MTBLS798,6
2864,45,MTBLS798,-53
2865,45,MTBLS798,-6
2866,45,MTBLS798,11
2867,34,AMBIGUOUS: MTBLS395,-757
2868,45,MTBLS798,-5
2869,45,MTBLS798,25
2870,45,MTBLS798,-7
2871,45,MTBLS798,-5
2872,12,AMBIGUOUS: MTBLS147,-783
2873,45,MTBLS798,-7
2874,45,MTBLS798,-17
2875,45,MTBLS798,-1
2876,45,MTBLS798,-2
2877,45,MTBLS798,-2
2878,68,MTBLS2336,-829
2879,45,MTBLS798,0
2880,34,AMBIGUOUS: MTBLS395,-770
2881,45,MTBLS798,1
2882,34,AMBIGUOUS: MTBLS395,-772
2883,45,MTBLS798,4
2884,34,AMBIGUOUS: MTBLS395,-773
2885,45,MTBLS798,-41
2886,12,AMBIGUOUS: MTBLS147,-780
2887,45,MTBLS798,3
2888,45,MTBLS798,-4
2889,34,AMBIGUOUS: MTBLS395,-763
2890,34,AMBIGUOUS: MTBLS395,-559
2891,45,MTBLS798,-24
2892,45,MTBLS798,17
2893,45,MTBLS798,1
2894,12,AMBIGUOUS: MTBLS147,-787
2895,34,AMBIGUOUS: MTBLS395,-766
2896,45,MTBLS798,5
2897,45,MTBLS798,10
2898,45,MTBLS798,3
2899,45,MTBLS798,1
2900,34,AMBIGUOUS: MTBLS395,-696
2901,45,MTBLS798,-2
2902,45,MTBLS798,9
2903,45,MTBLS798,2
2904,45,MTBLS798,12
2905,45,MTBLS798,25
2906,45,MTBLS798,14
2907,45,MTBLS798,-13
2908,45,MTBLS798,1
2909,45,MTBLS798,5
2910,45,MTBLS798,43
2911,45,MTBLS798,20
2912,45,MTBLS798,15
2913,45,MTBLS798,22
2914,34,AMBIGUOUS: MTBLS395,-776
2915,34,AMBIGUOUS: MTBLS395,-557
2916,45,MTBLS798,17
2917,45,MTBLS798,11
2918,45,MTBLS798,8
2919,45,MTBLS798,-16
2920,45,MTBLS798,-3
2921,45,MTBLS798,13
2922,45,MTBLS798,-8
2923,62,MTBLS46,-818
2924,45,MTBLS798,-10
2925,73,unassigned,-309
2926,45,MTBLS798,-1
2927,45,MTBLS798,5
2928,45,MTBLS798,8
2929,45,MTBLS798,-10
2930,45,MTBLS798,7
2931,45,MTBLS798,11
2932,45,MTBLS798,3
2933,45,MTBLS798,18
2934,45,MTBLS798,9
2935,45,MTBLS798,34
2936,45,MTBLS798,28
2937,45,MTBLS798,6
2938,45,MTBLS798,24
2939,45,MTBLS798,-13
2940,45,MTBLS798,10
2941,45,MTBLS798,7
2942,34,AMBIGUOUS: MTBLS395,-758
2943,45,MTBLS798,20
2944,45,MTBLS798,16
2945,45,MTBLS798,-2
2946,45,MTBLS798,2
2947,45,MTBLS798,15
2948,12,AMBIGUOUS: MTBLS147,-787
2949,45,MTBLS798,18
2950,12,AMBIGUOUS: MTBLS147,-755
2951,45,MTBLS798,4
2952,45,MTBLS798,9
2953,45,MTBLS798,-4
2954,45,MTBLS798,17
2955,45,MTBLS798,-4
2956,45,MTBLS798,9
2957,34,AMBIGUOUS: MTBLS395,-774
2958,45,MTBLS798,8
2959,45,MTBLS798,23
2960,45,MTBLS798,-9
2961,45,MTBLS798,6
2962,45,MTBLS798,15
2963,45,MTBLS798,0
2964,34,AMBIGUOUS: MTBLS395,-775
2965,45,MTBLS798,11
2966,45,MTBLS798,9
2967,45,MTBLS798,-8
2968,45,MTBLS798,2
2969,45,MTBLS798,-5
2970,45,MTBLS798,11
2971,45,MTBLS798,4
2972,45,MTBLS798,3
2973,45,MTBLS798,16
2974,45,MTBLS798,16
2975,45,MTBLS798,1
2976,45,MTBLS798,15
2977,45,MTBLS798,0
2978,45,MTBLS798,10
2979,45,MTBLS798,2
2980,12,AMBIGUOUS: MTBLS147,-757
2981,45,MTBLS798,20
2982,45,MTBLS798,11
2983,45,MTBLS798,28
2984,45,MTBLS798,-3
2985,45,MTBLS798,5
2986,12,AMBIGUOUS: MTBLS147,-717
2987,45,MTBLS798,6
2988,45,MTBLS798,17
2989,45,MTBLS798,5
2990,45,MTBLS798,5
2991,34,AMBIGUOUS: MTBLS395,-770
2992,45,MTBLS798,9
2993,45,MTBLS798,6
2994,45,MTBLS798,29
2995,45,MTBLS798,0
2996,45,MTBLS798,-9
2997,12,AMBIGUOUS: MTBLS147,-776
2998,45,MTBLS798,5
2999,45,MTBLS798,15
3000,34,AMBIGUOUS: MTBLS395,-553
3001,45,MTBLS798,4
3002,45,MTBLS798,3
3003,45,MTBLS798,15
3004,12,AMBIGUOUS: MTBLS147,-777
3005,45,MTBLS798,-1
3006,45,MTBLS798,-2
3007,45,MTBLS798,-17
3008,45,MTBLS798,0
3009,45,MTBLS798,-27
3010,12,AMBIGUOUS: MTBLS147,-780
3011,45,MTBLS798,-7
3012,45,MTBLS798,20
3013,45,MTBLS798,-4
3014,45,MTBLS798,12
3015,45,MTBLS798,-7
3016,45,MTBLS798,14
3017,45,MTBLS798,2
3018,45,MTBLS798,21
3019,45,MTBLS798,4
3020,45,MTBLS798,4
3021,45,MTBLS798,12
3022,45,MTBLS798,5
3023,45,MTBLS798,1
3024,45,MTBLS798,-5
3025,45,MTBLS798,6
3026,45,MTBLS798,6
3027,45,MTBLS798,17
3028,45,MTBLS798,7
3029,45,MTBLS798,-1
3030,45,MTBLS798,-1
3031,45,MTBLS798,-4
3032,45,MTBLS798,7
3033,45,MTBLS798,13
3034,45,MTBLS798,-1
3035,45,MTBLS798,14
3036,45,MTBLS798,11
3037,74,unassigned,7000
3038,45,MTBLS798,13
3039,45,MTBLS798,3
3040,45,MTBLS798,6
3041,45,MTBLS798,9
3042,34,AMBIGUOUS: MTBLS395,-777
3043,45,MTBLS798,-7
3044,34,AMBIGUOUS: MTBLS395,-762
3045,45,MTBLS798,4
3046,45,MTBLS798,8
3047,45,MTBLS798,-13
3048,45,MTBLS798,7
3049,45,MTBLS798,-35
3050,45,MTBLS798,-12
3051,45,MTBLS798,26
3052,53,unassigned,481
3053,45,MTBLS798,0
3054,45,MTBLS798,14
3055,45,MTBLS798,6
3056,12,AMBIGUOUS: MTBLS147,-782
3057,45,MTBLS798,-9
3058,68,MTBLS2336,-830
3059,45,MTBLS798,9
3060,45,MTBLS798,18
3061,45,MTBLS798,-1
3062,45,MTBLS798,-4
3063,45,MTBLS798,2
3064,45,MTBLS798,-23
3065,45,MTBLS798,8
3066,45,MTBLS798,9
3067,45,MTBLS798,1
3068,45,MTBLS798,-12
3069,45,MTBLS798,5
3070,45,MTBLS798,-15
3071,45,MTBLS798,21
3072,45,MTBLS798,20
3073,45,MTBLS798,5
3074,45,MTBLS798,13
3075,45,MTBLS798,20
3076,45,MTBLS798,5
3077,45,MTBLS798,0
3078,45,MTBLS798,4
3079,45,MTBLS798,5
3080,34,AMBIGUOUS: MTBLS395,-620
3081,45,MTBLS798,0
3082,45,MTBLS798,-14
3083,45,MTBLS798,22
3084,34,AMBIGUOUS: MTBLS395,-601
3085,45,MTBLS798,5
3086,45,MTBLS798,19
3087,45,MTBLS798,-2
3088,34,AMBIGUOUS: MTBLS395,-777
3089,45,MTBLS798,0
3090,34,AMBIGUOUS: MTBLS395,-772
3091,45,MTBLS798,4
3092,34,AMBIGUOUS: MTBLS395,-766
3093,45,MTBLS798,19
3094,45,MTBLS798,25
3095,34,AMBIGUOUS: MTBLS395,-624
3096,45,MTBLS798,-3
3097,45,MTBLS798,22
3098,45,MTBLS798,24
3099,45,MTBLS798,-30
3100,45,MTBLS798,-7
3101,45,MTBLS798,15
3102,45,MTBLS798,9
3103,45,MTBLS798,15
3104,45,MTBLS798,-1
3105,45,MTBLS798,-3
3106,45,MTBLS798,0
3107,12,AMBIGUOUS: MTBLS147,-700
3108,12,AMBIGUOUS: MTBLS147,-784
3109,45,MTBLS798,14
3110,34,AMBIGUOUS: MTBLS395,-543
3111,12,AMBIGUOUS: MTBLS147,-717
3112,45,MTBLS798,11
3113,12,AMBIGUOUS: MTBLS147,-743
3114,45,MTBLS798,9
3115,45,MTBLS798,10
3116,45,MTBLS798,13
3117,45,MTBLS798,8
3118,45,MTBLS798,1
3119,12,AMBIGUOUS: MTBLS147,-784
3120,45,MTBLS798,1
3121,34,AMBIGUOUS: MTBLS395,-756
3122,45,MTBLS798,-19
3123,45,MTBLS798,14
3124,34,AMBIGUOUS: MTBLS395,-772
3125,45,MTBLS798,1
3126,45,MTBLS798,6
3127,45,MTBLS798,8
3128,45,MTBLS798,-11
3129,45,MTBLS798,2
3130,45,MTBLS798,-9
3131,45,MTBLS798,0
3132,45,MTBLS798,6
3133,45,MTBLS798,11
3134,45,MTBLS798,-10
3135,45,MTBLS798,8
3136,45,MTBLS798,0
3137,45,MTBLS798,1
3138,12,AMBIGUOUS: MTBLS147,-796
3139,45,MTBLS798,7
3140,45,MTBLS798,0
3141,34,AMBIGUOUS: MTBLS395,-752
3142,45,MTBLS798,7
3143,45,MTBLS798,20
3144,45,MTBLS798,12
3145,45,MTBLS798,10
3146,34,AMBIGUOUS: MTBLS395,-546
3147,34,AMBIGUOUS: MTBLS395,-579
3148,45,MTBLS798,9
3149,45,MTBLS798,1
3150,45,MTBLS798,-6
3151,12,AMBIGUOUS: MTBLS147,-791
3152,34,AMBIGUOUS: MTBLS395,-773
3153,45,MTBLS798,-7
3154,45,MTBLS798,-34
3155,45,MTBLS798,9
3156,45,MTBLS798,9
3157,45,MTBLS798,-6
3158,45,MTBLS798,-3
3159,45,MTBLS798,10
3160,45,MTBLS798,13
3161,45,MTBLS798,8
3162,34,AMBIGUOUS: MTBLS395,-524
3163,45,MTBLS798,15
3164,45,MTBLS798,-3
3165,45,MTBLS798,-1
3166,45,MTBLS798,-4
3167,45,MTBLS798,-18
3168,45,MTBLS798,2
3169,34,AMBIGUOUS: MTBLS395,-749
3170,45,MTBLS798,15
3171,45,MTBLS798,0
3172,12,AMBIGUOUS: MTBLS147,-776
3173,45,MTBLS798,0
3174,45,MTBLS798,10
3175,45,MTBLS798,-3
3176,45,MTBLS798,10
3177,45,MTBLS798,-9
3178,45,MTBLS798,16
3179,45,MTBLS798,26
3180,45,MTBLS798,0
3181,45,MTBLS798,19
3182,45,MTBLS798,2
3183,45,MTBLS798,2
3184,45,MTBLS798,17
3185,45,MTBLS798,6
3186,45,MTBLS798,-6
3187,45,MTBLS798,9
3188,45,MTBLS798,-9
3189,45,MTBLS798,-1
3190,45,MTBLS798,18
3191,45,MTBLS798,15
3192,45,MTBLS798,11
3193,45,MTBLS798,15
3194,29,unassigned,4441
3195,12,AMBIGUOUS: MTBLS147,-783
3196,45,MTBLS798,3
3197,45,MTBLS798,-1
3198,45,MTBLS798,-8
3199,45,MTBLS798,-1
3200,12,AMBIGUOUS: MTBLS147,-712
3201,34,AMBIGUOUS: MTBLS395,-594
3202,45,MTBLS798,1
3203,45,MTBLS798,5
3204,45,MTBLS798,13
3205,45,MTBLS798,3
3206,45,MTBLS798,14
3207,45,MTBLS798,8
3208,45,MTBLS798,1
3209,45,MTBLS798,0
3210,45,MTBLS798,8
3211,45,MTBLS798,10
3212,45,MTBLS798,-2
3213,45,MTBLS798,9
3214,45,MTBLS798,7
3215,45,MTBLS798,-28
3216,45,MTBLS798,10
3217,45,MTBLS798,-3
3218,45,MTBLS798,9
3219,45,MTBLS798,5
3220,45,MTBLS798,9
3221,45,MTBLS798,5
3222,34,AMBIGUOUS: MTBLS395,-597
3223,45,MTBLS798,21
3224,45,MTBLS798,-3
3225,45,MTBLS798,19
3226,45,MTBLS798,5
3227,45,MTBLS798,19
3228,45,MTBLS798,10
3229,45,MTBLS798,-3
3230,45,MTBLS798,11
3231,45,MTBLS798,10
3232,45,MTBLS798,1
3233,45,MTBLS798,-5
3234,45,MTBLS798,10
3235,45,MTBLS798,29
3236,45,MTBLS798,-5
3237,45,MTBLS798,9
3238,45,MTBLS798,7
3239,45,MTBLS798,-2
3240,34,AMBIGUOUS: MTBLS395,-544
3241,12,AMBIGUOUS: MTBLS147,-758
3242,45,MTBLS798,2
3243,45,MTBLS798,6
3244,12,AMBIGUOUS: MTBLS147,-758
3245,45,MTBLS798,2
3246,45,MTBLS798,17
3247,34,AMBIGUOUS: MTBLS395,-799
3248,45,MTBLS798,-11
3249,45,MTBLS798,-6
3250,45,MTBLS798,34
3251,45,MTBLS798,-2
3252,45,MTBLS798,7
3253,45,MTBLS798,14
3254,45,MTBLS798,6
3255,45,MTBLS798,20
3256,34,AMBIGUOUS: MTBLS395,-548
3257,63,unassigned,-3258
3258,34,AMBIGUOUS: MTBLS395,-705
3259,45,MTBLS798,4
3260,45,MTBLS798,14
3261,12,AMBIGUOUS: MTBLS147,-775
3262,45,MTBLS798,19
3263,45,MTBLS798,3
3264,45,MTBLS798,13
3265,45,MTBLS798,-4
3266,45,MTBLS798,-27
3267,45,MTBLS798,0
3268,45,MTBLS798,35
3269,45,MTBLS798,4
3270,12,AMBIGUOUS: MTBLS147,-700
3271,45,MTBLS798,11
3272,45,MTBLS798,11
3273,45,MTBLS798,2
3274,45,MTBLS798,-3
3275,12,AMBIGUOUS: MTBLS147,-781
3276,45,MTBLS798,-2
3277,45,MTBLS798,3
3278,62,MTBLS46,-821
3279,45,MTBLS798,-3
3280,45,MTBLS798,9
3281,45,MTBLS798,23
3282,45,MTBLS798,6
3283,45,MTBLS798,11
3284,45,MTBLS798,14
3285,45,MTBLS798,-5
3286,45,MTBLS798,-10
3287,45,MTBLS798,-1
3288,45,MTBLS798,-6
3289,45,MTBLS798,13
3290,45,MTBLS798,17
3291,45,MTBLS798,-4
3292,45,MTBLS798,6
3293,45,MTBLS798,4
3294,45,MTBLS798,-1
3295,45,MTBLS798,2
3296,45,MTBLS798,10
3297,45,MTBLS798,9
3298,45,MTBLS798,18
3299,45,MTBLS798,-7
3300,45,MTBLS798,8
3301,45,MTBLS798,1
3302,45,MTBLS798,-35
3303,45,MTBLS798,-6
3304,45,MTBLS798,9
3305,45,MTBLS798,3
3306,45,MTBLS798,13
3307,45,MTBLS798,-1
3308,34,AMBIGUOUS: MTBLS395,-780
3309,34,AMBIGUOUS: MTBLS395,-756
3310,45,MTBLS798,9
3311,45,MTBLS798,26
3312,45,MTBLS798,8
3313,45,MTBLS798,-6
3314,45,MTBLS798,3
3315,45,MTBLS798,-3
3316,45,MTBLS798,15
3317,45,MTBLS798,7
3318,12,AMBIGUOUS: MTBLS147,-770
3319,45,MTBLS798,16
3320,45,MTBLS798,22
3321,45,MTBLS798,-7
3322,12,AMBIGUOUS: MTBLS147,-774
3323,45,MTBLS798,4
3324,45,MTBLS798,-9
3325,45,MTBLS798,3
3326,45,MTBLS798,-8
3327,45,MTBLS798,2
3328,45,MTBLS798,-5
3329,34,AMBIGUOUS: MTBLS395,-527
3330,45,MTBLS798,16
3331,45,MTBLS798,16
3332,34,AMBIGUOUS: MTBLS395,-779
3333,45,MTBLS798,13
3334,45,MTBLS798,6
3335,45,MTBLS798,18
3336,45,MTBLS798,5
3337,45,MTBLS798,3
3338,45,MTBLS798,19
3339,45,MTBLS798,8
3340,45,MTBLS798,12
3341,12,AMBIGUOUS: MTBLS147,-781
3342,45,MTBLS798,-3
3343,45,MTBLS798,1
3344,45,MTBLS798,10
3345,45,MTBLS798,2
3346,45,MTBLS798,-5
3347,45,MTBLS798,13
3348,45,MTBLS798,-5
3349,45,MTBLS798,8
3350,45,MTBLS798,-11
3351,45,MTBLS798,8
3352,45,MTBLS798,-19
3353,45,MTBLS798,-3
3354,45,MTBLS798,19
3355,45,MTBLS798,10
3356,45,MTBLS798,-1
3357,45,MTBLS798,-1
3358,45,MTBLS798,-1
3359,45,MTBLS798,1
3360,45,MTBLS798,1
3361,45,MTBLS798,-6
3362,45,MTBLS798,-32
3363,45,MTBLS798,5
3364,62,MTBLS46,-818
3365,45,MTBLS798,15
3366,45,MTBLS798,0
3367,45,MTBLS798,3
3368,45,MTBLS798,0
3369,45,MTBLS798,7
3370,45,MTBLS798,21
3371,45,MTBLS798,21
3372,45,MTBLS798,27
3373,45,MTBLS798,9
3374,45,MTBLS798,13
3375,45,MTBLS798,7
3376,45,MTBLS798,7
3377,45,MTBLS798,8
3378,45,MTBLS798,14
3379,45,MTBLS798,3
3380,45,MTBLS798,3
3381,45,MTBLS798,-4
3382,53,unassigned,426
3383,45,MTBLS798,0
3384,45,MTBLS798,-3
3385,45,MTBLS798,11
3386,34,AMBIGUOUS: MTBLS395,-763
3387,45,MTBLS798,-4
3388,45,MTBLS798,4
3389,45,MTBLS798,-31
3390,45,MTBLS798,0
3391,45,MTBLS798,5
3392,45,MTBLS798,-7
3393,45,MTBLS798,-1
3394,12,AMBIGUOUS: MTBLS147,-773
3395,34,AMBIGUOUS: MTBLS395,-644
3396,45,MTBLS798,-16
3397,34,AMBIGUOUS: MTBLS395,-767
3398,45,MTBLS798,15
3399,45,MTBLS798,3
3400,45,MTBLS798,-3
3401,45,MTBLS798,2
3402,45,MTBLS798,11
3403,45,MTBLS798,-23
3404,34,AMBIGUOUS: MTBLS395,-374
3405,45,MTBLS798,3
3406,45,MTBLS798,-5
3407,45,MTBLS798,5
3408,45,MTBLS798,-7
3409,45,MTBLS798,-12
3410,45,MTBLS798,-5
3411,45,MTBLS798,2
3412,45,MTBLS798,4
3413,45,MTBLS798,6
3414,12,AMBIGUOUS: MTBLS147,-754
3415,45,MTBLS798,12
3416,45,MTBLS798,5
3417,45,MTBLS798,-2
3418,45,MTBLS798,10
3419,45,MTBLS798,-17
3420,45,MTBLS798,11
3421,45,MTBLS798,13
3422,45,MTBLS798,4
3423,45,MTBLS798,2
3424,45,MTBLS798,11
3425,45,MTBLS798,25
3426,45,MTBLS798,19
3427,12,AMBIGUOUS: MTBLS147,-777
3428,45,MTBLS798,13
3429,45,MTBLS798,-1
3430,34,AMBIGUOUS: MTBLS395,-727
3431,45,MTBLS798,2
3432,45,MTBLS798,-39
3433,45,MTBLS798,-1
3434,12,AMBIGUOUS: MTBLS147,-783
3435,45,MTBLS798,2
3436,45,MTBLS798,5
3437,45,MTBLS798,4
3438,45,MTBLS798,4
3439,45,MTBLS798,7
3440,45,MTBLS798,28
3441,12,AMBIGUOUS: MTBLS147,-776
3442,45,MTBLS798,2
3443,45,MTBLS798,8
3444,45,MTBLS798,1
3445,45,MTBLS798,21
3446,45,MTBLS798,25
3447,45,MTBLS798,38
3448,45,MTBLS798,17
3449,45,MTBLS798,1
