model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
XGBoost,0.8344444444444443,0.06578115606940302,0.8757938965059708,0.06095951083422986,0.7739130434782607,0.09241745735403112,0.8206547470302432,0.07496376921918606,0.8789795185052103,0.06439990244758646,0.8801222443182679,0.07080653308774544
LogisticRegression,0.6562626262626263,0.09751242271849347,0.7429629629629629,0.155215227177785,0.5316205533596838,0.038091571674696414,0.6103266531837961,0.05302186432433584,0.7716313330937836,0.07646323196489775,0.7879454962212622,0.07195846118681959
SVM_RBF,0.6383838383838383,0.11372499349525308,0.8096666666666668,0.21556257147803334,0.4320158102766799,0.07202737202349649,0.5465091781393409,0.07847319286800199,0.6640316205533596,0.13923342172905978,0.7063138143161642,0.1372387939894587
