row,r2_full,r2_metabolites_only,r2_envelope_only,n_metabolites_used,r2_unconstrained_upper_bound,metabolite_signal_frac
26,0.18638718316484237,0.18583862709924115,0.06331367373094288,38,0.22592126686565106,0.22450724618298162
51,0.598543004091481,0.5939816094301751,0.1829366778667404,41,0.6215318226448112,0.3806275708113557
79,0.8806571292614338,0.8796253913899145,0.0682604707577753,41,0.8847892470609282,0.31227788067506485
158,0.8581248503336181,0.8573369796549418,0.07272259126812919,42,0.861934394569883,0.28039180808540987
213,0.659703808424677,0.6596451447415248,0.05810987685439839,43,0.6621696519260706,0.3596463581928988
273,0.40902441100152975,0.14478539608600594,0.3850189832608679,41,0.4773044755183834,0.061848028271718265
323,0.8350776738589973,0.834079468644556,0.043771099677963665,40,0.843759798744356,0.40981195637611323
394,0.9096840931297298,0.9086863965600258,0.05709537212918847,41,0.9116115347834834,0.3334679748853172
723,0.49224097274013556,0.17681115906896006,0.4641956748291176,37,0.5360934182399908,0.23039996140202665
775,0.340415068237516,0.2022172897733907,0.2999069726981646,37,0.40857834609694343,0.17762081427518386
860,0.4125516990145408,0.2716814547904297,0.3149256331974716,41,0.46387112805528075,0.26254774818702853
1199,0.30759487359163806,0.2948950859588937,0.15621212221674563,40,0.33391292342499523,0.2940487472873914
1685,0.3850778539922347,0.1964042024056819,0.3410183771971296,40,0.43161389697096875,0.3308241689141782
1693,0.6427056291525659,0.22309330744893596,0.6234620370830328,34,0.6966173654311287,0.2347323357026652
2485,0.4081340339485372,0.2724560718422657,0.3196839059636968,39,0.453293103197959,0.45221373152091116
2593,0.4181435879633104,0.22928161565342786,0.3532743412107362,41,0.46257861625013963,0.39280173721824696
2671,0.3502675015309493,0.19733916701774723,0.3035038075600841,40,0.3934094959772638,0.37842092807320843
2891,0.5114282699716604,0.28723084019791134,0.44104694435347347,41,0.5484965615175603,0.39684317899224886
2959,0.3635247416715055,0.2083107621945831,0.3116212521725331,40,0.4026027881404989,0.32828354805528487
3668,0.49482332426746534,0.24736595284010243,0.44472616368097917,40,0.5340330179343569,0.35704923275785744
3707,0.28935376112163824,0.1822717791607883,0.2339934444427486,42,0.3259816372929617,0.37021963124102325
3797,0.2348555098572659,0.17379245366115115,0.1840550054786234,40,0.28926149532905054,0.4188525027757311
3891,0.32231623546036403,0.19708900616014957,0.2596295288348922,35,0.39277140334254956,0.37311666731171367
4078,0.26241217430387764,0.16294674180528823,0.21708720631638279,35,0.2993081638090518,0.40743181158624303
4453,0.36692685060765506,0.1766027319270499,0.3331388625294387,41,0.40253272671460094,0.3120919374990435
4641,0.3631882121296086,0.16532175654062597,0.33943459993892067,39,0.3951547174332042,0.28105312189286236
4846,0.3623747328274456,0.18068224888310358,0.32244237073260373,38,0.3962793278757897,0.3213997323924567
4913,0.35832675310101647,0.1977241265431665,0.31389982194593613,40,0.40815458054822695,0.3307209461269091
5075,0.5794978995865283,0.20714571859315778,0.5637035416354865,36,0.619537928560677,0.18525635415602812
5222,0.43792507850652573,0.20484643773886702,0.39807152958208747,40,0.4761906901558274,0.3447075311457383
5234,0.27508754920232537,0.181944791766809,0.210352690706039,42,0.3070350612975442,0.3961683822894674
5341,0.28139685497486866,0.1969953175334488,0.22214366766007887,41,0.3222190526523011,0.36327886738014015
5391,0.31794094297551023,0.2162858845716119,0.23670580780491757,34,0.3829796623449445,0.45152188247987207
5838,0.3862720820408263,0.21524402385491637,0.3363899440914663,37,0.4368665631188141,0.3458975287262493
5944,0.24320900934360068,0.16139337917344143,0.18763414492972186,40,0.2714742783960665,0.3966176445840856
