feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean,masking_ratio,masking_label,support_per_class,source_dir,method_id,method_label
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.3678358208955224,0.0765271034922729,0.3198438911335551,0.0590174001573798,0.348845273053149,0.3338258301404853,0.3,30%,2,fewshot_support_sweep_MTBLS326/mask_0.30/support_2,prototype_head|mae_embeddings|prototype_mahalanobis_support_anova,MAE prototype head
direct_binned,bins1024_auc,logreg_C0p1,100,0.3774603174603175,0.057256758553288,0.3326880666340494,0.0406061837582364,0.3548060588014692,0.3397391737891738,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,direct_binned|bins1024_auc|logreg_C0p1,Direct 1024 AUC + LOGREG_C0P1
direct_binned,bins1024_auc,svm_C1p0,100,0.3713492063492063,0.0572898075748498,0.3215870934257047,0.044811492155134,0.3413361446655995,0.3303600556850556,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,direct_binned|bins1024_auc|svm_C1p0,Direct 1024 AUC + SVM_C1P0
direct_binned,bins1024_auc,xgboost_depth2,100,0.3368253968253968,0.0582701064025732,0.3012816613184157,0.0471391687828533,0.3316755165513728,0.3134012367262367,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,direct_binned|bins1024_auc|xgboost_depth2,Direct 1024 AUC + XGBOOST_DEPTH2
direct_binned,bins2048_auc,logreg_C0p1,100,0.3792063492063491,0.0576913709377341,0.3336478221148436,0.04170764609841,0.3544729779535596,0.3408459919709919,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,direct_binned|bins2048_auc|logreg_C0p1,Direct 2048 AUC + LOGREG_C0P1
direct_binned,bins2048_auc,svm_C1p0,100,0.3725396825396825,0.0589809568175445,0.3231866262078041,0.0468082035364236,0.3443821557207906,0.3315953574203574,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,direct_binned|bins2048_auc|svm_C1p0,Direct 2048 AUC + SVM_C1P0
direct_binned,bins2048_auc,xgboost_depth2,100,0.3374603174603174,0.0579872762688941,0.302868003134063,0.0480965330579693,0.3330195178628755,0.3139198717948718,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,direct_binned|bins2048_auc|xgboost_depth2,Direct 2048 AUC + XGBOOST_DEPTH2
foundation_backbone,mae_flatten,logreg_C0p1,100,0.3884920634920635,0.0587383373355391,0.3353007767429967,0.0458218605960421,0.3536469813927353,0.3434660321160321,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,foundation_backbone|mae_flatten|logreg_C0p1,MAE embeddings + LOGREG_C0P1
foundation_backbone,mae_flatten,svm_C1p0,100,0.3865873015873016,0.0588781183334239,0.3315103171532339,0.0456934117815043,0.3489435724665839,0.3394874902874902,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,foundation_backbone|mae_flatten|svm_C1p0,MAE embeddings + SVM_C1P0
foundation_backbone,mae_flatten,xgboost_depth2,100,0.368968253968254,0.0655189442625743,0.3224515536865301,0.0510675550629386,0.3408093496733639,0.3308488992488992,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,foundation_backbone|mae_flatten|xgboost_depth2,MAE embeddings + XGBOOST_DEPTH2
