feature_group,feature_name,classifier,episode,n_train,n_test,status,error,accuracy,macro_f1,macro_precision,macro_recall
foundation_backbone,mae_flatten,svm,1,12,30,ok,,0.5666666666666667,0.5143123543123543,0.5585858585858586,0.539141414141414
foundation_backbone,mae_flatten,logreg,1,12,30,ok,,0.5333333333333333,0.4895382395382395,0.5416666666666666,0.5183080808080808
foundation_backbone,mae_flatten,xgboost,1,12,30,ok,,0.5,0.4814814814814814,0.4892255892255892,0.5593434343434343
foundation_backbone,mae_flatten,svm,2,12,30,ok,,0.6333333333333333,0.49086419753086413,0.5043290043290044,0.5
foundation_backbone,mae_flatten,logreg,2,12,30,ok,,0.6666666666666666,0.5076190476190476,0.5119047619047619,0.5208333333333334
foundation_backbone,mae_flatten,xgboost,2,12,30,ok,,0.7,0.5264142122487144,0.5222222222222223,0.5321969696969697
foundation_backbone,mae_flatten,svm,3,12,30,ok,,0.5333333333333333,0.5027777777777778,0.5833333333333334,0.6988636363636364
foundation_backbone,mae_flatten,logreg,3,12,30,ok,,0.5666666666666667,0.5365079365079365,0.5956709956709957,0.7196969696969697
foundation_backbone,mae_flatten,xgboost,3,12,30,ok,,0.5666666666666667,0.5379188712522046,0.5528619528619528,0.6104797979797979
foundation_backbone,mae_flatten,svm,4,12,30,ok,,0.5666666666666667,0.509700176366843,0.5699074074074074,0.6388888888888888
foundation_backbone,mae_flatten,logreg,4,12,30,ok,,0.5666666666666667,0.509700176366843,0.5699074074074074,0.6388888888888888
foundation_backbone,mae_flatten,xgboost,4,12,30,ok,,0.4666666666666667,0.42857142857142855,0.4666666666666666,0.5574494949494949
foundation_backbone,mae_flatten,svm,5,12,30,ok,,0.6,0.5545454545454546,0.5714285714285715,0.6502525252525252
foundation_backbone,mae_flatten,logreg,5,12,30,ok,,0.5,0.45714285714285713,0.4987012987012987,0.5877525252525252
foundation_backbone,mae_flatten,xgboost,5,12,30,ok,,0.5,0.44273504273504277,0.45274725274725275,0.47853535353535354
foundation_backbone,mae_flatten,svm,6,12,30,ok,,0.4666666666666667,0.44249084249084253,0.49326599326599324,0.45770202020202017
foundation_backbone,mae_flatten,logreg,6,12,30,ok,,0.5,0.46341677646025464,0.5212842712842712,0.4974747474747474
foundation_backbone,mae_flatten,xgboost,6,12,30,ok,,0.4666666666666667,0.42640692640692635,0.49242424242424243,0.44823232323232326
foundation_backbone,mae_flatten,svm,7,12,30,ok,,0.5,0.4346764346764347,0.5222222222222223,0.4974747474747474
foundation_backbone,mae_flatten,logreg,7,12,30,ok,,0.4666666666666667,0.4040293040293041,0.5025252525252525,0.4766414141414141
foundation_backbone,mae_flatten,xgboost,7,12,30,ok,,0.43333333333333335,0.35955272797378063,0.4516339869281046,0.45580808080808083
foundation_backbone,mae_flatten,svm,8,12,30,ok,,0.4666666666666667,0.47241291634884314,0.5863095238095238,0.6193181818181818
