feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg,100,0.585,0.09130245982158694,0.5367971911261709,0.08814200326835507,0.5890262330548708,0.6468181818181818
direct_binned,bins1024_auc,svm,100,0.6,0.08422086297242758,0.544540420123536,0.0807183304529659,0.5894297963556612,0.6319191919191919
direct_binned,bins1024_auc,xgboost,100,0.5356666666666666,0.08764982363069297,0.487424885135796,0.08131976592634176,0.5366849337378345,0.5733522727272727
direct_binned,bins2048_auc,logreg,100,0.5943333333333333,0.09187594720340578,0.5435448703579446,0.08782801771701645,0.5922029098639006,0.6477083333333333
direct_binned,bins2048_auc,svm,100,0.6036666666666667,0.0852664668575541,0.5493498412163909,0.081567957452406,0.5956421580966608,0.6404797979797979
direct_binned,bins2048_auc,xgboost,100,0.541,0.09221735413706253,0.49292596996179827,0.08701638110085998,0.540891235835626,0.5834280303030304
foundation_backbone,mae_flatten,logreg,100,0.595,0.08346790481111765,0.530788774974868,0.0724033514968347,0.5760900747429385,0.6050378787878787
foundation_backbone,mae_flatten,svm,100,0.5866666666666667,0.08554309236258636,0.5234279850017246,0.07140003676604782,0.5734261821626373,0.5973611111111111
foundation_backbone,mae_flatten,xgboost,100,0.526,0.07850740026739665,0.4732569106461956,0.06808511972999827,0.5248003521532933,0.5324116161616161
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.5956666666666667,0.09304126982157554,0.5397466085439514,0.07992008198250808,0.598917100056806,0.61947601010101
