feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg_C0p1,100,0.48194444444444445,0.10807979194378474,0.43995158371024495,0.10849659633755632,0.48926561709862554,0.5095071225071225
direct_binned,bins1024_auc,svm_C1p0,100,0.4708333333333334,0.11886359433867719,0.43132160415385384,0.11552439796147525,0.4692275307595741,0.49527635327635333
direct_binned,bins1024_auc,xgboost_depth2,100,0.4519444444444444,0.11570571860702857,0.417030619642142,0.11793035018213072,0.4756816354613852,0.48463247863247866
direct_binned,bins2048_auc,logreg_C0p1,100,0.485,0.10779420657643353,0.4411251723395651,0.10859097057307686,0.48563031502353005,0.510045584045584
direct_binned,bins2048_auc,svm_C1p0,100,0.47694444444444445,0.11772242891907775,0.43687962029389793,0.11553660586086548,0.47587658262312543,0.5003304843304843
direct_binned,bins2048_auc,xgboost_depth2,100,0.4641666666666666,0.11369710934057664,0.4321147272152601,0.11325891685662404,0.4978985823148283,0.5000712250712251
foundation_backbone,mae_flatten,logreg_C0p1,100,0.4944444444444444,0.10400988950264978,0.4435889826041266,0.10190180787618838,0.4872967009263651,0.4824330484330484
foundation_backbone,mae_flatten,svm_C1p0,100,0.49166666666666664,0.10442121909067908,0.4422712050252229,0.10065989548845174,0.48691345418551973,0.4818831908831909
foundation_backbone,mae_flatten,xgboost_depth2,100,0.41666666666666663,0.12478938485460438,0.37848678649257894,0.11109505795143375,0.4628964440355985,0.42733618233618237
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.5530555555555555,0.10379197481820518,0.5120125685760761,0.10644881011078121,0.5696471451432528,0.5643162393162393
