feature_group,feature_name,classifier,episode,n_train,n_test,status,error,accuracy,macro_f1,macro_precision,macro_recall
foundation_backbone,mae_flatten,svm,1,3,39,ok,,0.48717948717948717,0.444668911335578,0.49551282051282053,0.48454469507101083
foundation_backbone,mae_flatten,logreg,1,3,39,ok,,0.4358974358974359,0.37441077441077436,0.4953405017921147,0.45572263993316625
foundation_backbone,mae_flatten,xgboost,1,3,39,ok,,0.15384615384615385,0.08888888888888889,0.05128205128205129,0.3333333333333333
foundation_backbone,mae_flatten,svm,2,3,39,ok,,0.48717948717948717,0.4056245686680469,0.8039215686274509,0.4590643274853801
foundation_backbone,mae_flatten,logreg,2,3,39,ok,,0.48717948717948717,0.4056245686680469,0.8039215686274509,0.4590643274853801
foundation_backbone,mae_flatten,xgboost,2,3,39,ok,,0.15384615384615385,0.08888888888888889,0.05128205128205129,0.3333333333333333
foundation_backbone,mae_flatten,svm,3,3,39,ok,,0.2564102564102564,0.25114638447971777,0.4801587301587302,0.3525480367585631
foundation_backbone,mae_flatten,logreg,3,3,39,ok,,0.28205128205128205,0.2823620823620823,0.48333333333333334,0.3700918964076858
foundation_backbone,mae_flatten,xgboost,3,3,39,ok,,0.15384615384615385,0.08888888888888889,0.05128205128205129,0.3333333333333333
foundation_backbone,mae_flatten,svm,4,3,39,ok,,0.5897435897435898,0.543859649122807,0.5646929824561403,0.535923141186299
foundation_backbone,mae_flatten,logreg,4,3,39,ok,,0.5641025641025641,0.5194103194103193,0.524537037037037,0.5183792815371763
foundation_backbone,mae_flatten,xgboost,4,3,39,ok,,0.15384615384615385,0.08888888888888889,0.05128205128205129,0.3333333333333333
foundation_backbone,mae_flatten,svm,5,3,39,ok,,0.3333333333333333,0.29408369408369406,0.4984126984126984,0.3224728487886383
foundation_backbone,mae_flatten,logreg,5,3,39,ok,,0.3333333333333333,0.29408369408369406,0.4984126984126984,0.3224728487886383
foundation_backbone,mae_flatten,xgboost,5,3,39,ok,,0.15384615384615385,0.08888888888888889,0.05128205128205129,0.3333333333333333
foundation_backbone,mae_flatten,svm,6,3,39,ok,,0.2564102564102564,0.23703703703703702,0.2896825396825397,0.2322472848788638
foundation_backbone,mae_flatten,logreg,6,3,39,ok,,0.28205128205128205,0.256121333143156,0.3338383838383838,0.24979114452798665
foundation_backbone,mae_flatten,xgboost,6,3,39,ok,,0.15384615384615385,0.08888888888888889,0.05128205128205129,0.3333333333333333
