feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg,100,0.4046153846153846,0.10906489527951178,0.35699715827301753,0.10771461342967023,0.4072003125035269,0.42540517961570595
direct_binned,bins1024_auc,svm,100,0.3956410256410256,0.10645650754958413,0.3511643023513754,0.10874656597059637,0.4039124129337916,0.41914786967418544
direct_binned,bins1024_auc,xgboost,100,0.15384615384615385,0.0,0.08888888888888889,0.0,0.05128205128205129,0.33333333333333326
direct_binned,bins2048_auc,logreg,100,0.4076923076923077,0.11602315473960968,0.35771439213803924,0.1134632212210123,0.40975007940443736,0.42781537176274015
direct_binned,bins2048_auc,svm,100,0.4005128205128205,0.11058869476283091,0.3539681330579038,0.11104700685100498,0.40390319430226335,0.42354636591478695
direct_binned,bins2048_auc,xgboost,100,0.15384615384615385,0.0,0.08888888888888889,0.0,0.05128205128205129,0.33333333333333326
foundation_backbone,mae_flatten,logreg,100,0.42358974358974355,0.1168206133280328,0.37798295533518556,0.1125900840593417,0.4819386632095091,0.4251127819548872
foundation_backbone,mae_flatten,svm,100,0.42871794871794866,0.11905051639987428,0.38537375263217943,0.11314323395916812,0.4918281273804657,0.4278028404344194
foundation_backbone,mae_flatten,xgboost,100,0.15384615384615385,0.0,0.08888888888888889,0.0,0.05128205128205129,0.33333333333333326
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.4212820512820513,0.11091699019011976,0.37745438058418496,0.10539170365006395,0.48330038025873717,0.42606098579782786
