row_index,input_min,input_max,input_range,constant_row
0,-4.0813169675483106e-05,0.13371744809719419,0.13375826126686968,False
1,-0.00012191722375370088,0.06436216666008643,0.06448408388384012,False
2,-1.2778885047723657e-05,0.08066813839122733,0.08068091727627505,False
3,0.0,0.01572488176951504,0.01572488176951504,False
4,-1.4463337921292441e-05,0.068987793676442,0.0690022570143633,False
5,-0.000513078155357998,0.6049229772927635,0.6054360554481214,False
6,-0.00012350286359147277,0.545481978071548,0.5456054809351394,False
7,0.0,0.06830928783126619,0.06830928783126619,False
8,-5.931048758836156e-05,0.062354069341852246,0.062413379829440604,False
9,0.0,0.07123585710118141,0.07123585710118141,False
10,-0.00015387585861285165,0.03132119564967541,0.03147507150828826,False
11,-0.00035115980952364617,0.7192149064141833,0.7195660662237069,False
12,-0.0003778129723468236,0.7999709531769366,0.8003487661492834,False
13,-0.0005125420148078453,0.5625790785750137,0.5630916205898215,False
14,-0.00041771202301018744,0.5649025252809585,0.5653202373039687,False
15,-0.00023958318474710252,0.04955455650817355,0.04979413969292065,False
16,0.0,0.07666770763995744,0.07666770763995744,False
17,0.0,0.23267640198954237,0.23267640198954237,False
18,-0.0003714325197490952,0.6853336413377747,0.6857050738575239,False
19,-0.00011403485175085752,0.12938787787166994,0.1295019127234208,False
20,-0.00324048527216573,0.4086902626899827,0.41193074796214846,False
21,-0.000513078155357998,0.6049229772927635,0.6054360554481214,False
22,-0.0016814262183731108,0.5940161404978659,0.595697566716239,False
23,-1.3326241797018435e-05,0.6778128547095866,0.6778261809513837,False
24,-0.0020681354337498026,0.5374526701629715,0.5395208055967213,False
25,-0.0003329523558173284,1.0,1.0003329523558173,False
26,-0.0011449635484167898,0.5820809530909626,0.5832259166393794,False
27,-0.0014556080347729486,1.0,1.001455608034773,False
28,-0.00028291754351093536,1.0,1.0002829175435108,False
29,-0.0005363047127536615,0.7614228107825652,0.7619591154953189,False
30,-0.00041230903762344817,1.0,1.0004123090376233,False
31,-0.0008404547898158852,1.0,1.000840454789816,False
32,-8.997615912878119e-05,0.10781461073735855,0.10790458689648734,False
33,-9.698126264757249e-05,0.105411298479082,0.10550827974172956,False
34,-1.7142087627650815e-05,0.094423923009938,0.09444106509756565,False
35,-0.00010212141704355271,0.09986257004244793,0.09996469145949148,False
36,-6.295421731963175e-05,0.09977593258256261,0.09983888679988225,False
37,-5.187974294399083e-05,0.09900317217454734,0.09905505191749132,False
38,-1.6665402128703682e-05,0.09453220816408167,0.09454887356621038,False
39,-3.293485071134782e-05,0.09876215252233962,0.09879508737305097,False
40,-3.250491814664823e-05,0.09859518589638196,0.0986276908145286,False
41,-3.293485071134782e-05,0.09876215252233962,0.09879508737305097,False
