row,r2_full,r2_metabolites_only,r2_envelope_only,n_metabolites_used,r2_unconstrained_upper_bound,metabolite_signal_frac
47,0.830063480919999,0.8260856964506162,0.1386345228518534,42,0.8353302643999609,0.3400866762334492
86,0.609834149353516,0.6012508235692768,0.23560545465937077,35,0.6304299467664736,0.4265750582944855
123,0.7713368379162077,0.770245483434434,0.07652188432831086,42,0.7750148824454537,0.25571786991858997
227,0.45567732962532537,0.19777785132285042,0.41169225824403677,39,0.5221672124250437,0.18222758077396717
291,0.829264965265631,0.827189243431589,0.10172596226815711,42,0.8358462014756758,0.2296519048474702
363,0.5392583793676589,0.225920247933312,0.5062395785784339,37,0.6019458705364968,0.17699237257359618
421,0.5199664479154398,0.5146706273101049,0.2108700424135429,40,0.5470886060375271,0.3933350352714875
497,0.526367685478601,0.21902540803436588,0.49750904120717176,41,0.5823890607772269,0.19670943352919795
824,0.616670799911818,0.6101829455027001,0.22105156777525015,41,0.635534930789607,0.458984921718066
873,0.47707904575125337,0.3290617721678184,0.3989727012668516,35,0.5423730010164292,0.21166297881645943
955,0.5636201992619709,0.1984562237143851,0.5401185505896038,38,0.6026980234749102,0.18601105036651835
1281,0.6280548248151478,0.20638936171715205,0.6175151069350633,40,0.6725276544933507,0.18308641992108105
1750,0.33885586121880407,0.21617701210803453,0.2787248920271398,42,0.38561014456785714,0.3406608115710087
1757,0.25770364111457045,0.1729053464699022,0.20936255084963618,40,0.30363743130753307,0.38885240082417244
2515,0.27403311543059905,0.18622741796084807,0.20167771437471005,40,0.31893542279724196,0.5243957623331925
2618,0.41142114369875393,0.250138450140466,0.3442458962035706,39,0.4559264903163267,0.3799833475140508
2694,0.35703417954339123,0.21641883698899667,0.2898099424475826,33,0.4087445894783762,0.43081292312929015
2900,0.2798262105084538,0.18854993550703347,0.21227217169288748,39,0.3118250212091922,0.39764552006084164
2964,0.4890311383841883,0.16761770045143076,0.4671843162501158,36,0.5443785366498719,0.3046554960471398
3635,0.31916286184671083,0.16674927263462636,0.2801539212982469,34,0.35088984715274507,0.3500397523404775
3671,0.5123417070429255,0.21480116523423842,0.49364651161880724,37,0.5679582628842162,0.18836413823702663
3757,0.2811610819219196,0.18280420353502813,0.22423045522942053,41,0.3274658014429058,0.4807426432655485
3846,0.3614540990940889,0.2860023429709143,0.25742803379211554,41,0.4123036658169589,0.504947587379194
4021,0.4609010763284369,0.24199974291180637,0.3950940772914413,31,0.5071192847564318,0.3494774510245986
4373,0.32232989509040744,0.19444300250442725,0.2747746324844125,37,0.363765375282162,0.35404408705160256
4549,0.3826509674420111,0.18119128720221767,0.3382468966587233,33,0.41355860588057447,0.3484193494502383
4741,0.2555406069669893,0.16724861497125332,0.20829561877439917,40,0.3047663382536612,0.4042275861294176
4804,0.2492532247243986,0.18037196234866548,0.18723370566454534,35,0.28662873744611683,0.4154343628680796
4960,0.23624571466133504,0.17046503008298053,0.17205496387988528,42,0.2670612652536418,0.4479396634465808
5098,0.26227897340591777,0.17019473162620458,0.21128269286988577,40,0.30290900922299047,0.4313621164558326
5107,0.30172717157088946,0.19617675340218477,0.2524636891445614,38,0.34454517417807073,0.3571806424095599
5210,0.4675845813584173,0.2311707737900226,0.41076827270224914,35,0.5019501592270301,0.38314346255899745
5257,0.45146924290881507,0.27990967155076074,0.3667489961600783,38,0.49214194769598363,0.44473717756394426
5676,0.2814310555549421,0.1787264481430908,0.23718179323176292,35,0.33109986057646,0.36593898642439243
5778,0.5754928575450056,0.2689052576479275,0.5284470598522067,39,0.6064979793652975,0.34179294519311026
5910,0.2849485598940755,0.17163348582552385,0.24461904513823907,40,0.32239811278656405,0.37065398524953636
5943,0.2890879534891113,0.2256879375246248,0.19599984305214146,41,0.33403122042243705,0.5842209311537748
6061,0.2814945369436095,0.1891660551871932,0.2281297178037316,37,0.32842920623485117,0.3923818436790088
6065,0.2328525848200902,0.16111160286232962,0.18616371530602638,40,0.27461420402644865,0.42188325900773466
