family,model,n_evaluated,accuracy,balanced_accuracy,macro_f1,weighted_f1,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp,embed_dim
masking,masking_linear_probe_C1_randominit,37,0.5405405405405406,0.5186335403726708,0.518007662835249,0.543357150253702,0.4,0.42857142857142855,0.41379310344827586,0.4906832298136646,0.39564757642347,14,9,8,6,128
jigsaw,jigsaw_linear_probe_C1_randominit,37,0.5675675675675675,0.5403726708074534,0.5403726708074534,0.5675675675675675,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5527950310559007,0.4458965637537066,15,8,8,6,768
joint,joint_linear_probe_C1_randominit,37,0.4864864864864865,0.46118012422360244,0.46130268199233715,0.4896344620482551,0.3333333333333333,0.35714285714285715,0.3448275862068966,0.47826086956521735,0.3830147830893229,13,10,9,5,960
