episode,n_query,accuracy,macro_f1,macro_precision,macro_recall
1,138,0.18115942028985507,0.17906976744186046,0.26516772920461446,0.19572510822510822
2,138,0.3333333333333333,0.2959003624114563,0.3796088779641411,0.33936147186147186
