episode,n_query,accuracy,macro_f1,macro_precision,macro_recall
1,36,0.4166666666666667,0.33463726884779516,0.5606060606060607,0.45954415954415956
2,36,0.3611111111111111,0.17687074829931973,0.12037037037037036,0.3333333333333333
3,36,0.3611111111111111,0.18055555555555555,0.12380952380952381,0.3333333333333333
