dataset,n_samples,family,model,fine_tune_mode,support_per_class,n_episodes,mean,std,se
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_2,10,10,0.7576190476190476,0.0626763071338646,0.019819988587127205
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_2,15,10,0.8041739130434783,0.07820910794957062,0.024731891489062435
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_2,20,10,0.7936111111111112,0.051753378715836525,0.01636585533513235
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_2,25,10,0.7725641025641025,0.09282106373103105,0.029352597622970485
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_2,30,10,0.8112499999999999,0.12983028451704853,0.041055940834156715
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_2,36,10,0.8375,0.17726706155152205,0.05605676686280712
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_3,2,10,0.6160818713450292,0.10642922292784718,0.03365587540538114
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_3,5,10,0.7022943722943722,0.08642001797836277,0.027328409224432627
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_3,10,10,0.7658333333333334,0.043881245925977606,0.013876468369207369
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_3,15,10,0.7914782608695652,0.07447617251881221,0.0235514336571086
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_3,20,10,0.7966666666666666,0.0524731298407214,0.016593460625442803
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_3,25,10,0.7543589743589745,0.100454079003582,0.031766368990581675
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_3,30,10,0.8125,0.1256925260749863,0.03974746672570607
BrC-T2D cancer,78,masking,mask_metabolights,unfreeze_last_3,36,10,0.8,0.1467234738471584,0.04639803635691684
BrC-T2D diabetes,78,classical,logistic_regression,-,2,10,0.5360863095238095,0.10387409901340149,0.03284787427801978
BrC-T2D diabetes,78,classical,logistic_regression,-,5,10,0.6251547303271441,0.0773640267694678,0.02446465335537565
BrC-T2D diabetes,78,classical,logistic_regression,-,10,10,0.6458333333333334,0.0698756317540307,0.022096614928592353
BrC-T2D diabetes,78,classical,logistic_regression,-,15,10,0.7235934664246824,0.05252577832724471,0.016610109538720236
BrC-T2D diabetes,78,classical,logistic_regression,-,20,10,0.7419642857142856,0.08680470521125451,0.027450058008705182
BrC-T2D diabetes,78,classical,logistic_regression,-,25,10,0.7508771929824561,0.09124181432929541,0.0288531951126762
BrC-T2D diabetes,78,classical,logistic_regression,-,32,10,0.7625,0.1444043747841115,0.04566467284103778
BrC-T2D diabetes,78,classical,svm_rbf,-,2,10,0.5408482142857143,0.08572057917307442,0.027107227253570808
BrC-T2D diabetes,78,classical,svm_rbf,-,5,10,0.6208222811671087,0.05191127688115823,0.01641578711921019
BrC-T2D diabetes,78,classical,svm_rbf,-,10,10,0.6160539215686274,0.038472715815659225,0.012166140974986585
BrC-T2D diabetes,78,classical,svm_rbf,-,15,10,0.6130671506352087,0.05903591772496851,0.018668796376920635
BrC-T2D diabetes,78,classical,svm_rbf,-,20,10,0.6636904761904762,0.059457635173697204,0.01880215514362243
BrC-T2D diabetes,78,classical,svm_rbf,-,25,10,0.647953216374269,0.08425248034405429,0.026642973640577834
BrC-T2D diabetes,78,classical,svm_rbf,-,32,10,0.7,0.13721210039142745,0.043390275977259196
BrC-T2D diabetes,78,classical,xgboost,-,2,10,0.5,0.0,0.0
BrC-T2D diabetes,78,classical,xgboost,-,5,10,0.5774093722369585,0.08067578681820935,0.025511923837173003
BrC-T2D diabetes,78,classical,xgboost,-,10,10,0.5898284313725491,0.04209320477470669,0.013311040110394792
BrC-T2D diabetes,78,classical,xgboost,-,15,10,0.6078947368421053,0.06642794678903273,0.0210063612141812
BrC-T2D diabetes,78,classical,xgboost,-,20,10,0.6491071428571429,0.0651061271435736,0.020588365140620492
BrC-T2D diabetes,78,classical,xgboost,-,25,10,0.6119883040935673,0.0934966635949029,0.02956624105864396
BrC-T2D diabetes,78,classical,xgboost,-,32,10,0.5958333333333333,0.19149549522471287,0.060556192657199005
BrC-T2D diabetes,78,masking,mask_metabolights,frozen,2,10,0.5584821428571429,0.11134294125310965,0.035209729574214886
BrC-T2D diabetes,78,masking,mask_metabolights,frozen,5,10,0.6219274977895667,0.03914058087353025,0.012377338450237845
BrC-T2D diabetes,78,masking,mask_metabolights,frozen,10,10,0.6264705882352941,0.052706527311841264,0.016667267386329017
BrC-T2D diabetes,78,masking,mask_metabolights,frozen,15,10,0.629491833030853,0.07492731673790445,0.02369409798566355
BrC-T2D diabetes,78,masking,mask_metabolights,frozen,20,10,0.6803571428571429,0.06470809700563136,0.020462496959291646
BrC-T2D diabetes,78,masking,mask_metabolights,frozen,25,10,0.6654970760233917,0.10128201770507902,0.03202818619655497
BrC-T2D diabetes,78,masking,mask_metabolights,frozen,32,10,0.675,0.14136678499999414,0.044704102609530776
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_1,2,10,0.5609375,0.10728712018598079,0.0339271663387927
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_1,5,10,0.626525198938992,0.05426924488618441,0.0171614420737788
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_1,10,10,0.6302696078431371,0.05955666613448321,0.018833471483118293
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_1,15,10,0.6310344827586206,0.07001645633168907,0.02214114757018552
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_1,20,10,0.6610119047619047,0.07672249869002323,0.02426178436397582
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_1,25,10,0.6821637426900584,0.10438455433202401,0.03300929442307919
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_1,32,10,0.6749999999999999,0.14136678499999414,0.044704102609530776
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_2,2,10,0.5578125,0.10126707073331466,0.0320234595490652
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_2,5,10,0.6279840848806366,0.03265411717666195,0.010326138526027864
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_2,10,10,0.6399509803921568,0.056640690309263504,0.01791135896214996
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_2,15,10,0.6363883847549909,0.07737829000022552,0.024469163784974345
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_2,20,10,0.6898809523809524,0.05731345785676449,0.01812410674074482
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_2,25,10,0.6757309941520468,0.07780745157901138,0.024604876592294055
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_2,32,10,0.6833333333333333,0.13777329741819164,0.043567742059328125
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_3,2,10,0.5456845238095237,0.12236269724417956,0.03869448239332159
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_3,5,10,0.6313881520778073,0.033893822315733776,0.01071816771267614
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_3,10,10,0.6317401960784313,0.05804751498286055,0.01835623598585892
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_3,15,10,0.6361161524500908,0.07567451156884877,0.023930381737832403
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_3,20,10,0.6732142857142857,0.05753626152939148,0.0181945634484
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_3,25,10,0.72046783625731,0.09181679715780255,0.029035020648033056
BrC-T2D diabetes,78,masking,mask_metabolights,unfreeze_last_3,32,10,0.6833333333333332,0.10053867261585474,0.03179311983960998
