row,r2_full,r2_metabolites_only,r2_envelope_only,n_metabolites_used,r2_unconstrained_upper_bound,metabolite_signal_frac
5278,0.7235829662911679,0.6120137171812912,0.36148371588667727,39,0.7386495979508363,0.35907645072611544
5375,0.16941933163390877,0.11590028533431418,0.1495113992262881,38,0.24236394779055226,0.16893139098724183
5419,0.2402883788226171,0.13266240886333103,0.23147712864303605,40,0.30681185627299357,0.10600319401974666
5822,0.4368589986132002,0.4065657766860922,0.1856177854696659,33,0.4644222950656498,0.355603319595702
5920,0.5260208185504913,0.4094638182974486,0.3339232615416232,37,0.5560442056360586,0.24133120333414604
6046,0.27646798105544435,0.1773133454851744,0.26276160727868936,35,0.3794680252852174,0.13818270449138403
6077,0.24691741578899407,0.16575279865767223,0.22599508189712703,38,0.3279292991002849,0.1693947099397359
6193,0.6784926500594063,0.5237131659035394,0.43081330248972416,34,0.7095189229635983,0.25077456388752684
6197,0.47192790692712017,0.270436383635952,0.46022500170912717,31,0.5428836206518177,0.10487912756416469
6233,0.3856133593701614,0.31152434644054805,0.25820424679539367,33,0.4322674534465092,0.24030827234342003
6387,0.26563310416749064,0.16122871102418845,0.25113147723783,29,0.3468006306535951,0.1335921399367395
6400,0.740726319678987,0.5504611457967892,0.4850426008254568,27,0.7640459136945768,0.25735693490099615
6539,0.331357382270967,0.1847887915673606,0.3220083395631915,27,0.40364810621626523,0.10110412770431983
6895,0.548473673705924,0.3718345396936392,0.4252453628000884,27,0.5915423894341802,0.18525401364013874
6906,0.4135466387608212,0.3644653051398783,0.2450409930997245,38,0.46430266324978164,0.2714751216459365
7215,0.39814125826747426,0.18649865225874673,0.3943519874357757,32,0.4622306875171933,0.06173862496000227
7224,0.40057975623983566,0.20175843394650717,0.396910745899298,27,0.46723488171701333,0.06016519910345944
7586,0.549426273334833,0.44744885742631724,0.44772190767710207,41,0.5740336041588691,0.30602064959946174
7622,0.6096037914783791,0.25185990884724185,0.5953942861585393,39,0.6507663835873091,0.17992721770283265
7655,0.6837841957684754,0.3533025163955903,0.6529344901361406,40,0.7080806494371058,0.15140258038055365
7940,0.5461143563901965,0.4567857179292598,0.39992939104491043,40,0.5661803987680432,0.34312027388833943
7950,0.5047248242516558,0.42886873554590077,0.33847938092877505,26,0.5215787830069981,0.3924815879433867
8032,0.6710588302304803,0.36358905832417177,0.5954933125098367,28,0.7011844892311857,0.17752919877383921
8094,0.6399410812342503,0.389834727131248,0.5919787245047228,39,0.6623091674779893,0.19265432726456874
8533,0.7020311890345318,0.35519184771389056,0.6577825060428677,41,0.737803926615368,0.16442793952640727
8747,0.5309570312725059,0.3624467818553676,0.4168587723519056,40,0.5808431602261293,0.297541053219563
8931,0.6952056176606023,0.42557790086525793,0.5927713775097638,42,0.7194601644581797,0.1937255822035874
9089,0.712835272155405,0.41837759323424306,0.6597295275043757,41,0.7401328528402447,0.15654850017863134
9253,0.6798576993187951,0.36046914347598613,0.6242503201146923,32,0.7128424688179665,0.1695174635036797
9588,0.6663672020059945,0.46961158119123836,0.6050070561711081,40,0.7010135447751437,0.1990567087776592
