mask_ratio,row,predictor,r_masked,r_whole,r_masked_peak,r_masked_baseline,nn_row_gap
0.25,8257,linear_interp,0.6354156404097335,0.7656457544287473,0.6381370542325973,0.33289179882062525,
0.25,8257,pca50_from_visible,0.9437512755393982,0.9382054209709167,0.919930100440979,0.5717852115631104,
0.25,8257,nn_copy,0.9129592180252075,0.8863403797149658,0.9036551117897034,0.966056227684021,1229.0
0.25,8454,corpus_mean,0.8465255498886108,0.48746541142463684,0.809708833694458,0.8658198714256287,
0.25,8454,linear_interp,0.4235954753644085,0.9889892082609638,0.34752458152230375,0.4843717160577104,
0.25,8454,pca50_from_visible,0.5515750646591187,0.9850731492042542,0.3220841884613037,0.5769990086555481,
0.25,8454,nn_copy,0.9899860620498657,0.9874394536018372,0.9845533967018127,0.9874811768531799,116.0
0.25,8650,corpus_mean,0.7768122553825378,0.6087124943733215,0.4624467194080353,0.7595961689949036,
0.25,8650,linear_interp,0.43780994562577435,0.778412911446386,-0.32443603727292053,0.8003895943063197,
0.25,8650,pca50_from_visible,0.9597253799438477,0.9560959339141846,0.9408390522003174,0.9430747628211975,
0.25,8650,nn_copy,0.6973108649253845,0.7869952917098999,0.2970969080924988,0.8858197927474976,856.0
0.25,8847,corpus_mean,0.9230820536613464,0.6561422944068909,0.9125888347625732,0.6780113577842712,
0.25,8847,linear_interp,0.8940278394117723,0.9962939636308463,0.8540652309025596,0.6915135403241014,
0.25,8847,pca50_from_visible,0.9917615056037903,0.992786169052124,0.988399863243103,0.7927896976470947,
0.25,8847,nn_copy,0.9846824407577515,0.976015567779541,0.9708683490753174,0.9749677181243896,7627.0
0.25,9044,corpus_mean,0.8478726148605347,0.6933376789093018,0.671598494052887,0.6837350130081177,
0.25,9044,linear_interp,0.6934991951728945,0.9535472466567577,0.7325302889009658,0.4250971123858498,
0.25,9044,pca50_from_visible,0.9712756872177124,0.983119010925293,0.9679207801818848,0.7116409540176392,
0.25,9044,nn_copy,0.9774373769760132,0.9783230423927307,0.9417528510093689,0.9714440107345581,245.0
0.25,9240,corpus_mean,0.4371357858181,0.4759911894798279,0.23804931342601776,0.382022500038147,
0.25,9240,linear_interp,0.550112321588614,0.8596136777494693,0.34287206716263435,0.5920918561850887,
0.25,9240,pca50_from_visible,0.9155408143997192,0.9446665048599243,0.8919119238853455,0.6095121502876282,
0.25,9240,nn_copy,1.0,1.0,1.0,1.0,0.0
0.25,9437,corpus_mean,0.18449163436889648,0.2604948878288269,0.02261756733059883,0.25276049971580505,
0.25,9437,linear_interp,0.6148255317097007,0.9695473514605205,0.321399349397204,0.5214089405914412,
0.25,9437,pca50_from_visible,0.13668584823608398,0.5828803181648254,0.04675009474158287,-0.042067382484674454,
0.25,9437,nn_copy,0.9533169269561768,0.9634782075881958,0.8484169244766235,0.9550467729568481,129.0
0.25,9634,corpus_mean,0.117435023188591,0.21700595319271088,-0.7886261940002441,0.022320695221424103,
0.25,9634,linear_interp,0.7356112556954351,0.9461346084465558,0.9259201915400345,0.23846450054681764,
0.25,9634,pca50_from_visible,0.999998152256012,0.9999982118606567,0.9999997615814209,0.999995231628418,
0.25,9634,nn_copy,1.0,1.0,1.0,1.0,1.0
0.4,0,corpus_mean,0.1709766685962677,0.17739395797252655,0.3986101448535919,0.09484344720840454,
0.4,0,linear_interp,0.5076371255797707,0.7453667739792761,0.16011991727856223,0.6101351329991826,
0.4,0,pca50_from_visible,0.255386084318161,0.2749018967151642,0.3604638874530792,0.07210317999124527,
0.4,0,nn_copy,0.7142481803894043,0.6384884715080261,0.2435481697320938,0.8032295107841492,149.0
0.4,196,corpus_mean,0.6167672276496887,0.6130547523498535,0.8024588227272034,0.047427814453840256,
0.4,196,linear_interp,0.6467729730412762,0.84833676739697,0.29679143918599965,0.6411743915392449,
0.4,196,pca50_from_visible,0.8704327940940857,0.900286853313446,0.9110723733901978,0.24525988101959229,
0.4,196,nn_copy,0.9582917094230652,0.9286288022994995,0.914417564868927,0.8233581185340881,9319.0
0.4,393,corpus_mean,0.19473446905612946,0.14987815916538239,0.0006974382558837533,0.21032465994358063,
0.4,393,linear_interp,0.5913119140636562,0.7564015821509422,0.2431298582318443,0.5948083682254197,
0.4,393,pca50_from_visible,0.824908435344696,0.8822370767593384,0.5955058932304382,0.9055496454238892,
0.4,393,nn_copy,0.8096580505371094,0.8574225306510925,0.5989575386047363,0.9043522477149963,297.0
0.4,589,corpus_mean,0.07684849947690964,0.10845145583152771,0.3656806945800781,-0.06902166455984116,
0.4,589,linear_interp,0.666468309180165,0.8969919298544377,-0.07991649414821145,0.6995882275130441,
