row_index,status,peak_index,peak_value,baseline,noise_sd,prominence,prominence_snr,dominance_ratio,left_index,right_index,suppression_width,cutoff
30,suppressed,72547,1.0,0.018199903992317926,0.00686773396377861,0.9908020146399819,144.26913154551565,6.648394443365146,72494,72604,110,0.0731417757025468
31,suppressed,72602,0.8560924539928715,0.019250403338715392,0.012908930591196525,0.8451306367245953,65.46867928013705,4.9520993414099745,72565,72642,77,0.12252184806828759
32,suppressed,72539,1.0,0.012687422198590707,0.005151886081050448,0.9930959846666134,192.76357610456427,11.213059602773999,72484,72602,118,0.053902510846994295
33,suppressed,72432,1.0,0.013058654372081318,0.003483513332536658,0.9908538392914414,284.4409493245464,17.1988156015509,72362,72500,138,0.04092676103237458
34,suppressed,72564,0.7184874586927171,0.018097394622335814,0.0038143057404291946,0.7097863989343813,186.085344814156,9.600479696383095,72503,72646,143,0.04861184054576937
35,suppressed,72539,1.0,0.011059830041266195,0.0038742941029803585,0.9944794656760357,256.68662193482356,14.568153567125979,72473,72618,145,0.04205418286510906
36,suppressed,72452,0.9800336432183243,0.01406139454581692,0.00353418655701139,0.9709231680800245,274.7232361443492,13.820175124483603,72383,72530,147,0.042334887001908045
37,suppressed,72541,1.0,0.010930566911905873,0.0033877966609278587,0.9930245599927092,293.1181116757867,18.961672427081737,72471,72615,144,0.03803294019932874
38,suppressed,72579,0.9723919871178277,0.01569155369138008,0.004718440577030424,0.965620005111016,204.64812247751863,11.437097506316379,72523,72648,125,0.05343907830762347
39,suppressed,72571,0.5481706519457431,0.005753958766258426,0.0011976446747964996,0.5456068028583625,455.56650844798395,21.12593868854857,72500,72699,199,0.015335116164630423
40,suppressed,72549,0.864626942615007,0.010067767006506956,0.002844186835179607,0.8586708008159252,301.90379555768567,15.018865544310579,72479,72625,146,0.03282126168794382
41,suppressed,72630,0.9696480074722664,0.008543835384671086,0.0026966853881681425,0.9652165984889877,357.9270324687964,18.57830898982176,72555,72720,165,0.030117318490016226
42,skipped_near_search_edge,72057,0.4450522993533059,0.04212266370281269,0.014957360126985573,0.387335712722871,25.89599430878533,3.2828757654384537,,,,
43,suppressed,72661,1.0,0.008197289257663828,0.0029379629916052455,0.9958745680579969,338.96770344063134,24.44086706210149,72586,72751,165,0.03170099319050579
44,suppressed,72495,1.0,0.0125645374506012,0.004850510310902123,0.9914694852233004,204.4051907270148,12.94505360111632,72432,72558,126,0.05136861993781819
45,suppressed,72580,1.0,0.009014834304918857,0.0027116243361225223,0.9950631230105087,366.9620123093436,19.11775487381923,72506,72662,156,0.030707828993899036
46,suppressed,72578,0.46649721736313365,0.006600202255490675,0.0021208482363140346,0.4632072855678762,218.40661563456112,17.193756343340933,72513,72660,147,0.02356698814600295
47,suppressed,72635,1.0,0.010131499593478461,0.003239267345344785,0.9945821291599292,307.03922310989947,21.357793501523734,72561,72709,148,0.03604563835623674
48,suppressed,72599,0.9286159512080919,0.013475434544087603,0.005862521063283663,0.9213459664285264,157.15866203002952,11.867219462152288,72546,72657,111,0.060375603050356906
49,suppressed,72577,1.0,0.007959773524593622,0.0018626338837179777,0.9950832937326483,534.2345065399413,34.501675367525124,72492,72670,178,0.022860844594337446
50,suppressed,72446,1.0,0.012717699493914877,0.0039068617731962615,0.9909565861465827,253.64516168583728,13.23278541369363,72381,72521,140,0.04397259367948497
51,suppressed,72467,1.0,0.013459987035256893,0.0062582630493948,0.99186288829415,158.48852636356781,15.245760461859405,72410,72528,118,0.0635260914304153
52,suppressed,72624,1.0,0.012592722905760021,0.005170465761314994,0.9938891948756893,192.22430642745724,12.619534888072089,72568,72687,119,0.05395644899627997
53,suppressed,72554,1.0,0.009619355166472932,0.003437886691403249,0.9949837282736146,289.4172547226942,17.689313291395347,72488,72629,141,0.03712244869769893
54,suppressed,73192,1.0,0.01104921543516994,0.006820812694225596,0.9926277947221354,145.52925570914445,22.233515514351684,73135,73254,119,0.06561571698897471
55,suppressed,72472,0.3793010975039778,0.010094977077978313,0.004566343271621654,0.37308173654061066,81.7025165101347,7.78866554731686,72427,72524,97,0.046625723250951545
56,suppressed,72633,1.0,0.013236149487645798,0.004250622818101204,0.9934883603462128,233.72771541042403,17.09645755213007,72571,72705,134,0.04724113203245543
57,suppressed,72611,0.762959894081225,0.015130484406025777,0.003662519912909648,0.7558776778379036,206.3818616176219,11.811831518888022,72549,72682,133,0.04443064370930296
58,suppressed,72544,1.0,0.018609532507681194,0.0066460384266390626,0.989552572032918,148.89359773583797,6.483845562335052,72492,72600,108,0.0717778399207937
59,suppressed,72508,1.0,0.0076468462825625355,0.0028780323343927266,0.9944573165248132,345.53375396133157,28.265184256289718,72440,72585,145,0.030671104957704347
60,suppressed,72563,0.6870924551840237,0.01087913562651934,0.004314405622917493,0.6825962947221913,158.2132869233109,12.358217174219458,72513,72627,114,0.045394380609859286
61,suppressed,72521,1.0,0.011539914398126114,0.004247871274128956,0.9927805740312581,233.71249031900854,18.525430042574612,72457,72592,135,0.04552288459115776
62,suppressed,72453,1.0,0.011255899370609002,0.004352688453487345,0.9899079007443806,227.42447830174314,21.07484850913327,72393,72520,127,0.046077406998507764
63,suppressed,72581,0.8711871393050045,0.012683194783533188,0.00394236058720697,0.8644003455242405,219.25958481049017,16.006227286135776,72520,72650,130,0.04422207948118895
64,suppressed,72594,1.0,0.0156430116453145,0.006306919496090425,0.9923552201461828,157.34388567371607,9.098226793617693,72541,72652,111,0.0660983676140379
