row_index,status,peak_index,peak_value,baseline,noise_sd,prominence,prominence_snr,dominance_ratio,left_index,right_index,suppression_width,cutoff
2121,suppressed,72416,1.0,0.01206164740748917,0.0042026308855747825,0.9924414350841209,236.1476565764084,13.358631444292595,72348,72481,133,0.04568269449208743
2122,suppressed,73189,1.0,0.006933504818101911,0.004954203568378584,0.9964511101546786,201.13245174557855,23.119774199201448,73134,73245,111,0.04656713336513058
2123,suppressed,73162,1.0,0.0075812522678769916,0.005727516086649277,0.9963033169237208,173.95033062344135,23.035928991122855,73109,73220,111,0.05340138096107121
2124,suppressed,73142,1.0,0.004602659197798634,0.003143756391128723,0.9975197608260643,317.30186335077906,44.578161082443394,73073,73212,139,0.029752710326828417
2125,suppressed,73168,1.0,0.006709226132807078,0.005348114680257505,0.9970850774839771,186.43674212236016,22.897180093348222,73115,73225,110,0.04949414357486712
2126,suppressed,73133,1.0,0.008789855919912637,0.007019724535276742,0.996262163215052,141.92325613469046,13.05025247278128,73086,73182,96,0.06494765220212657
2127,suppressed,73194,1.0,0.005576313237860517,0.004014153113765045,0.9966696448433229,248.28889596304018,27.023747686190504,73136,73257,121,0.03768953814798087
2128,suppressed,73110,1.0,0.006135326466382231,0.004380999251259907,0.9962737774652572,227.4078858102394,32.350851761051814,73052,73175,123,0.04118332047646149
2129,suppressed,73103,1.0,0.006170078779578738,0.004221327196648167,0.9969913263973426,236.17958996141715,30.112638379162036,73038,73168,130,0.03994069635276407
2130,suppressed,73177,1.0,0.0077077877414682945,0.005731804252176844,0.9961706684313815,173.79704969042731,20.006851384901797,73125,73231,106,0.05356222175888305
2131,suppressed,73184,1.0,0.0067915634120279764,0.005631894963449471,0.9971457937961755,177.05333644671438,20.076796700359072,73133,73240,107,0.051846723119623746
2132,suppressed,73178,1.0,0.007579854113826072,0.004743470382790591,0.9953834477545221,209.84287186988536,22.903326059021687,73123,73236,113,0.0455276171761508
2133,suppressed,73173,1.0,0.008096917188719674,0.005979516246876949,0.9959452935959262,166.55950957840443,21.344750275844362,73116,73230,114,0.05593304716373527
2134,suppressed,73150,1.0,0.005811975918549669,0.00379962130986725,0.996739947750232,262.32612843858794,32.29391223896454,73085,73229,144,0.03620894639748767
2135,suppressed,73194,1.0,0.0059684707167396815,0.004479628508569066,0.9972289211813832,222.61420099318224,29.780014942555415,73138,73254,116,0.0418054987852922
2136,suppressed,73131,1.0,0.005618166177967407,0.0036461697366320708,0.9968851886323992,273.40613867121056,6.333318724033193,73043,73200,157,0.03478752407102397
2137,suppressed,73145,1.0,0.004277464051292255,0.0028393047658836212,0.9974809106247187,351.3116741148047,41.953312703880115,73074,73218,144,0.026991902178361227
2138,suppressed,73129,1.0,0.006185486344027014,0.004316596486627425,0.9958561788093515,230.70402385176803,25.780829422078785,73070,73192,122,0.04071825823704641
2139,suppressed,73160,1.0,0.0067414730115961195,0.005435370647772589,0.9970630553872584,183.4397541584131,16.996189084887398,73110,73214,104,0.05022443819377683
2140,suppressed,73160,1.0,0.007495062795617912,0.005319432722959316,0.996184280910215,187.27265345617832,20.242508018842337,73108,73221,113,0.050050524579292446
2141,suppressed,73187,1.0,0.010463915098953004,0.006839637225449335,0.9940902965083785,145.34254723474328,15.812503145823845,73137,73241,104,0.06518101290254769
2142,suppressed,73175,1.0,0.006679605782396713,0.005107724325486316,0.9968050573879819,195.15639331084577,17.967231983794044,73124,73231,107,0.04754140038628724
2143,suppressed,73166,1.0,0.006877813020534702,0.005081235519496038,0.9956084198216278,195.93825478106814,23.72371244956406,73111,73225,114,0.04752769717650301
2144,suppressed,73202,1.0,0.005706091209838337,0.0037278582386318384,0.9968914774026265,267.41668099710137,28.96839670691806,73143,73265,122,0.03552895711889304
2145,suppressed,73178,1.0,0.0052384191484950125,0.00316641374976636,0.99643694909766,314.68943348644314,40.96480265818884,73107,73247,140,0.030569729146625892
2146,suppressed,73189,1.0,0.0044723864460826,0.0032207644200190613,0.9977540136754723,309.7879520382827,36.50478440147598,73125,73255,130,0.03023850180623509
2147,suppressed,73188,1.0,0.007118458854551674,0.005136389410465292,0.9964022664345593,193.98884835413946,22.680574886787667,73134,73245,111,0.04820957413827401
2148,suppressed,72476,1.0,0.01699526977662921,0.004630656489825471,0.989177095344845,213.6148724307829,10.569198446667855,72412,72548,136,0.054040521695232976
2149,suppressed,73179,1.0,0.007248466049692643,0.005243084358767002,0.9953648282524018,189.843374651801,24.236276599614506,73123,73236,113,0.049193140919828654
2150,suppressed,73128,1.0,0.009878506569396366,0.00823646236120967,0.9957984612816666,120.90123375922477,13.3174255952341,73083,73176,93,0.07577020545907373
2151,suppressed,73209,1.0,0.00822202542953689,0.006657814161899553,0.996470313366234,149.66928921938086,16.649279024300057,73161,73259,98,0.06148453872473332
2152,suppressed,73177,1.0,0.007979284400770396,0.005683991039780414,0.9957125581739533,175.17841798223876,17.126110192198038,73126,73230,104,0.05345121271901371
2153,suppressed,73191,1.0,0.006760057990391657,0.0049573697427107745,0.9965611335929314,201.02618632758967,25.14962865349085,73134,73251,117,0.04641901593207785
2154,suppressed,73163,1.0,0.008402868533080334,0.006908557096396785,0.996456290330592,144.23508070162757,15.546107739852129,73117,73216,99,0.06367132530425461
2155,suppressed,73151,1.0,0.009137534516759341,0.007474325406287712,0.9960104710068176,133.25757401048293,13.816277069229002,73104,73201,97,0.06893213776706104
2156,suppressed,73196,1.0,0.007612974060383004,0.005579518135293799,0.9962318220576799,178.55158777169592,21.143684338475104,73142,73254,112,0.0522491191427334
2157,suppressed,73168,1.0,0.00716318831065205,0.00577776511679336,0.9969021428281064,172.54113358304596,17.144377390573556,73119,73225,106,0.05338530924499893
2158,suppressed,73159,1.0,0.005096856806712806,0.0036632655726847752,0.9969758474987873,272.15494692297517,30.00096619501775,73096,73223,127,0.034402981388191006
2159,suppressed,73193,1.0,0.006136131995723654,0.00404462339094533,0.9963641804488993,246.34288143599545,33.07922176408861,73130,73258,128,0.03849311912328629
2160,suppressed,73172,1.0,0.004455891004195013,0.003203988782236632,0.9974416141809268,311.31245518426425,34.12605314886209,73106,73242,136,0.030087801262088067
2161,suppressed,73189,1.0,0.0063113867488048744,0.003812457107348783,0.9960980036089668,261.2745469815036,31.917243276167227,73124,73254,130,0.03681104360759514
2162,suppressed,73190,1.0,0.007803765646910866,0.0053305755706383896,0.9958042045778039,186.809884107608,20.824192821060425,73136,73244,108,0.05044837021201798
2163,suppressed,73179,1.0,0.005749246223644899,0.004490382694112376,0.9970836982571094,222.04871303384647,28.29319099580728,73123,73241,118,0.04167230777654391
2164,suppressed,73100,1.0,0.007559165480585626,0.005110936904796424,0.9965986436637313,194.99333727412298,22.59904259499151,73042,73162,120,0.04844666071895702
2165,suppressed,73189,1.0,0.006639659597869545,0.0049507818438214906,0.9966296915839757,201.30753546083963,22.228948308154568,73133,73246,113,0.04624591434844147
2166,suppressed,73150,1.0,0.00946461688308697,0.0077948729304693366,0.995068099636681,127.65674418463766,17.70190845381871,73104,73197,93,0.07182360032684167
2167,suppressed,73188,1.0,0.0079663219944829,0.005157924420645001,0.99486721948377,192.8813100676185,22.255841374778026,73132,73244,112,0.049229717359642905
2168,suppressed,73191,1.0,0.0077151424373005486,0.005831627617988225,0.9962175287867151,170.83009993878636,22.293328164012507,73137,73248,111,0.05436816338120635
2169,suppressed,73158,1.0,0.008299269471599492,0.005482951305564364,0.9956084900409746,181.58258838275344,20.198663492623012,73108,73214,106,0.05216287991611441
2170,suppressed,73179,1.0,0.007635923814059226,0.005649060465280363,0.9961795221439569,176.34428384446696,18.824369188010905,73126,73236,110,0.05282840753630213
2171,suppressed,73166,1.0,0.005917829423888759,0.005057246108678295,0.9976297399007482,197.26738989206075,24.979798534139892,73113,73224,111,0.04637579829331512
2172,suppressed,73186,1.0,0.005526914800637127,0.0043240928778338576,0.9976440608142381,230.71753752754847,28.402079178393162,73132,73247,115,0.04011965782330799
2173,suppressed,73206,1.0,0.005477431829657839,0.003815839812939639,0.9968443624495206,261.23852449706834,31.226107243709293,73145,73266,121,0.03600415033317495
2174,suppressed,73155,1.0,0.005006433201312201,0.0032711574543866154,0.9972001912463517,304.84628305161783,35.64426118158178,73093,73223,130,0.031175692836405124
2175,suppressed,73178,1.0,0.0056545414834478286,0.0045443637127043305,0.9975158907416249,219.50617375826366,28.39130580778596,73123,73235,112,0.04200945118508247
2176,suppressed,73159,1.0,0.0062216985673214185,0.004277843819593824,0.9958374106023776,232.7895670340137,26.949701798382712,73100,73224,124,0.04044444912407201
2177,suppressed,73169,1.0,0.003902752611882965,0.003065924225861929,0.9972307301090078,325.26267991135836,72.05786205203586,73101,73234,133,0.028430146418778397
2178,suppressed,73198,1.0,0.006967329861319467,0.004626526714562636,0.9962475912848229,215.33380281778014,29.042701422290055,73137,73261,124,0.04397954357782056
2179,suppressed,73191,1.0,0.006783135643939332,0.0047450205786774505,0.996484687815843,210.00639961262019,23.852286618674764,73135,73250,115,0.04474330027335893
2180,suppressed,73138,1.0,0.006268040113007101,0.004367489725039131,0.996788668131514,228.22919591930653,29.979981428456792,73081,73200,119,0.041207957913320145
2181,suppressed,73179,1.0,0.009331006152442185,0.00634666238583942,0.9951325540449569,156.79620145941308,17.901192509435408,73126,73232,106,0.060104305239157545
2182,suppressed,73189,1.0,0.006689499734374189,0.005102117469023146,0.9964506034467604,195.30138408152752,23.476314680968294,73135,73249,114,0.04750643948655935
2183,suppressed,73128,1.0,0.0034447346479712605,0.002335102815263676,0.9981840088330332,427.4689758019584,54.87102677258335,73051,73204,153,0.02212555717008067
2184,suppressed,73204,1.0,0.008187326169281094,0.003834267681782772,0.9942792960445247,259.3140016719508,35.982218829066774,73140,73273,133,0.03886146762354327
2185,suppressed,73113,1.0,0.004510091912864639,0.0031496546812236517,0.9979217164348816,316.83527796996003,39.82854456018084,73045,73186,141,0.029707329362653852
2186,suppressed,73179,1.0,0.005102164282953594,0.004058178365212669,0.9971960582806306,245.72504422889565,34.082318721360686,73118,73241,123,0.03756759120465494
2187,suppressed,73143,1.0,0.007441613871727585,0.004618387078375002,0.99525357749664,215.49808636802788,25.997875201856672,73084,73209,125,0.0443887104987276
2188,suppressed,73152,1.0,0.004648064329858743,0.0035002339237714115,0.9973521053022207,284.9387003905155,35.56221226803236,73089,73218,129,0.032649935720030034
2189,suppressed,72430,1.0,0.013434352182541874,0.003760398599744139,0.9908568276870136,263.49781849042074,16.613454685276732,72359,72499,140,0.043517540980494984
2190,suppressed,73191,1.0,0.0087510361915105,0.006158323766005089,0.9954430437342737,161.6418820376537,16.286496098793545,73142,73243,101,0.05801762631955121
2191,suppressed,73170,1.0,0.0049044213293398566,0.003064115992481926,0.9972120791150341,325.44854096965656,41.26320296440428,73104,73240,136,0.029417349269195266
2192,suppressed,73132,1.0,0.009461379817835826,0.007728143052271828,0.9959045161791114,128.86724656142943,14.66840413499685,73086,73182,96,0.07128652423601045
2193,suppressed,73128,1.0,0.009585888381888409,0.007104656202216313,0.9952236257815725,140.08047644460407,17.832976870831757,73079,73182,103,0.06642313799961891
2194,suppressed,73214,1.0,0.006215510870666921,0.004900616853288503,0.9973040125219331,203.50581210051212,23.10881180540737,73160,73272,112,0.04542044569697495
2195,suppressed,73188,1.0,0.00498612295013154,0.0034282414612160496,0.997391252664171,290.93378163345034,37.30783861113177,73126,73255,129,0.03241205463985994
2196,suppressed,73149,1.0,0.007106876357187047,0.005506851181631679,0.9958214819565141,180.83319289217695,24.13040686787658,73097,73204,107,0.051161685810240484
2197,suppressed,73203,1.0,0.004556087284441155,0.0030525621760657804,0.9977792601251598,326.86615458595605,35.76441404083237,73140,73277,137,0.0289765846929674
2198,suppressed,73156,1.0,0.006049858308491992,0.004167257748455117,0.9966432181234257,239.16044513754892,23.88527700797161,73096,73219,123,0.03938792029613293
2199,suppressed,73181,1.0,0.00592287851405753,0.0039003742598150526,0.9967193507287989,255.54454119899285,31.323221758577567,73123,73241,118,0.03712587259257795
2200,suppressed,73162,1.0,0.005604161081578005,0.00379809092819193,0.9968958543986954,262.47287736032814,30.241191331600568,73100,73229,129,0.035988888507113445
2201,suppressed,73189,1.0,0.006758451358481915,0.0054436755380286635,0.997202115212079,183.18544304225728,23.64028274407114,73131,73251,120,0.050307855662711225
2202,suppressed,73192,1.0,0.004619883537781467,0.003552986801891242,0.9974774009803156,280.74334541557033,32.553008850076566,73131,73257,126,0.0330437779529114
2203,suppressed,73188,1.0,0.004746373898967522,0.0036903063287467403,0.9975250824361214,270.3095606631901,32.40668263987786,73126,73253,127,0.03426882452894144
2204,suppressed,73186,1.0,0.008373700441590044,0.0057492607814438774,0.9940809068020492,172.90586470012138,21.151122737292518,73132,73242,110,0.05436778669314106
2205,suppressed,73137,1.0,0.007255318096957597,0.004816128815454558,0.9956240539869082,206.7270399396364,22.072406243793854,73079,73196,117,0.045784348620594065
2206,suppressed,73202,1.0,0.004538179684158707,0.003946933661608516,0.998269056527991,252.922684320253,34.89451173156078,73144,73264,120,0.03611364897702683
2207,suppressed,73126,1.0,0.00922243368530357,0.007638266294965901,0.9965837242366146,130.47250328172325,13.713421515781024,73078,73176,98,0.07032856404503078
2208,suppressed,73190,1.0,0.007446412155209047,0.005877845536014031,0.9967546723407383,169.57823512604108,19.77461988513754,73140,73242,102,0.0544691764433213
2209,suppressed,73176,1.0,0.005601926839542465,0.003994174626856994,0.9973279020113746,249.69561803965726,32.50133246851903,73116,73242,126,0.037555323854398415
2210,suppressed,73173,1.0,0.005256205237276974,0.003985208810847177,0.9975435032912717,250.311476923392,39.6242493903334,73113,73234,121,0.037137875724054394
2211,suppressed,73129,1.0,0.007143830171115227,0.005149089201956235,0.9962677956660455,193.48427587689582,25.484832449577798,73070,73190,120,0.04833654378676511
2212,suppressed,72515,1.0,0.011510179829175734,0.0043415656279428665,0.9932814077767633,228.78415136324978,17.513324295714987,72455,72580,125,0.04624270485271867
2213,suppressed,73182,1.0,0.006862173051955026,0.004653966230983958,0.9958871643522894,213.98676202722154,25.8869946557719,73123,73242,119,0.04409390289982669
2214,suppressed,73192,1.0,0.005712119682388547,0.004160450630471034,0.9970977600308663,239.6610003561027,28.66678909179716,73134,73254,120,0.038995724726156825
2215,suppressed,73176,1.0,0.006410927384730378,0.004347057538430289,0.9957484946957006,229.062644304281,31.089491898091712,73111,73240,129,0.041187387692172686
2216,suppressed,73141,1.0,0.004643169836053618,0.0036657875670094062,0.9979432833713979,272.23161875294704,32.68388848345624,73079,73205,126,0.03396947037212887
2217,suppressed,73186,1.0,0.009251256831123425,0.0074670466648596775,0.995849259169919,133.36588130035923,13.70987786846628,73140,73236,96,0.06898763015000084
2218,suppressed,73189,1.0,0.010872910160790988,0.008334100284244583,0.9949925488466531,119.38811808248369,13.03221751431502,73145,73239,94,0.07754571243474766
2219,suppressed,73160,1.0,0.004189053720459407,0.003112815564742154,0.997792234169443,320.54331951790203,41.051704955292536,73095,73229,134,0.029091578238396643
2220,suppressed,73191,1.0,0.006559467759728314,0.00466244690469743,0.9963032993471097,213.68678715533062,27.79404692836557,73134,73250,116,0.04385904299730775
2221,suppressed,73183,1.0,0.004957940896492,0.0032264570570687107,0.9972204339135874,309.0759976888019,35.41092114511938,73119,73254,135,0.030769597353041685
2222,suppressed,73185,1.0,0.006056031737917998,0.004566650021000641,0.9970632908244664,218.33582302985215,28.20247293476075,73128,73244,116,0.042589231905923126
2223,suppressed,73184,1.0,0.006636533003158196,0.0056583531882878155,0.9974645596228583,176.28177783025333,21.517986594266166,73132,73237,105,0.05190335850946072
2224,suppressed,73121,1.0,0.006087017059623552,0.004364091380060285,0.9970508340771966,228.46699283905085,25.06865191206493,73061,73183,122,0.04099974810010583
2225,suppressed,73190,1.0,0.008961386277211918,0.007680695549175821,0.9963256237059416,129.71815082721938,12.540217399953208,73145,73238,93,0.07040695067061849
2226,suppressed,72472,1.0,0.018164732942136344,0.0062952729461657735,0.9885310306473662,157.02750922808602,13.748637657086864,72408,72534,126,0.06852691651146253
2227,suppressed,72429,1.0,0.013886707807975811,0.0040341370717127956,0.990146160725549,245.4418734723749,16.21512352034395,72362,72493,131,0.046159804381678174
2228,skipped_low_snr,73862,0.08932425522641389,0.01709975354615855,0.02315522183334542,0.05700813043779112,2.4619988894122677,2.036318967898507,,,,
2229,suppressed,73189,1.0,0.00830336571024863,0.005113410071695764,0.9951960263546886,194.62472447953914,22.062037314552402,73133,73250,117,0.049210646283814746
2230,suppressed,73157,1.0,0.008710908373618348,0.0061536946956515255,0.9941569398614696,161.5544788993164,26.640704991025768,73104,73212,108,0.05794046593883055
2231,suppressed,73177,1.0,0.005392910830113427,0.0037825338141550197,0.9972190612812579,263.637844438947,35.789038227393,73113,73238,125,0.03565318134335359
2232,suppressed,73105,1.0,0.00637588965118728,0.0046786901841667575,0.99694704069486,213.08250844833603,28.819516780266646,73050,73167,117,0.04380541112452134
2233,suppressed,73096,1.0,0.006700367362041595,0.0044060596169717536,0.9964207223466102,226.14780755768382,25.055815568124213,73033,73162,129,0.041948844297815625
2234,suppressed,73172,1.0,0.012510607137704115,0.00954447121581627,0.9941467945058794,104.15944184089167,10.126920670858027,73130,73216,86,0.08886637686423428
2235,suppressed,73142,1.0,0.005498628177841294,0.0038808457097788056,0.9971194557293953,256.93354755559903,31.20832741549373,73081,73204,123,0.03654539385607174
2236,suppressed,73180,1.0,0.006388498204111609,0.005337150196018795,0.9975296405431583,186.90304823860077,23.211910281482407,73129,73236,107,0.049085699772261966
2237,suppressed,73195,1.0,0.007279405818471159,0.005035657704055501,0.995269912328899,197.6444728416214,21.56343906593946,73140,73253,113,0.04756466745091517
2238,suppressed,73131,1.0,0.0059399757937506,0.004451385518622168,0.9972342430852378,224.02783109064669,23.381359788226355,73076,73192,116,0.041551059942727946
2239,suppressed,73185,1.0,0.012075461348494434,0.010207653544694785,0.9951525822301585,97.49082665010395,8.28688158887167,73146,73227,81,0.09373668970605271
2240,suppressed,73180,1.0,0.004592187476112626,0.0025770920652038016,0.9972947048866557,386.9845079856655,40.75705183349908,73110,73248,138,0.02520892399774304
2241,suppressed,73167,1.0,0.005178523470739418,0.003567238486155187,0.9969484150204084,279.47344111969693,24.12344764784915,73103,73237,134,0.03371643135998092
2242,suppressed,73168,1.0,0.005538208201445827,0.003950375420581142,0.9971707759473963,252.42430649811556,27.54044147160495,73112,73233,121,0.03714121156609496
2243,suppressed,73184,1.0,0.005054625682514595,0.0040097450227259196,0.9978997666662474,248.8686340429326,32.02125701927989,73127,73245,118,0.03713258586432195
2244,suppressed,73181,1.0,0.0049999389953281365,0.003860945287601914,0.997700938912943,258.4084633669152,31.154416707777646,73121,73242,121,0.035887501296143445
2245,suppressed,72432,1.0,0.015459792554344962,0.005432206732546546,0.9907504358299916,182.38452338236783,14.190129209706996,72375,72490,115,0.05891744641471733
2246,suppressed,73150,1.0,0.008940630576758993,0.007471772660068428,0.9944127105445103,133.08926218526076,18.44769730041277,73102,73198,96,0.06871481185730641
2247,suppressed,72537,1.0,0.013088688339123519,0.004102861840914028,0.9904829291159618,241.41269375410016,13.358709142767626,72472,72606,134,0.04591158306643574
2248,suppressed,73208,1.0,0.007681006236945108,0.006091107966844385,0.9966645474842758,163.62615026845714,20.239669167373105,73160,73263,103,0.05640986997170019
2249,suppressed,73172,1.0,0.005451254423924894,0.004050340212588912,0.9971798726753952,246.19657123518863,30.47586368961409,73114,73235,121,0.03785397612463619
2250,suppressed,73184,1.0,0.005513086106517837,0.004104766508998022,0.9965687654465413,242.78330162311835,27.928192289291953,73127,73245,118,0.03835121817850201
2251,suppressed,72436,1.0,0.017955914753576135,0.005338255505687389,0.9860634483194858,184.71642042403772,18.177793120508447,72368,72506,138,0.060661958799075245
2252,suppressed,73187,1.0,0.004407292143680202,0.003499179096370763,0.9980552646614732,285.2255449561368,36.76081112891595,73125,73252,127,0.03240072491464631
2253,suppressed,72443,1.0,0.01994626622327777,0.005566375914077309,0.9873764947223606,177.38228785901708,15.441831217654515,72380,72510,130,0.06447727353589625
2254,suppressed,73153,1.0,0.005912066351669985,0.004796088145110213,0.9973064929436775,207.94165219012243,29.971492259372212,73099,73211,112,0.04428077151255169
2255,suppressed,73124,1.0,0.011903681946071627,0.008250264115313611,0.9925138047995762,120.30085230330211,12.053375281829362,73079,73173,94,0.07790579486858051
2256,suppressed,73194,1.0,0.005619319585116437,0.004300754411013816,0.997283664970357,231.8857506525855,25.647754670852784,73136,73253,117,0.04002535487322697
2257,suppressed,73193,1.0,0.004629084824939655,0.003220109627549721,0.9976513856296383,309.81907482099655,39.21297658967818,73129,73257,128,0.030389961845337425
2258,suppressed,73185,1.0,0.0062544124102277155,0.0041575473461876195,0.9966610158562413,239.72331109353638,31.507827689876894,73125,73252,127,0.03951479117972867
2259,suppressed,73175,1.0,0.011376145775616364,0.010155643356128974,0.996200081926048,98.09325189869305,12.340136048367523,73133,73221,88,0.09262129262464816
2260,suppressed,73171,1.0,0.005137305195028438,0.003770544195537106,0.99716751127846,264.46249123899094,34.22938349351975,73111,73238,127,0.03530165875932528
2261,suppressed,73183,1.0,0.009470658171147183,0.0061842343163579835,0.9939983199303004,160.73102490652155,19.187749015890088,73134,73237,103,0.058944532702011054
2262,suppressed,72611,1.0,0.009407551013048555,0.003576877450633283,0.9956814253928032,278.36609979928687,15.406813044151946,72544,72680,136,0.038022570618114815
2263,suppressed,73211,1.0,0.008950087226322283,0.007029997678059825,0.9960758735033233,141.689360241471,17.248825703419108,73158,73273,115,0.06519006865080088
2264,suppressed,73180,1.0,0.007301999059132472,0.004819243854935331,0.9958812750305606,206.64679045255,27.18982854929514,73122,73241,119,0.04585594989861512
2265,suppressed,73183,1.0,0.004324227155734388,0.0032645446371090325,0.9979091167591623,305.68095329916395,37.0281074744432,73121,73248,127,0.030440584252606647
2266,suppressed,72693,1.0,0.008145544910137586,0.0033624903594928414,0.9972909239262581,296.5929466863,22.3001652238163,72622,72782,160,0.035045467786080316
2267,suppressed,73137,1.0,0.006286746002524839,0.004444120556139573,0.996345033105072,224.19397055478544,25.004351266905108,73079,73198,119,0.04183971045164142
2268,suppressed,73151,1.0,0.006277937636176126,0.00526138649172398,0.996810809559979,189.45781898515452,27.72951642477156,73098,73209,111,0.04836902956996796
2269,suppressed,72324,0.6013316303952031,0.01762399179710119,0.006307184340317112,0.5897521704464589,93.50482539040668,5.606826187291123,72266,72401,135,0.06808146651963809
2270,suppressed,73198,1.0,0.007963836253466593,0.005549696500010679,0.9942667515195255,179.15695957744936,22.1376573591551,73145,73255,110,0.052361408253552025
2271,suppressed,73208,1.0,0.007472872832648931,0.005376970528546967,0.9963133880217474,185.2927001798137,19.114376731704667,73155,73261,106,0.05048863706102466
2272,suppressed,73196,1.0,0.006498117969168578,0.004559258524803462,0.996630848202156,218.5949409931998,30.807720075654426,73135,73262,127,0.04297218616759627
2273,suppressed,73148,1.0,0.004493290621075414,0.0029685454519187584,0.997505716608811,336.0250778589427,38.00081399150853,73077,73224,147,0.02824165423642548
2274,suppressed,73112,1.0,0.004504070247958366,0.00328399205559935,0.9977896412136652,303.83436510219025,41.70484115760421,73048,73178,130,0.03077600669275317
2275,suppressed,73167,1.0,0.008561335478302057,0.007234947360952682,0.9963938206386036,137.7195673898311,15.76903002777427,73119,73218,99,0.06644091436592352
2276,suppressed,73173,1.0,0.004937276213937742,0.00363001366536681,0.9972667028912439,274.72808502236614,38.14708267097809,73110,73236,126,0.03397738553687222
2277,suppressed,73098,1.0,0.010621458299881254,0.005938533035303725,0.9945242502433914,167.4696838985466,12.91046811659692,73042,73156,114,0.058129722582311055
2278,suppressed,73193,1.0,0.007163936735582856,0.005061668675003706,0.9962539344969691,196.82322144410998,22.0573798239675,73134,73253,119,0.0476572861356125
2279,suppressed,73188,1.0,0.005097696496272943,0.0040785610207930215,0.9978344464340613,244.65355338487635,33.35797814041832,73129,73246,117,0.03772618466261712
2280,suppressed,73150,1.0,0.009237541032349778,0.0063433303593857324,0.9939790327022361,156.69671550867955,20.43415574130156,73097,73207,110,0.05998418390743564
2281,suppressed,73174,1.0,0.008614097079793506,0.005877560745034823,0.9952486327318933,169.33021637805237,19.308191871804915,73121,73228,107,0.05563458304007209
2282,suppressed,73134,1.0,0.005103576126114562,0.0035327710294389037,0.9973120734146833,282.30306043159624,30.82842851994257,73070,73201,131,0.03336574436162579
2283,suppressed,72451,0.11432932010614934,0.002800912231327532,0.0009860135492951354,0.11266947791965445,114.26767715331873,16.14167314692152,72397,72523,126,0.010689020625688616
2284,suppressed,72638,1.0,0.01509778289324603,0.005117881553624855,0.9938317696891886,194.18811460872612,12.99980786607709,72581,72702,121,0.05604083532224487
2285,suppressed,73203,1.0,0.003157011590126702,0.002580793757970167,0.9986629941150065,386.9596286145972,52.38863777044035,73133,73272,139,0.02380336165388804
2286,suppressed,73142,1.0,0.008425426140672687,0.006613957023889767,0.9961190288813361,150.60863342222075,17.991532896379894,73091,73196,105,0.061337082331790825
2287,suppressed,73193,1.0,0.007431245358593058,0.004663523626069537,0.9956887250901075,213.50566758665352,20.59238051938685,73136,73254,118,0.044739434367149354
2288,suppressed,73179,1.0,0.004924855253120994,0.003128117273112255,0.9972748735639694,318.8099378933295,40.79188048663922,73113,73248,135,0.029949793438019037
2289,suppressed,73120,1.0,0.007095376384505909,0.004835063653540957,0.9964222809375879,206.08255699133525,26.317900568817816,73062,73183,121,0.045775885612833564
2290,suppressed,73188,1.0,0.005429840419603012,0.004385882998422266,0.9971912850784781,227.3638593271179,27.036429937441515,73130,73250,120,0.040516904406981136
2291,suppressed,73191,1.0,0.00481084012983538,0.0038683018697226296,0.997106219187454,257.7632906552223,32.77037280784153,73131,73254,123,0.035757255087616416
2292,suppressed,73163,1.0,0.00938222253621816,0.00711167268444696,0.9954269773361615,139.97086501367448,14.167825126474519,73114,73220,106,0.06627560401179385
2293,suppressed,73178,1.0,0.004708338735108936,0.003590934247187272,0.9977434618923561,277.8506631453568,40.506440743682255,73117,73245,128,0.033435812712607114
2294,suppressed,73131,1.0,0.0068504073423811766,0.004933203068115048,0.9949496565763896,201.6843099379152,36.23113514175014,73075,73193,118,0.04631603188730156
2295,suppressed,73179,1.0,0.006155446800749182,0.005067411276061822,0.9969303026944518,196.73364729717062,27.695389647152265,73125,73238,113,0.04669473700924376
2296,suppressed,73159,1.0,0.0071087795485450566,0.005857758141021639,0.9968813312999687,170.18137439285002,21.646680852315104,73110,73212,102,0.05397084467671817
2297,suppressed,73168,1.0,0.0033168810318413727,0.002477022672258537,0.9980539988323621,402.9248541041174,53.91895852975427,73097,73244,147,0.02313306240990967
2298,suppressed,73175,1.0,0.008124054355692323,0.005287967654626858,0.995442736268439,188.246752114198,22.708098108707652,73119,73233,114,0.050427795592707186
2299,suppressed,73196,1.0,0.0038159587609277257,0.0033227586776698914,0.9984979649669953,300.50270327401546,39.03244429627955,73135,73265,130,0.030398028182286856
2300,suppressed,73170,1.0,0.008591894233773746,0.006845378269771596,0.9961103490463179,145.5157494283445,15.252530117017072,73124,73220,96,0.06335492039194651
2301,suppressed,73139,1.0,0.007107560047807683,0.004747419577732469,0.9961386262421108,209.82738305129982,21.180975997601923,73081,73199,118,0.04508691666966743
2302,suppressed,73168,0.946394003349802,0.02402324197047765,0.016344413209790964,0.9321177826293744,57.02974898303465,6.4012801419670815,73130,73209,79,0.15477854764880536
2303,suppressed,73118,1.0,0.007917115655462244,0.0059758263646966835,0.996597657180844,166.77152185485707,22.639553668858127,73064,73173,109,0.05572372657303571
2304,suppressed,73178,1.0,0.008981963997209887,0.006892590574609489,0.9953239134602672,144.40490882002794,21.84246404705778,73131,73226,95,0.06412268859408579
2305,suppressed,73182,1.0,0.0055801258380897695,0.003907888421096223,0.9972102863332263,255.1788021761106,28.27416896698862,73124,73244,120,0.03684323320685955
