feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg_C0p1,100,0.585,0.09130245982158694,0.5367971911261709,0.08814200326835507,0.5890262330548708,0.6468181818181818
direct_binned,bins1024_auc,svm_C1p0,100,0.6,0.08422086297242758,0.544540420123536,0.0807183304529659,0.5894297963556612,0.6319191919191919
direct_binned,bins1024_auc,xgboost_depth2,100,0.5326666666666666,0.08722945990687629,0.4826102044345068,0.07947880069111754,0.5326628618417721,0.5681502525252525
direct_binned,bins2048_auc,logreg_C0p1,100,0.5943333333333333,0.09187594720340578,0.5435448703579446,0.08782801771701645,0.5922029098639006,0.6477083333333333
direct_binned,bins2048_auc,svm_C1p0,100,0.6036666666666667,0.0852664668575541,0.5493498412163909,0.081567957452406,0.5956421580966608,0.6404797979797979
direct_binned,bins2048_auc,xgboost_depth2,100,0.535,0.09179284245476833,0.48613864273250135,0.08542384610500715,0.5373627677723283,0.5759722222222222
foundation_backbone,mae_flatten,logreg_C0p1,100,0.5653333333333334,0.0935543319097501,0.5044080874957514,0.08177371718460656,0.5531686875502665,0.5642297979797979
foundation_backbone,mae_flatten,svm_C1p0,100,0.5660000000000001,0.09380113644649085,0.5059667695876486,0.08209176451869175,0.5586895897789861,0.5650757575757576
foundation_backbone,mae_flatten,xgboost_depth2,100,0.5453333333333333,0.09517188655806569,0.4842706354098362,0.08663099514321755,0.5373858909694823,0.5434343434343434
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.5996666666666666,0.09168518331500554,0.5439788352109872,0.07907797565728904,0.6046286131738918,0.6178914141414141
