feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg_C0p1,100,0.4400909090909091,0.05216883915339283,0.38077295836746816,0.04366369995507417,0.39525295765735896,0.38808628795721184
direct_binned,bins1024_auc,svm_C1p0,100,0.4088181818181818,0.05500958032658329,0.3511602214064793,0.04466445657704158,0.36299803437764533,0.3589540200138026
direct_binned,bins1024_auc,xgboost_depth2,100,0.3745454545454545,0.05186238509004044,0.3252235904122486,0.042307066046060514,0.34511443597800046,0.3346574145962733
direct_binned,bins2048_auc,logreg_C0p1,100,0.43772727272727274,0.055702077422370065,0.37833814455298737,0.04866844246159449,0.3927917791571517,0.3849010093167702
direct_binned,bins2048_auc,svm_C1p0,100,0.40909090909090906,0.0552298659391855,0.35193148563298643,0.04637429471895418,0.36360118628467597,0.3592503450655624
direct_binned,bins2048_auc,xgboost_depth2,100,0.3809090909090909,0.05026850021334408,0.32975727849680747,0.04285729911898515,0.35024957150169406,0.33876854727398203
foundation_backbone,mae_flatten,logreg_C0p1,100,0.42109090909090907,0.05599363135049984,0.36195687303580937,0.04639774387416739,0.37601502983305723,0.3662625086266391
foundation_backbone,mae_flatten,svm_C1p0,100,0.41654545454545455,0.0608038096178637,0.35417066171274714,0.05179162288538547,0.365944470896841,0.3595625215665976
foundation_backbone,mae_flatten,xgboost_depth2,100,0.41600000000000004,0.056427878907414325,0.35402357548234437,0.0440073452044109,0.3671504962683253,0.35982757505175983
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.42518181818181816,0.052690449761965456,0.3642057594278135,0.04551316097928738,0.37959369290450873,0.3691554520358868
