family,model,fine_tune_mode,support_per_class,repeat,n_train,n_query,status,error,accuracy,balanced_accuracy,macro_f1,weighted_f1,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
joint_ssl,joint_ssl_metabolights,frozen,2,1,4,33,ok,,0.42424242424242425,0.4226190476190476,0.41565703634669154,0.43497415911209014,0.5625,0.42857142857142855,0.4864864864864865,0.44047619047619047,0.5953428921317434,5,7,12,9
joint_ssl,joint_ssl_metabolights,frozen,2,2,4,33,ok,,0.42424242424242425,0.5297619047619048,0.3882926829268293,0.34784922394678497,0.75,0.14285714285714285,0.24,0.6825396825396826,0.7846591258247881,11,1,18,3
joint_ssl,joint_ssl_metabolights,frozen,2,3,4,33,ok,,0.6060606060606061,0.5297619047619048,0.5195968645016797,0.5751806983609896,0.6538461538461539,0.8095238095238095,0.723404255319149,0.5555555555555556,0.6557165128130564,3,9,4,17
joint_ssl,joint_ssl_metabolights,frozen,2,4,4,33,ok,,0.7878787878787878,0.7083333333333334,0.7226890756302521,0.7593582887700535,0.75,1.0,0.8571428571428571,0.6190476190476191,0.6805529974678068,5,7,0,21
joint_ssl,joint_ssl_metabolights,frozen,2,5,4,33,ok,,0.696969696969697,0.6190476190476191,0.6180555555555556,0.6654040404040403,0.7037037037037037,0.9047619047619048,0.7916666666666666,0.6706349206349207,0.729028392501782,4,8,2,19
joint_ssl,joint_ssl_metabolights,frozen,2,6,4,33,ok,,0.6666666666666666,0.5773809523809523,0.5642256902761105,0.6218487394957982,0.6785714285714286,0.9047619047619048,0.7755102040816326,0.6369047619047619,0.725832490626787,3,9,2,19
joint_ssl,joint_ssl_metabolights,frozen,2,7,4,33,ok,,0.5151515151515151,0.5119047619047619,0.5037593984962406,0.5242652084757348,0.6470588235294118,0.5238095238095238,0.5789473684210527,0.5238095238095238,0.6535913059193985,6,6,10,11
joint_ssl,joint_ssl_metabolights,frozen,2,8,4,33,ok,,0.5454545454545454,0.5535714285714286,0.5386766076421249,0.5539269677200712,0.6875,0.5238095238095238,0.5945945945945946,0.6646825396825397,0.7855587781862445,7,5,10,11
joint_ssl,joint_ssl_metabolights,frozen,2,9,4,33,ok,,0.42424242424242425,0.5476190476190477,0.3660262891809909,0.3136317676257009,1.0,0.09523809523809523,0.17391304347826086,0.7658730158730159,0.8639404528649679,12,0,19,2
joint_ssl,joint_ssl_metabolights,frozen,2,10,4,33,ok,,0.6666666666666666,0.5952380952380952,0.593505039193729,0.6405375139977604,0.6923076923076923,0.8571428571428571,0.7659574468085106,0.47817460317460314,0.6164074846431399,4,8,3,18
joint_ssl,joint_ssl_metabolights,frozen,4,1,8,29,ok,,0.6896551724137931,0.6210526315789473,0.6255380200860832,0.6736258843318657,0.7272727272727273,0.8421052631578947,0.7804878048780488,0.7052631578947368,0.8055322217025818,4,6,3,16
joint_ssl,joint_ssl_metabolights,frozen,4,2,8,29,ok,,0.6551724137931034,0.5710526315789474,0.5684523809523809,0.6284893267651888,0.6956521739130435,0.8421052631578947,0.7619047619047619,0.6684210526315789,0.7658687842420908,3,7,3,16
joint_ssl,joint_ssl_metabolights,frozen,4,3,8,29,ok,,0.5862068965517241,0.5657894736842105,0.5606060606060606,0.593521421107628,0.7058823529411765,0.631578947368421,0.6666666666666666,0.5368421052631579,0.6700356268545122,5,5,7,12
