mode,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
finetune_backbone,0.5087878787878788,0.05584817335869916,0.48422764227642273,0.15231035219863714,0.408695652173913,0.32357216905252406,0.3996558770752319,0.21058110536260816,0.5443047071505569,0.08317727011826753,0.5644668958826375,0.04385207875161339
frozen_backbone,0.48686868686868684,0.04365693491914001,0.5065644107105207,0.08477351792510256,0.4798418972332016,0.33684899702005894,0.43796519940211864,0.14911548311381947,0.5126302551203736,0.06877203063068854,0.5475296985045903,0.0479157945014543
