family,model,fine_tune_mode,support_per_class,repeat,n_train,n_query,status,error,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,macro_roc_auc_ovr,confusion_matrix
classical,logistic_regression,-,2,1,6,107,ok,,0.48598130841121495,0.4377926777352064,0.4388751033912324,0.5006238259780617,0.44518162996423866,0.4377926777352064,0.5949619601063373,"[[11, 3, 10], [2, 35, 17], [15, 8, 6]]"
classical,svm_rbf,-,2,1,6,107,ok,,0.4766355140186916,0.4417305236270754,0.43012704174228683,0.4845452335317831,0.43141923436041085,0.4417305236270754,0.43983418748778175,"[[13, 3, 8], [6, 33, 15], [15, 9, 5]]"
classical,xgboost,-,2,1,6,107,ok,,0.4672897196261682,0.44087909748829285,0.4247685185185186,0.47728452751817235,0.43436507936507934,0.44087909748829285,0.6521639434824379,"[[13, 4, 7], [11, 31, 12], [16, 7, 6]]"
classical,logistic_regression,-,2,2,6,107,ok,,0.5233644859813084,0.5063856960408685,0.4797450511736226,0.5272186166712202,0.5361538461538462,0.5063856960408685,0.6796585297978638,"[[16, 3, 5], [20, 33, 1], [14, 8, 7]]"
classical,svm_rbf,-,2,2,6,107,ok,,0.4766355140186916,0.4427948063005534,0.44277777777777777,0.4873520249221183,0.4487367802585194,0.4427948063005534,0.2886725134675949,"[[9, 8, 7], [4, 31, 19], [11, 7, 11]]"
classical,xgboost,-,2,2,6,107,ok,,0.5420560747663551,0.5346956151553852,0.5132215882495837,0.5526343199418311,0.5224664224664225,0.5346956151553852,0.6805752808988262,"[[16, 2, 6], [10, 32, 12], [13, 6, 10]]"
classical,logistic_regression,-,2,3,6,107,ok,,0.4672897196261682,0.42411664538101324,0.42423221334360256,0.4882590477492984,0.44087301587301586,0.42411664538101324,0.6073773608280536,"[[6, 2, 16], [13, 31, 10], [9, 7, 13]]"
classical,svm_rbf,-,2,3,6,107,ok,,0.4766355140186916,0.4550340570455513,0.4179331306990881,0.4766639206885777,0.4850427350427351,0.4550340570455513,0.286478705975496,"[[3, 1, 20], [5, 26, 23], [4, 3, 22]]"
classical,xgboost,-,2,3,6,107,ok,,0.5233644859813084,0.4664750957854406,0.46331273904089443,0.5275757300800401,0.4662621805478948,0.4664750957854406,0.6688393023089323,"[[6, 4, 14], [9, 36, 9], [6, 9, 14]]"
classical,logistic_regression,-,2,4,6,107,ok,,0.4485981308411215,0.3769157088122605,0.37611073137388923,0.43850652544700747,0.37839506172839504,0.3769157088122605,0.5723497442680616,"[[7, 11, 6], [2, 36, 16], [11, 13, 5]]"
classical,svm_rbf,-,2,4,6,107,ok,,0.2616822429906542,0.2545232013622818,0.24446690155591366,0.27117506651408996,0.2945054945054945,0.2545232013622818,0.4256431652982724,"[[3, 4, 17], [3, 14, 37], [8, 10, 11]]"
classical,xgboost,-,2,4,6,107,ok,,0.24299065420560748,0.30151128139633887,0.23362807719409906,0.20955670305237598,0.4754716981132075,0.30151128139633887,0.5150741700450621,"[[10, 0, 14], [23, 4, 27], [17, 0, 12]]"
classical,logistic_regression,-,2,5,6,107,ok,,0.5327102803738317,0.4779693486590038,0.4762202536043077,0.5390093165735659,0.5068719439672261,0.4779693486590038,0.6509568684181253,"[[6, 3, 15], [2, 36, 16], [6, 8, 15]]"
classical,svm_rbf,-,2,5,6,107,ok,,0.514018691588785,0.4736057896977437,0.4390983332453315,0.493265515997499,0.4201730741949213,0.4736057896977437,0.33085403039030165,"[[16, 3, 5], [5, 37, 12], [14, 13, 2]]"
classical,xgboost,-,2,5,6,107,ok,,0.5794392523364486,0.4875478927203066,0.48834688346883465,0.5524504217004786,0.5250836120401338,0.4875478927203066,0.6506162652080089,"[[6, 9, 9], [3, 45, 6], [3, 15, 11]]"
classical,logistic_regression,-,2,6,6,107,ok,,0.34579439252336447,0.39548744146445297,0.355774379030193,0.33796804846576634,0.39853801169590647,0.39548744146445297,0.5330818433022303,"[[12, 5, 7], [7, 11, 36], [11, 4, 14]]"
classical,svm_rbf,-,2,6,6,107,ok,,0.29906542056074764,0.3718071519795658,0.2983606010573539,0.26475620368192593,0.3511111111111111,0.3718071519795658,0.5797376958132537,"[[15, 4, 5], [14, 6, 34], [16, 2, 11]]"
classical,xgboost,-,2,6,6,107,ok,,0.32710280373831774,0.4033631332481907,0.3254416469606343,0.2935731250885634,0.4080632411067193,0.4033631332481907,0.5986932905500147,"[[16, 4, 4], [13, 7, 34], [17, 0, 12]]"
classical,logistic_regression,-,2,7,6,107,ok,,0.48598130841121495,0.4710515112813963,0.43559680940938966,0.4874899985141968,0.4896868413128576,0.4710515112813963,0.6842319731857714,"[[16, 6, 2], [18, 31, 5], [20, 4, 5]]"
classical,svm_rbf,-,2,7,6,107,ok,,0.411214953271028,0.42166879523201367,0.3813699812035867,0.4185129839817236,0.43574652386925244,0.42166879523201367,0.32263605579249416,"[[16, 4, 4], [23, 23, 8], [20, 4, 5]]"
classical,xgboost,-,2,7,6,107,ok,,0.5607476635514018,0.4866432524478501,0.45463597634983305,0.5138941926686434,0.4730967849408629,0.4866432524478501,0.6482364320401569,"[[13, 10, 1], [5, 44, 5], [11, 15, 3]]"
classical,logistic_regression,-,2,8,6,107,ok,,0.42990654205607476,0.42017879948914433,0.4168514412416851,0.4493855813664338,0.45667776544580096,0.42017879948914433,0.5751258560276021,"[[8, 1, 15], [6, 24, 24], [6, 9, 14]]"
classical,svm_rbf,-,2,8,6,107,ok,,0.5420560747663551,0.46232439335887615,0.46047930283224403,0.5227194429173538,0.4693528693528693,0.46232439335887615,0.33514424044207464,"[[8, 8, 8], [7, 42, 5], [6, 15, 8]]"
classical,xgboost,-,2,8,6,107,ok,,0.4953271028037383,0.397137079608344,0.3741309796229704,0.4410567255196096,0.45416187188339086,0.397137079608344,0.6227614052403777,"[[7, 14, 3], [11, 43, 0], [4, 22, 3]]"
classical,logistic_regression,-,2,9,6,107,ok,,0.4766355140186916,0.3988931460195828,0.3965803464321814,0.4749214954174808,0.401225865154833,0.3988931460195828,0.575809767494202,"[[4, 6, 14], [4, 37, 13], [9, 10, 10]]"
classical,svm_rbf,-,2,9,6,107,ok,,0.2897196261682243,0.30683269476372926,0.2902116402116402,0.3082851209019433,0.3924418604651163,0.30683269476372926,0.3914193871840006,"[[6, 1, 17], [29, 12, 13], [13, 3, 13]]"
classical,xgboost,-,2,9,6,107,ok,,0.40186915887850466,0.3891549595572584,0.3732843384006175,0.4124305745692401,0.409469696969697,0.3891549595572584,0.6219175191740796,"[[5, 6, 13], [6, 22, 26], [9, 4, 16]]"
classical,logistic_regression,-,2,10,6,107,ok,,0.4953271028037383,0.4407726692209451,0.4256585804724444,0.5015795349220661,0.4427624708419953,0.4407726692209451,0.6315409612357978,"[[3, 4, 17], [6, 33, 15], [8, 4, 17]]"
classical,svm_rbf,-,2,10,6,107,ok,,0.4392523364485981,0.4399212430821626,0.41853658536585364,0.45259174834739,0.46485589881816297,0.4399212430821626,0.3316215907864219,"[[7, 3, 14], [11, 22, 21], [8, 3, 18]]"
classical,xgboost,-,2,10,6,107,ok,,0.4485981308411215,0.4170923797360579,0.41485826001955034,0.46780862590328975,0.42995849447462353,0.4170923797360579,0.5606778860711964,"[[6, 3, 15], [18, 28, 8], [7, 8, 14]]"
classical,logistic_regression,-,4,1,12,101,ok,,0.504950495049505,0.4449840283173616,0.43885469215223455,0.5179559979416279,0.45228925973470263,0.4449840283173616,0.6518751295725377,"[[4, 3, 15], [7, 33, 12], [8, 5, 14]]"
classical,svm_rbf,-,4,1,12,101,ok,,0.46534653465346537,0.4284080117413451,0.4091939244973845,0.47634331669128344,0.4353930168558651,0.4284080117413451,0.28715559472039276,"[[3, 3, 16], [10, 27, 15], [6, 4, 17]]"
classical,xgboost,-,4,1,12,101,ok,,0.46534653465346537,0.4049900716567383,0.37735002467806344,0.4611443779995176,0.3866213151927438,0.4049900716567383,0.6329511385267865,"[[1, 5, 16], [5, 30, 17], [6, 5, 16]]"
